"Year","Canton","Sex","Age","Acquisition of Swiss citizenship"
"2014","Vaud","Female","80 years",1
"2014","Vaud","Female","81 years",0
"2014","Vaud","Female","82 years",0
"2014","Vaud","Female","83 years",0
"2014","Vaud","Female","84 years",0
"2014","Vaud","Female","85 years",0
"2014","Vaud","Female","86 years",0
"2014","Vaud","Female","87 years",1
"2014","Vaud","Female","88 years",0
"2014","Vaud","Female","89 years",0
"2014","Vaud","Female","90 years",0
"2014","Vaud","Female","91 years",0
"2014","Vaud","Female","92 years",0
"2014","Vaud","Female","93 years",0
"2014","Vaud","Female","94 years",0
"2014","Vaud","Female","95 years",0
"2014","Vaud","Female","96 years",0
"2014","Vaud","Female","97 years",0
"2014","Vaud","Female","98 years",0
"2014","Vaud","Female","99 years",0
"2014","Vaud","Female","100 years or older",0
"2014","Valais / Wallis","Male","0 years",2
"2014","Valais / Wallis","Male","1 year",7
"2014","Valais / Wallis","Male","2 years",3
"2014","Valais / Wallis","Male","3 years",4
"2014","Valais / Wallis","Male","4 years",10
"2014","Valais / Wallis","Male","5 years",7
"2014","Valais / Wallis","Male","6 years",7
"2014","Valais / Wallis","Male","7 years",8
"2014","Valais / Wallis","Male","8 years",9
"2014","Valais / Wallis","Male","9 years",10
"2014","Valais / Wallis","Male","10 years",10
"2014","Valais / Wallis","Male","11 years",19
"2014","Valais / Wallis","Male","12 years",12
"2014","Valais / Wallis","Male","13 years",11
"2014","Valais / Wallis","Male","14 years",16
"2014","Valais / Wallis","Male","15 years",18
"2014","Valais / Wallis","Male","16 years",10
"2014","Valais / Wallis","Male","17 years",19
"2014","Valais / Wallis","Male","18 years",11
"2014","Valais / Wallis","Male","19 years",14
"2014","Valais / Wallis","Male","20 years",12
"2014","Valais / Wallis","Male","21 years",14
"2014","Valais / Wallis","Male","22 years",6
"2014","Valais / Wallis","Male","23 years",6
"2014","Valais / Wallis","Male","24 years",3
"2014","Valais / Wallis","Male","25 years",1
"2014","Valais / Wallis","Male","26 years",2
"2014","Valais / Wallis","Male","27 years",10
"2014","Valais / Wallis","Male","28 years",8
"2014","Valais / Wallis","Male","29 years",4
"2014","Valais / Wallis","Male","30 years",6
"2014","Valais / Wallis","Male","31 years",12
"2014","Valais / Wallis","Male","32 years",12
"2014","Valais / Wallis","Male","33 years",12
"2014","Valais / Wallis","Male","34 years",13
"2014","Valais / Wallis","Male","35 years",12
"2014","Valais / Wallis","Male","36 years",9
"2014","Valais / Wallis","Male","37 years",14
"2014","Valais / Wallis","Male","38 years",15
"2014","Valais / Wallis","Male","39 years",13
"2014","Valais / Wallis","Male","40 years",22
"2014","Valais / Wallis","Male","41 years",15
"2014","Valais / Wallis","Male","42 years",12
"2014","Valais / Wallis","Male","43 years",10
"2014","Valais / Wallis","Male","44 years",13
"2014","Valais / Wallis","Male","45 years",12
"2014","Valais / Wallis","Male","46 years",10
"2014","Valais / Wallis","Male","47 years",15
"2014","Valais / Wallis","Male","48 years",20
"2014","Valais / Wallis","Male","49 years",16
"2014","Valais / Wallis","Male","50 years",17
"2014","Valais / Wallis","Male","51 years",20
"2014","Valais / Wallis","Male","52 years",21
"2014","Valais / Wallis","Male","53 years",8
"2014","Valais / Wallis","Male","54 years",8
"2014","Valais / Wallis","Male","55 years",11
"2014","Valais / Wallis","Male","56 years",9
"2014","Valais / Wallis","Male","57 years",5
"2014","Valais / Wallis","Male","58 years",6
"2014","Valais / Wallis","Male","59 years",11
"2014","Valais / Wallis","Male","60 years",4
"2014","Valais / Wallis","Male","61 years",6
"2014","Valais / Wallis","Male","62 years",5
"2014","Valais / Wallis","Male","63 years",5
"2014","Valais / Wallis","Male","64 years",3
"2014","Valais / Wallis","Male","65 years",5
"2014","Valais / Wallis","Male","66 years",6
"2014","Valais / Wallis","Male","67 years",2
"2014","Valais / Wallis","Male","68 years",5
"2014","Valais / Wallis","Male","69 years",5
"2014","Valais / Wallis","Male","70 years",3
"2014","Valais / Wallis","Male","71 years",0
"2014","Valais / Wallis","Male","72 years",1
"2014","Valais / Wallis","Male","73 years",2
"2014","Valais / Wallis","Male","74 years",1
"2014","Valais / Wallis","Male","75 years",3
"2014","Valais / Wallis","Male","76 years",1
"2014","Valais / Wallis","Male","77 years",2
"2014","Valais / Wallis","Male","78 years",0
"2014","Valais / Wallis","Male","79 years",1
"2014","Valais / Wallis","Male","80 years",0
"2014","Valais / Wallis","Male","81 years",1
"2014","Valais / Wallis","Male","82 years",0
"2014","Valais / Wallis","Male","83 years",0
"2014","Valais / Wallis","Male","84 years",0
"2014","Valais / Wallis","Male","85 years",1
"2014","Valais / Wallis","Male","86 years",1
"2014","Valais / Wallis","Male","87 years",0
"2014","Valais / Wallis","Male","88 years",1
"2014","Valais / Wallis","Male","89 years",0
"2014","Valais / Wallis","Male","90 years",0
"2014","Valais / Wallis","Male","91 years",0
"2014","Valais / Wallis","Male","92 years",0
"2014","Valais / Wallis","Male","93 years",0
"2014","Valais / Wallis","Male","94 years",0
"2014","Valais / Wallis","Male","95 years",0
"2014","Valais / Wallis","Male","96 years",0
"2014","Valais / Wallis","Male","97 years",0
"2014","Valais / Wallis","Male","98 years",0
"2014","Valais / Wallis","Male","99 years",0
"2014","Valais / Wallis","Male","100 years or older",0
"2014","Valais / Wallis","Female","0 years",3
"2014","Valais / Wallis","Female","1 year",6
"2014","Valais / Wallis","Female","2 years",4
"2014","Valais / Wallis","Female","3 years",6
"2014","Valais / Wallis","Female","4 years",4
"2014","Valais / Wallis","Female","5 years",6
"2014","Valais / Wallis","Female","6 years",5
"2014","Valais / Wallis","Female","7 years",9
"2014","Valais / Wallis","Female","8 years",11
"2014","Valais / Wallis","Female","9 years",12
"2014","Valais / Wallis","Female","10 years",10
"2014","Valais / Wallis","Female","11 years",13
"2014","Valais / Wallis","Female","12 years",11
"2014","Valais / Wallis","Female","13 years",13
"2014","Valais / Wallis","Female","14 years",11
"2014","Valais / Wallis","Female","15 years",16
"2014","Valais / Wallis","Female","16 years",12
"2014","Valais / Wallis","Female","17 years",24
"2014","Valais / Wallis","Female","18 years",18
"2014","Valais / Wallis","Female","19 years",14
"2014","Valais / Wallis","Female","20 years",13
"2014","Valais / Wallis","Female","21 years",14
"2014","Valais / Wallis","Female","22 years",8
"2014","Valais / Wallis","Female","23 years",10
"2014","Valais / Wallis","Female","24 years",14
"2014","Valais / Wallis","Female","25 years",6
"2014","Valais / Wallis","Female","26 years",9
"2014","Valais / Wallis","Female","27 years",7
"2014","Valais / Wallis","Female","28 years",6
"2014","Valais / Wallis","Female","29 years",9
"2014","Valais / Wallis","Female","30 years",11
"2014","Valais / Wallis","Female","31 years",13
"2014","Valais / Wallis","Female","32 years",16
"2014","Valais / Wallis","Female","33 years",22
"2014","Valais / Wallis","Female","34 years",18
"2014","Valais / Wallis","Female","35 years",16
"2014","Valais / Wallis","Female","36 years",19
"2014","Valais / Wallis","Female","37 years",15
"2014","Valais / Wallis","Female","38 years",15
"2014","Valais / Wallis","Female","39 years",25
"2014","Valais / Wallis","Female","40 years",21
"2014","Valais / Wallis","Female","41 years",17
"2014","Valais / Wallis","Female","42 years",17
"2014","Valais / Wallis","Female","43 years",14
"2014","Valais / Wallis","Female","44 years",24
"2014","Valais / Wallis","Female","45 years",22
"2014","Valais / Wallis","Female","46 years",20
"2014","Valais / Wallis","Female","47 years",16
"2014","Valais / Wallis","Female","48 years",14
"2014","Valais / Wallis","Female","49 years",17
"2014","Valais / Wallis","Female","50 years",21
"2014","Valais / Wallis","Female","51 years",12
"2014","Valais / Wallis","Female","52 years",9
"2014","Valais / Wallis","Female","53 years",9
"2014","Valais / Wallis","Female","54 years",9
"2014","Valais / Wallis","Female","55 years",8
"2014","Valais / Wallis","Female","56 years",6
"2014","Valais / Wallis","Female","57 years",8
"2014","Valais / Wallis","Female","58 years",6
"2014","Valais / Wallis","Female","59 years",7
"2014","Valais / Wallis","Female","60 years",2
"2014","Valais / Wallis","Female","61 years",3
"2014","Valais / Wallis","Female","62 years",5
"2014","Valais / Wallis","Female","63 years",1
"2014","Valais / Wallis","Female","64 years",2
"2014","Valais / Wallis","Female","65 years",0
"2014","Valais / Wallis","Female","66 years",3
"2014","Valais / Wallis","Female","67 years",0
"2014","Valais / Wallis","Female","68 years",5
"2014","Valais / Wallis","Female","69 years",1
"2014","Valais / Wallis","Female","70 years",1
"2014","Valais / Wallis","Female","71 years",1
"2014","Valais / Wallis","Female","72 years",0
"2014","Valais / Wallis","Female","73 years",0
"2014","Valais / Wallis","Female","74 years",1
"2014","Valais / Wallis","Female","75 years",2
"2014","Valais / Wallis","Female","76 years",3
"2014","Valais / Wallis","Female","77 years",0
"2014","Valais / Wallis","Female","78 years",1
"2014","Valais / Wallis","Female","79 years",0
"2014","Valais / Wallis","Female","80 years",0
"2014","Valais / Wallis","Female","81 years",0
"2014","Valais / Wallis","Female","82 years",1
"2014","Valais / Wallis","Female","83 years",1
"2014","Valais / Wallis","Female","84 years",1
"2014","Valais / Wallis","Female","85 years",0
"2014","Valais / Wallis","Female","86 years",0
"2014","Valais / Wallis","Female","87 years",0
"2014","Valais / Wallis","Female","88 years",0
"2014","Valais / Wallis","Female","89 years",0
"2014","Valais / Wallis","Female","90 years",0
"2014","Valais / Wallis","Female","91 years",0
"2014","Valais / Wallis","Female","92 years",0
"2014","Valais / Wallis","Female","93 years",0
"2014","Valais / Wallis","Female","94 years",0
"2014","Valais / Wallis","Female","95 years",0
"2014","Valais / Wallis","Female","96 years",0
"2014","Valais / Wallis","Female","97 years",0
"2014","Valais / Wallis","Female","98 years",0
"2014","Valais / Wallis","Female","99 years",0
"2014","Valais / Wallis","Female","100 years or older",0
"2014","Neuchâtel","Male","0 years",5
"2014","Neuchâtel","Male","1 year",6
"2014","Neuchâtel","Male","2 years",8
"2014","Neuchâtel","Male","3 years",9
"2014","Neuchâtel","Male","4 years",7
"2014","Neuchâtel","Male","5 years",4
"2014","Neuchâtel","Male","6 years",4
"2014","Neuchâtel","Male","7 years",7
"2014","Neuchâtel","Male","8 years",8
"2014","Neuchâtel","Male","9 years",5
"2014","Neuchâtel","Male","10 years",6
"2014","Neuchâtel","Male","11 years",7
"2014","Neuchâtel","Male","12 years",7
"2014","Neuchâtel","Male","13 years",8
"2014","Neuchâtel","Male","14 years",11
"2014","Neuchâtel","Male","15 years",14
"2014","Neuchâtel","Male","16 years",10
"2014","Neuchâtel","Male","17 years",6
"2014","Neuchâtel","Male","18 years",12
"2014","Neuchâtel","Male","19 years",6
"2014","Neuchâtel","Male","20 years",6
"2014","Neuchâtel","Male","21 years",8
"2014","Neuchâtel","Male","22 years",3
"2014","Neuchâtel","Male","23 years",4
"2014","Neuchâtel","Male","24 years",1
"2014","Neuchâtel","Male","25 years",3
"2014","Neuchâtel","Male","26 years",2
"2014","Neuchâtel","Male","27 years",4
"2014","Neuchâtel","Male","28 years",4
"2014","Neuchâtel","Male","29 years",2
"2014","Neuchâtel","Male","30 years",8
"2014","Neuchâtel","Male","31 years",4
"2014","Neuchâtel","Male","32 years",7
"2014","Neuchâtel","Male","33 years",6
"2014","Neuchâtel","Male","34 years",6
"2014","Neuchâtel","Male","35 years",5
"2014","Neuchâtel","Male","36 years",8
"2014","Neuchâtel","Male","37 years",9
"2014","Neuchâtel","Male","38 years",14
"2014","Neuchâtel","Male","39 years",11
"2014","Neuchâtel","Male","40 years",11
"2014","Neuchâtel","Male","41 years",11
"2014","Neuchâtel","Male","42 years",8
"2014","Neuchâtel","Male","43 years",13
"2014","Neuchâtel","Male","44 years",10
"2014","Neuchâtel","Male","45 years",11
"2014","Neuchâtel","Male","46 years",11
"2014","Neuchâtel","Male","47 years",13
"2014","Neuchâtel","Male","48 years",14
"2014","Neuchâtel","Male","49 years",13
"2014","Neuchâtel","Male","50 years",9
"2014","Neuchâtel","Male","51 years",5
"2014","Neuchâtel","Male","52 years",13
"2014","Neuchâtel","Male","53 years",4
"2014","Neuchâtel","Male","54 years",6
"2014","Neuchâtel","Male","55 years",9
"2014","Neuchâtel","Male","56 years",2
"2014","Neuchâtel","Male","57 years",7
"2014","Neuchâtel","Male","58 years",5
"2014","Neuchâtel","Male","59 years",1
"2014","Neuchâtel","Male","60 years",6
"2014","Neuchâtel","Male","61 years",1
"2014","Neuchâtel","Male","62 years",2
"2014","Neuchâtel","Male","63 years",5
"2014","Neuchâtel","Male","64 years",3
"2014","Neuchâtel","Male","65 years",1
"2014","Neuchâtel","Male","66 years",6
"2014","Neuchâtel","Male","67 years",0
"2014","Neuchâtel","Male","68 years",3
"2014","Neuchâtel","Male","69 years",2
"2014","Neuchâtel","Male","70 years",1
"2014","Neuchâtel","Male","71 years",3
"2014","Neuchâtel","Male","72 years",1
"2014","Neuchâtel","Male","73 years",0
"2014","Neuchâtel","Male","74 years",0
"2014","Neuchâtel","Male","75 years",0
"2014","Neuchâtel","Male","76 years",0
"2014","Neuchâtel","Male","77 years",0
"2014","Neuchâtel","Male","78 years",1
"2014","Neuchâtel","Male","79 years",0
"2014","Neuchâtel","Male","80 years",0
"2014","Neuchâtel","Male","81 years",0
"2014","Neuchâtel","Male","82 years",0
"2014","Neuchâtel","Male","83 years",0
"2014","Neuchâtel","Male","84 years",0
"2014","Neuchâtel","Male","85 years",1
"2014","Neuchâtel","Male","86 years",0
"2014","Neuchâtel","Male","87 years",0
"2014","Neuchâtel","Male","88 years",0
"2014","Neuchâtel","Male","89 years",0
"2014","Neuchâtel","Male","90 years",0
"2014","Neuchâtel","Male","91 years",0
"2014","Neuchâtel","Male","92 years",0
"2014","Neuchâtel","Male","93 years",0
"2014","Neuchâtel","Male","94 years",0
"2014","Neuchâtel","Male","95 years",0
"2014","Neuchâtel","Male","96 years",0
"2014","Neuchâtel","Male","97 years",0
"2014","Neuchâtel","Male","98 years",0
"2014","Neuchâtel","Male","99 years",0
"2014","Neuchâtel","Male","100 years or older",0
"2014","Neuchâtel","Female","0 years",4
"2014","Neuchâtel","Female","1 year",9
"2014","Neuchâtel","Female","2 years",3
"2014","Neuchâtel","Female","3 years",6
"2014","Neuchâtel","Female","4 years",5
"2014","Neuchâtel","Female","5 years",4
"2014","Neuchâtel","Female","6 years",6
"2014","Neuchâtel","Female","7 years",2
"2014","Neuchâtel","Female","8 years",6
"2014","Neuchâtel","Female","9 years",11
"2014","Neuchâtel","Female","10 years",9
"2014","Neuchâtel","Female","11 years",7
"2014","Neuchâtel","Female","12 years",15
"2014","Neuchâtel","Female","13 years",13
"2014","Neuchâtel","Female","14 years",9
"2014","Neuchâtel","Female","15 years",10
"2014","Neuchâtel","Female","16 years",12
"2014","Neuchâtel","Female","17 years",11
"2014","Neuchâtel","Female","18 years",13
"2014","Neuchâtel","Female","19 years",17
"2014","Neuchâtel","Female","20 years",12
"2014","Neuchâtel","Female","21 years",12
"2014","Neuchâtel","Female","22 years",5
"2014","Neuchâtel","Female","23 years",3
"2014","Neuchâtel","Female","24 years",5
"2014","Neuchâtel","Female","25 years",2
"2014","Neuchâtel","Female","26 years",4
"2014","Neuchâtel","Female","27 years",2
"2014","Neuchâtel","Female","28 years",7
"2014","Neuchâtel","Female","29 years",9
"2014","Neuchâtel","Female","30 years",11
"2014","Neuchâtel","Female","31 years",8
"2014","Neuchâtel","Female","32 years",7
"2014","Neuchâtel","Female","33 years",9
"2014","Neuchâtel","Female","34 years",6
"2014","Neuchâtel","Female","35 years",12
"2014","Neuchâtel","Female","36 years",6
"2014","Neuchâtel","Female","37 years",10
"2014","Neuchâtel","Female","38 years",16
"2014","Neuchâtel","Female","39 years",12
"2014","Neuchâtel","Female","40 years",17
"2014","Neuchâtel","Female","41 years",11
"2014","Neuchâtel","Female","42 years",19
"2014","Neuchâtel","Female","43 years",18
"2014","Neuchâtel","Female","44 years",10
"2014","Neuchâtel","Female","45 years",11
"2014","Neuchâtel","Female","46 years",7
"2014","Neuchâtel","Female","47 years",18
"2014","Neuchâtel","Female","48 years",8
"2014","Neuchâtel","Female","49 years",11
"2014","Neuchâtel","Female","50 years",3
"2014","Neuchâtel","Female","51 years",7
"2014","Neuchâtel","Female","52 years",9
"2014","Neuchâtel","Female","53 years",7
"2014","Neuchâtel","Female","54 years",7
"2014","Neuchâtel","Female","55 years",3
"2014","Neuchâtel","Female","56 years",4
"2014","Neuchâtel","Female","57 years",4
"2014","Neuchâtel","Female","58 years",2
"2014","Neuchâtel","Female","59 years",3
"2014","Neuchâtel","Female","60 years",4
"2014","Neuchâtel","Female","61 years",4
"2014","Neuchâtel","Female","62 years",5
"2014","Neuchâtel","Female","63 years",2
"2014","Neuchâtel","Female","64 years",4
"2014","Neuchâtel","Female","65 years",3
"2014","Neuchâtel","Female","66 years",0
"2014","Neuchâtel","Female","67 years",2
"2014","Neuchâtel","Female","68 years",2
"2014","Neuchâtel","Female","69 years",0
"2014","Neuchâtel","Female","70 years",1
"2014","Neuchâtel","Female","71 years",1
"2014","Neuchâtel","Female","72 years",0
"2014","Neuchâtel","Female","73 years",0
"2014","Neuchâtel","Female","74 years",0
"2014","Neuchâtel","Female","75 years",0
"2014","Neuchâtel","Female","76 years",0
"2014","Neuchâtel","Female","77 years",0
"2014","Neuchâtel","Female","78 years",0
"2014","Neuchâtel","Female","79 years",0
"2014","Neuchâtel","Female","80 years",0
"2014","Neuchâtel","Female","81 years",1
"2014","Neuchâtel","Female","82 years",0
"2014","Neuchâtel","Female","83 years",0
"2014","Neuchâtel","Female","84 years",0
"2014","Neuchâtel","Female","85 years",0
"2014","Neuchâtel","Female","86 years",0
"2014","Neuchâtel","Female","87 years",0
"2014","Neuchâtel","Female","88 years",0
"2014","Neuchâtel","Female","89 years",0
"2014","Neuchâtel","Female","90 years",0
"2014","Neuchâtel","Female","91 years",0
"2014","Neuchâtel","Female","92 years",0
"2014","Neuchâtel","Female","93 years",0
"2014","Neuchâtel","Female","94 years",0
"2014","Neuchâtel","Female","95 years",0
"2014","Neuchâtel","Female","96 years",0
"2014","Neuchâtel","Female","97 years",0
"2014","Neuchâtel","Female","98 years",0
"2014","Neuchâtel","Female","99 years",0
"2014","Neuchâtel","Female","100 years or older",0
"2014","Genève","Male","0 years",6
"2014","Genève","Male","1 year",8
"2014","Genève","Male","2 years",5
"2014","Genève","Male","3 years",12
"2014","Genève","Male","4 years",5
"2014","Genève","Male","5 years",9
"2014","Genève","Male","6 years",7
"2014","Genève","Male","7 years",9
"2014","Genève","Male","8 years",10
"2014","Genève","Male","9 years",8
"2014","Genève","Male","10 years",10
"2014","Genève","Male","11 years",9
"2014","Genève","Male","12 years",17
"2014","Genève","Male","13 years",42
"2014","Genève","Male","14 years",41
"2014","Genève","Male","15 years",39
"2014","Genève","Male","16 years",41
"2014","Genève","Male","17 years",31
"2014","Genève","Male","18 years",33
"2014","Genève","Male","19 years",50
"2014","Genève","Male","20 years",34
"2014","Genève","Male","21 years",16
"2014","Genève","Male","22 years",13
"2014","Genève","Male","23 years",10
"2014","Genève","Male","24 years",13
"2014","Genève","Male","25 years",7
"2014","Genève","Male","26 years",7
"2014","Genève","Male","27 years",10
"2014","Genève","Male","28 years",7
"2014","Genève","Male","29 years",9
"2014","Genève","Male","30 years",11
"2014","Genève","Male","31 years",9
"2014","Genève","Male","32 years",10
"2014","Genève","Male","33 years",11
"2014","Genève","Male","34 years",16
"2014","Genève","Male","35 years",15
"2014","Genève","Male","36 years",24
"2014","Genève","Male","37 years",23
"2014","Genève","Male","38 years",22
"2014","Genève","Male","39 years",21
"2014","Genève","Male","40 years",18
"2014","Genève","Male","41 years",12
"2014","Genève","Male","42 years",16
"2014","Genève","Male","43 years",11
"2014","Genève","Male","44 years",16
"2014","Genève","Male","45 years",24
"2014","Genève","Male","46 years",15
"2014","Genève","Male","47 years",15
"2014","Genève","Male","48 years",19
"2014","Genève","Male","49 years",13
"2014","Genève","Male","50 years",15
"2014","Genève","Male","51 years",15
"2014","Genève","Male","52 years",9
"2014","Genève","Male","53 years",9
"2014","Genève","Male","54 years",11
"2014","Genève","Male","55 years",6
"2014","Genève","Male","56 years",7
"2014","Genève","Male","57 years",8
"2014","Genève","Male","58 years",10
"2014","Genève","Male","59 years",8
"2014","Genève","Male","60 years",8
"2014","Genève","Male","61 years",7
"2014","Genève","Male","62 years",5
"2014","Genève","Male","63 years",5
"2014","Genève","Male","64 years",5
"2014","Genève","Male","65 years",4
"2014","Genève","Male","66 years",2
"2014","Genève","Male","67 years",3
"2014","Genève","Male","68 years",4
"2014","Genève","Male","69 years",1
"2014","Genève","Male","70 years",4
"2014","Genève","Male","71 years",0
"2014","Genève","Male","72 years",2
"2014","Genève","Male","73 years",3
"2014","Genève","Male","74 years",2
"2014","Genève","Male","75 years",2
"2014","Genève","Male","76 years",1
"2014","Genève","Male","77 years",0
"2014","Genève","Male","78 years",1
"2014","Genève","Male","79 years",1
"2014","Genève","Male","80 years",0
"2014","Genève","Male","81 years",0
"2014","Genève","Male","82 years",0
"2014","Genève","Male","83 years",0
"2014","Genève","Male","84 years",0
"2014","Genève","Male","85 years",0
"2014","Genève","Male","86 years",1
"2014","Genève","Male","87 years",1
"2014","Genève","Male","88 years",0
"2014","Genève","Male","89 years",1
"2014","Genève","Male","90 years",0
"2014","Genève","Male","91 years",0
"2014","Genève","Male","92 years",0
"2014","Genève","Male","93 years",0
"2014","Genève","Male","94 years",0
"2014","Genève","Male","95 years",0
"2014","Genève","Male","96 years",0
"2014","Genève","Male","97 years",0
"2014","Genève","Male","98 years",0
"2014","Genève","Male","99 years",0
"2014","Genève","Male","100 years or older",0
"2014","Genève","Female","0 years",6
"2014","Genève","Female","1 year",8
"2014","Genève","Female","2 years",5
"2014","Genève","Female","3 years",12
"2014","Genève","Female","4 years",9
"2014","Genève","Female","5 years",14
"2014","Genève","Female","6 years",8
"2014","Genève","Female","7 years",5
"2014","Genève","Female","8 years",9
"2014","Genève","Female","9 years",7
"2014","Genève","Female","10 years",11
"2014","Genève","Female","11 years",11
"2014","Genève","Female","12 years",12
"2014","Genève","Female","13 years",38
"2014","Genève","Female","14 years",49
"2014","Genève","Female","15 years",38
"2014","Genève","Female","16 years",37
"2014","Genève","Female","17 years",47
"2014","Genève","Female","18 years",44
"2014","Genève","Female","19 years",48
"2014","Genève","Female","20 years",45
"2014","Genève","Female","21 years",35
"2014","Genève","Female","22 years",12
"2014","Genève","Female","23 years",24
"2014","Genève","Female","24 years",19
"2014","Genève","Female","25 years",13
"2014","Genève","Female","26 years",14
"2014","Genève","Female","27 years",15
"2014","Genève","Female","28 years",13
"2014","Genève","Female","29 years",5
"2014","Genève","Female","30 years",14
"2014","Genève","Female","31 years",16
"2014","Genève","Female","32 years",16
"2014","Genève","Female","33 years",16
"2014","Genève","Female","34 years",24
"2014","Genève","Female","35 years",21
"2014","Genève","Female","36 years",20
"2014","Genève","Female","37 years",22
"2014","Genève","Female","38 years",18
"2014","Genève","Female","39 years",33
"2014","Genève","Female","40 years",19
"2014","Genève","Female","41 years",25
"2014","Genève","Female","42 years",20
"2014","Genève","Female","43 years",27
"2014","Genève","Female","44 years",21
"2014","Genève","Female","45 years",20
"2014","Genève","Female","46 years",16
"2014","Genève","Female","47 years",29
"2014","Genève","Female","48 years",13
"2014","Genève","Female","49 years",13
"2014","Genève","Female","50 years",19
"2014","Genève","Female","51 years",12
"2014","Genève","Female","52 years",17
"2014","Genève","Female","53 years",13
"2014","Genève","Female","54 years",15
"2014","Genève","Female","55 years",17
"2014","Genève","Female","56 years",6
"2014","Genève","Female","57 years",9
"2014","Genève","Female","58 years",8
"2014","Genève","Female","59 years",6
"2014","Genève","Female","60 years",7
"2014","Genève","Female","61 years",11
"2014","Genève","Female","62 years",6
"2014","Genève","Female","63 years",4
"2014","Genève","Female","64 years",6
"2014","Genève","Female","65 years",1
"2014","Genève","Female","66 years",4
"2014","Genève","Female","67 years",4
"2014","Genève","Female","68 years",3
"2014","Genève","Female","69 years",1
"2014","Genève","Female","70 years",1
"2014","Genève","Female","71 years",5
"2014","Genève","Female","72 years",0
"2014","Genève","Female","73 years",1
"2014","Genève","Female","74 years",0
"2014","Genève","Female","75 years",0
"2014","Genève","Female","76 years",0
"2014","Genève","Female","77 years",0
"2014","Genève","Female","78 years",0
"2014","Genève","Female","79 years",1
"2014","Genève","Female","80 years",1
"2014","Genève","Female","81 years",1
"2014","Genève","Female","82 years",1
"2014","Genève","Female","83 years",0
"2014","Genève","Female","84 years",0
"2014","Genève","Female","85 years",0
"2014","Genève","Female","86 years",0
"2014","Genève","Female","87 years",0
"2014","Genève","Female","88 years",0
"2014","Genève","Female","89 years",0
"2014","Genève","Female","90 years",0
"2014","Genève","Female","91 years",0
"2014","Genève","Female","92 years",1
"2014","Genève","Female","93 years",0
"2014","Genève","Female","94 years",0
"2014","Genève","Female","95 years",0
"2014","Genève","Female","96 years",0
"2014","Genève","Female","97 years",0
"2014","Genève","Female","98 years",0
"2014","Genève","Female","99 years",0
"2014","Genève","Female","100 years or older",0
"2014","Jura","Male","0 years",0
"2014","Jura","Male","1 year",1
"2014","Jura","Male","2 years",0
"2014","Jura","Male","3 years",1
"2014","Jura","Male","4 years",2
"2014","Jura","Male","5 years",1
"2014","Jura","Male","6 years",0
"2014","Jura","Male","7 years",2
"2014","Jura","Male","8 years",2
"2014","Jura","Male","9 years",3
"2014","Jura","Male","10 years",1
"2014","Jura","Male","11 years",1
"2014","Jura","Male","12 years",0
"2014","Jura","Male","13 years",2
"2014","Jura","Male","14 years",1
"2014","Jura","Male","15 years",0
"2014","Jura","Male","16 years",1
"2014","Jura","Male","17 years",5
"2014","Jura","Male","18 years",1
"2014","Jura","Male","19 years",2
"2014","Jura","Male","20 years",1
"2014","Jura","Male","21 years",1
"2014","Jura","Male","22 years",2
"2014","Jura","Male","23 years",0
"2014","Jura","Male","24 years",0
"2014","Jura","Male","25 years",1
"2014","Jura","Male","26 years",0
"2014","Jura","Male","27 years",0
"2014","Jura","Male","28 years",1
"2014","Jura","Male","29 years",2
"2014","Jura","Male","30 years",1
"2014","Jura","Male","31 years",1
"2014","Jura","Male","32 years",1
"2014","Jura","Male","33 years",1
"2014","Jura","Male","34 years",0
"2014","Jura","Male","35 years",2
"2014","Jura","Male","36 years",1
"2014","Jura","Male","37 years",3
"2014","Jura","Male","38 years",1
"2014","Jura","Male","39 years",0
"2014","Jura","Male","40 years",0
"2014","Jura","Male","41 years",2
"2014","Jura","Male","42 years",4
"2014","Jura","Male","43 years",2
"2014","Jura","Male","44 years",2
"2014","Jura","Male","45 years",5
"2014","Jura","Male","46 years",6
"2014","Jura","Male","47 years",3
"2014","Jura","Male","48 years",6
"2014","Jura","Male","49 years",1
"2014","Jura","Male","50 years",2
"2014","Jura","Male","51 years",2
"2014","Jura","Male","52 years",1
"2014","Jura","Male","53 years",0
"2014","Jura","Male","54 years",2
"2014","Jura","Male","55 years",0
"2014","Jura","Male","56 years",2
"2014","Jura","Male","57 years",0
"2014","Jura","Male","58 years",2
"2014","Jura","Male","59 years",0
"2014","Jura","Male","60 years",0
"2014","Jura","Male","61 years",1
"2014","Jura","Male","62 years",1
"2014","Jura","Male","63 years",0
"2014","Jura","Male","64 years",1
"2014","Jura","Male","65 years",1
"2014","Jura","Male","66 years",0
"2014","Jura","Male","67 years",0
"2014","Jura","Male","68 years",0
"2014","Jura","Male","69 years",2
"2014","Jura","Male","70 years",0
"2014","Jura","Male","71 years",0
"2014","Jura","Male","72 years",0
"2014","Jura","Male","73 years",0
"2014","Jura","Male","74 years",0
"2014","Jura","Male","75 years",0
"2014","Jura","Male","76 years",0
"2014","Jura","Male","77 years",0
"2014","Jura","Male","78 years",0
"2014","Jura","Male","79 years",0
"2014","Jura","Male","80 years",2
"2014","Jura","Male","81 years",0
"2014","Jura","Male","82 years",0
"2014","Jura","Male","83 years",0
"2014","Jura","Male","84 years",0
