"Year","Canton","Sex","Age","Emigration of the permanent resident population"
"2014","Aargau","Male","59 years",29
"2014","Aargau","Male","60 years",35
"2014","Aargau","Male","61 years",29
"2014","Aargau","Male","62 years",31
"2014","Aargau","Male","63 years",31
"2014","Aargau","Male","64 years",21
"2014","Aargau","Male","65 years",51
"2014","Aargau","Male","66 years",33
"2014","Aargau","Male","67 years",9
"2014","Aargau","Male","68 years",12
"2014","Aargau","Male","69 years",19
"2014","Aargau","Male","70 years",17
"2014","Aargau","Male","71 years",11
"2014","Aargau","Male","72 years",10
"2014","Aargau","Male","73 years",6
"2014","Aargau","Male","74 years",8
"2014","Aargau","Male","75 years",5
"2014","Aargau","Male","76 years",6
"2014","Aargau","Male","77 years",4
"2014","Aargau","Male","78 years",3
"2014","Aargau","Male","79 years",2
"2014","Aargau","Male","80 years",1
"2014","Aargau","Male","81 years",2
"2014","Aargau","Male","82 years",0
"2014","Aargau","Male","83 years",2
"2014","Aargau","Male","84 years",0
"2014","Aargau","Male","85 years",1
"2014","Aargau","Male","86 years",0
"2014","Aargau","Male","87 years",0
"2014","Aargau","Male","88 years",0
"2014","Aargau","Male","89 years",2
"2014","Aargau","Male","90 years",2
"2014","Aargau","Male","91 years",1
"2014","Aargau","Male","92 years",0
"2014","Aargau","Male","93 years",0
"2014","Aargau","Male","94 years",0
"2014","Aargau","Male","95 years",0
"2014","Aargau","Male","96 years",0
"2014","Aargau","Male","97 years",0
"2014","Aargau","Male","98 years",0
"2014","Aargau","Male","99 years",0
"2014","Aargau","Male","100 years or older",0
"2014","Aargau","Female","0 years",12
"2014","Aargau","Female","1 year",29
"2014","Aargau","Female","2 years",28
"2014","Aargau","Female","3 years",31
"2014","Aargau","Female","4 years",30
"2014","Aargau","Female","5 years",26
"2014","Aargau","Female","6 years",25
"2014","Aargau","Female","7 years",16
"2014","Aargau","Female","8 years",15
"2014","Aargau","Female","9 years",14
"2014","Aargau","Female","10 years",13
"2014","Aargau","Female","11 years",18
"2014","Aargau","Female","12 years",15
"2014","Aargau","Female","13 years",9
"2014","Aargau","Female","14 years",11
"2014","Aargau","Female","15 years",11
"2014","Aargau","Female","16 years",9
"2014","Aargau","Female","17 years",12
"2014","Aargau","Female","18 years",24
"2014","Aargau","Female","19 years",17
"2014","Aargau","Female","20 years",31
"2014","Aargau","Female","21 years",29
"2014","Aargau","Female","22 years",27
"2014","Aargau","Female","23 years",35
"2014","Aargau","Female","24 years",49
"2014","Aargau","Female","25 years",49
"2014","Aargau","Female","26 years",70
"2014","Aargau","Female","27 years",55
"2014","Aargau","Female","28 years",58
"2014","Aargau","Female","29 years",57
"2014","Aargau","Female","30 years",49
"2014","Aargau","Female","31 years",52
"2014","Aargau","Female","32 years",57
"2014","Aargau","Female","33 years",49
"2014","Aargau","Female","34 years",58
"2014","Aargau","Female","35 years",41
"2014","Aargau","Female","36 years",56
"2014","Aargau","Female","37 years",34
"2014","Aargau","Female","38 years",22
"2014","Aargau","Female","39 years",36
"2014","Aargau","Female","40 years",27
"2014","Aargau","Female","41 years",31
"2014","Aargau","Female","42 years",29
"2014","Aargau","Female","43 years",24
"2014","Aargau","Female","44 years",25
"2014","Aargau","Female","45 years",26
"2014","Aargau","Female","46 years",43
"2014","Aargau","Female","47 years",34
"2014","Aargau","Female","48 years",23
"2014","Aargau","Female","49 years",27
"2014","Aargau","Female","50 years",30
"2014","Aargau","Female","51 years",21
"2014","Aargau","Female","52 years",26
"2014","Aargau","Female","53 years",21
"2014","Aargau","Female","54 years",29
"2014","Aargau","Female","55 years",16
"2014","Aargau","Female","56 years",20
"2014","Aargau","Female","57 years",32
"2014","Aargau","Female","58 years",30
"2014","Aargau","Female","59 years",21
"2014","Aargau","Female","60 years",20
"2014","Aargau","Female","61 years",14
"2014","Aargau","Female","62 years",11
"2014","Aargau","Female","63 years",13
"2014","Aargau","Female","64 years",20
"2014","Aargau","Female","65 years",27
"2014","Aargau","Female","66 years",10
"2014","Aargau","Female","67 years",12
"2014","Aargau","Female","68 years",12
"2014","Aargau","Female","69 years",5
"2014","Aargau","Female","70 years",8
"2014","Aargau","Female","71 years",7
"2014","Aargau","Female","72 years",5
"2014","Aargau","Female","73 years",8
"2014","Aargau","Female","74 years",6
"2014","Aargau","Female","75 years",7
"2014","Aargau","Female","76 years",5
"2014","Aargau","Female","77 years",1
"2014","Aargau","Female","78 years",6
"2014","Aargau","Female","79 years",3
"2014","Aargau","Female","80 years",4
"2014","Aargau","Female","81 years",4
"2014","Aargau","Female","82 years",2
"2014","Aargau","Female","83 years",1
"2014","Aargau","Female","84 years",2
"2014","Aargau","Female","85 years",0
"2014","Aargau","Female","86 years",3
"2014","Aargau","Female","87 years",0
"2014","Aargau","Female","88 years",0
"2014","Aargau","Female","89 years",1
"2014","Aargau","Female","90 years",2
"2014","Aargau","Female","91 years",0
"2014","Aargau","Female","92 years",0
"2014","Aargau","Female","93 years",0
"2014","Aargau","Female","94 years",0
"2014","Aargau","Female","95 years",0
"2014","Aargau","Female","96 years",0
"2014","Aargau","Female","97 years",0
"2014","Aargau","Female","98 years",0
"2014","Aargau","Female","99 years",0
"2014","Aargau","Female","100 years or older",0
"2014","Thurgau","Male","0 years",12
"2014","Thurgau","Male","1 year",16
"2014","Thurgau","Male","2 years",9
"2014","Thurgau","Male","3 years",16
"2014","Thurgau","Male","4 years",10
"2014","Thurgau","Male","5 years",14
"2014","Thurgau","Male","6 years",8
"2014","Thurgau","Male","7 years",5
"2014","Thurgau","Male","8 years",5
"2014","Thurgau","Male","9 years",3
"2014","Thurgau","Male","10 years",8
"2014","Thurgau","Male","11 years",8
"2014","Thurgau","Male","12 years",3
"2014","Thurgau","Male","13 years",4
"2014","Thurgau","Male","14 years",3
"2014","Thurgau","Male","15 years",5
"2014","Thurgau","Male","16 years",3
"2014","Thurgau","Male","17 years",10
"2014","Thurgau","Male","18 years",9
"2014","Thurgau","Male","19 years",9
"2014","Thurgau","Male","20 years",21
"2014","Thurgau","Male","21 years",18
"2014","Thurgau","Male","22 years",34
"2014","Thurgau","Male","23 years",45
"2014","Thurgau","Male","24 years",44
"2014","Thurgau","Male","25 years",49
"2014","Thurgau","Male","26 years",47
"2014","Thurgau","Male","27 years",63
"2014","Thurgau","Male","28 years",33
"2014","Thurgau","Male","29 years",44
"2014","Thurgau","Male","30 years",36
"2014","Thurgau","Male","31 years",37
"2014","Thurgau","Male","32 years",26
"2014","Thurgau","Male","33 years",39
"2014","Thurgau","Male","34 years",32
"2014","Thurgau","Male","35 years",30
"2014","Thurgau","Male","36 years",23
"2014","Thurgau","Male","37 years",35
"2014","Thurgau","Male","38 years",20
"2014","Thurgau","Male","39 years",21
"2014","Thurgau","Male","40 years",26
"2014","Thurgau","Male","41 years",22
"2014","Thurgau","Male","42 years",22
"2014","Thurgau","Male","43 years",26
"2014","Thurgau","Male","44 years",19
"2014","Thurgau","Male","45 years",26
"2014","Thurgau","Male","46 years",18
"2014","Thurgau","Male","47 years",24
"2014","Thurgau","Male","48 years",29
"2014","Thurgau","Male","49 years",23
"2014","Thurgau","Male","50 years",17
"2014","Thurgau","Male","51 years",22
"2014","Thurgau","Male","52 years",15
"2014","Thurgau","Male","53 years",27
"2014","Thurgau","Male","54 years",21
"2014","Thurgau","Male","55 years",11
"2014","Thurgau","Male","56 years",12
"2014","Thurgau","Male","57 years",17
"2014","Thurgau","Male","58 years",13
"2014","Thurgau","Male","59 years",13
"2014","Thurgau","Male","60 years",15
"2014","Thurgau","Male","61 years",11
"2014","Thurgau","Male","62 years",14
"2014","Thurgau","Male","63 years",23
"2014","Thurgau","Male","64 years",11
"2014","Thurgau","Male","65 years",24
"2014","Thurgau","Male","66 years",15
"2014","Thurgau","Male","67 years",8
"2014","Thurgau","Male","68 years",10
"2014","Thurgau","Male","69 years",11
"2014","Thurgau","Male","70 years",7
"2014","Thurgau","Male","71 years",4
"2014","Thurgau","Male","72 years",6
"2014","Thurgau","Male","73 years",3
"2014","Thurgau","Male","74 years",3
"2014","Thurgau","Male","75 years",2
"2014","Thurgau","Male","76 years",3
"2014","Thurgau","Male","77 years",2
"2014","Thurgau","Male","78 years",2
"2014","Thurgau","Male","79 years",1
"2014","Thurgau","Male","80 years",2
"2014","Thurgau","Male","81 years",1
"2014","Thurgau","Male","82 years",0
"2014","Thurgau","Male","83 years",0
"2014","Thurgau","Male","84 years",0
"2014","Thurgau","Male","85 years",0
"2014","Thurgau","Male","86 years",0
"2014","Thurgau","Male","87 years",0
"2014","Thurgau","Male","88 years",1
"2014","Thurgau","Male","89 years",0
"2014","Thurgau","Male","90 years",0
"2014","Thurgau","Male","91 years",1
"2014","Thurgau","Male","92 years",0
"2014","Thurgau","Male","93 years",0
"2014","Thurgau","Male","94 years",0
"2014","Thurgau","Male","95 years",0
"2014","Thurgau","Male","96 years",0
"2014","Thurgau","Male","97 years",0
"2014","Thurgau","Male","98 years",0
"2014","Thurgau","Male","99 years",0
"2014","Thurgau","Male","100 years or older",0
"2014","Thurgau","Female","0 years",8
"2014","Thurgau","Female","1 year",14
"2014","Thurgau","Female","2 years",10
"2014","Thurgau","Female","3 years",17
"2014","Thurgau","Female","4 years",18
"2014","Thurgau","Female","5 years",9
"2014","Thurgau","Female","6 years",10
"2014","Thurgau","Female","7 years",9
"2014","Thurgau","Female","8 years",13
"2014","Thurgau","Female","9 years",4
"2014","Thurgau","Female","10 years",6
"2014","Thurgau","Female","11 years",7
"2014","Thurgau","Female","12 years",4
"2014","Thurgau","Female","13 years",9
"2014","Thurgau","Female","14 years",5
"2014","Thurgau","Female","15 years",6
"2014","Thurgau","Female","16 years",7
"2014","Thurgau","Female","17 years",4
"2014","Thurgau","Female","18 years",7
"2014","Thurgau","Female","19 years",15
"2014","Thurgau","Female","20 years",23
"2014","Thurgau","Female","21 years",26
"2014","Thurgau","Female","22 years",39
"2014","Thurgau","Female","23 years",31
"2014","Thurgau","Female","24 years",28
"2014","Thurgau","Female","25 years",42
"2014","Thurgau","Female","26 years",27
"2014","Thurgau","Female","27 years",28
"2014","Thurgau","Female","28 years",33
"2014","Thurgau","Female","29 years",28
"2014","Thurgau","Female","30 years",35
"2014","Thurgau","Female","31 years",35
"2014","Thurgau","Female","32 years",27
"2014","Thurgau","Female","33 years",25
"2014","Thurgau","Female","34 years",19
"2014","Thurgau","Female","35 years",20
"2014","Thurgau","Female","36 years",17
"2014","Thurgau","Female","37 years",18
"2014","Thurgau","Female","38 years",14
"2014","Thurgau","Female","39 years",10
"2014","Thurgau","Female","40 years",12
"2014","Thurgau","Female","41 years",12
"2014","Thurgau","Female","42 years",16
"2014","Thurgau","Female","43 years",12
"2014","Thurgau","Female","44 years",7
"2014","Thurgau","Female","45 years",10
"2014","Thurgau","Female","46 years",15
"2014","Thurgau","Female","47 years",15
"2014","Thurgau","Female","48 years",12
"2014","Thurgau","Female","49 years",18
"2014","Thurgau","Female","50 years",20
"2014","Thurgau","Female","51 years",16
"2014","Thurgau","Female","52 years",17
"2014","Thurgau","Female","53 years",20
"2014","Thurgau","Female","54 years",15
"2014","Thurgau","Female","55 years",17
"2014","Thurgau","Female","56 years",4
"2014","Thurgau","Female","57 years",12
"2014","Thurgau","Female","58 years",10
"2014","Thurgau","Female","59 years",9
"2014","Thurgau","Female","60 years",7
"2014","Thurgau","Female","61 years",8
"2014","Thurgau","Female","62 years",6
"2014","Thurgau","Female","63 years",12
"2014","Thurgau","Female","64 years",7
"2014","Thurgau","Female","65 years",13
"2014","Thurgau","Female","66 years",5
"2014","Thurgau","Female","67 years",7
"2014","Thurgau","Female","68 years",3
"2014","Thurgau","Female","69 years",4
"2014","Thurgau","Female","70 years",1
"2014","Thurgau","Female","71 years",4
"2014","Thurgau","Female","72 years",1
"2014","Thurgau","Female","73 years",1
"2014","Thurgau","Female","74 years",3
"2014","Thurgau","Female","75 years",3
"2014","Thurgau","Female","76 years",3
"2014","Thurgau","Female","77 years",0
"2014","Thurgau","Female","78 years",0
"2014","Thurgau","Female","79 years",2
"2014","Thurgau","Female","80 years",3
"2014","Thurgau","Female","81 years",0
"2014","Thurgau","Female","82 years",1
"2014","Thurgau","Female","83 years",0
"2014","Thurgau","Female","84 years",0
"2014","Thurgau","Female","85 years",0
"2014","Thurgau","Female","86 years",0
"2014","Thurgau","Female","87 years",0
"2014","Thurgau","Female","88 years",1
"2014","Thurgau","Female","89 years",0
"2014","Thurgau","Female","90 years",0
"2014","Thurgau","Female","91 years",0
"2014","Thurgau","Female","92 years",1
"2014","Thurgau","Female","93 years",0
"2014","Thurgau","Female","94 years",0
"2014","Thurgau","Female","95 years",0
"2014","Thurgau","Female","96 years",0
"2014","Thurgau","Female","97 years",0
"2014","Thurgau","Female","98 years",0
"2014","Thurgau","Female","99 years",0
"2014","Thurgau","Female","100 years or older",0
"2014","Ticino","Male","0 years",5
"2014","Ticino","Male","1 year",16
"2014","Ticino","Male","2 years",20
"2014","Ticino","Male","3 years",28
"2014","Ticino","Male","4 years",23
"2014","Ticino","Male","5 years",19
"2014","Ticino","Male","6 years",21
"2014","Ticino","Male","7 years",22
"2014","Ticino","Male","8 years",12
"2014","Ticino","Male","9 years",11
"2014","Ticino","Male","10 years",11
"2014","Ticino","Male","11 years",20
"2014","Ticino","Male","12 years",14
"2014","Ticino","Male","13 years",11
"2014","Ticino","Male","14 years",13
"2014","Ticino","Male","15 years",11
"2014","Ticino","Male","16 years",22
"2014","Ticino","Male","17 years",33
"2014","Ticino","Male","18 years",38
"2014","Ticino","Male","19 years",53
"2014","Ticino","Male","20 years",66
"2014","Ticino","Male","21 years",53
"2014","Ticino","Male","22 years",41
"2014","Ticino","Male","23 years",67
"2014","Ticino","Male","24 years",80
"2014","Ticino","Male","25 years",72
"2014","Ticino","Male","26 years",74
"2014","Ticino","Male","27 years",71
"2014","Ticino","Male","28 years",74
"2014","Ticino","Male","29 years",66
"2014","Ticino","Male","30 years",75
"2014","Ticino","Male","31 years",60
"2014","Ticino","Male","32 years",54
"2014","Ticino","Male","33 years",48
"2014","Ticino","Male","34 years",39
"2014","Ticino","Male","35 years",44
"2014","Ticino","Male","36 years",54
"2014","Ticino","Male","37 years",51
"2014","Ticino","Male","38 years",48
"2014","Ticino","Male","39 years",54
"2014","Ticino","Male","40 years",49
"2014","Ticino","Male","41 years",44
"2014","Ticino","Male","42 years",54
"2014","Ticino","Male","43 years",54
"2014","Ticino","Male","44 years",43
"2014","Ticino","Male","45 years",25
"2014","Ticino","Male","46 years",48
"2014","Ticino","Male","47 years",44
"2014","Ticino","Male","48 years",46
"2014","Ticino","Male","49 years",49
"2014","Ticino","Male","50 years",33
"2014","Ticino","Male","51 years",43
"2014","Ticino","Male","52 years",35
"2014","Ticino","Male","53 years",39
"2014","Ticino","Male","54 years",24
"2014","Ticino","Male","55 years",33
"2014","Ticino","Male","56 years",33
"2014","Ticino","Male","57 years",19
"2014","Ticino","Male","58 years",26
"2014","Ticino","Male","59 years",26
"2014","Ticino","Male","60 years",39
"2014","Ticino","Male","61 years",23
"2014","Ticino","Male","62 years",20
"2014","Ticino","Male","63 years",15
"2014","Ticino","Male","64 years",23
"2014","Ticino","Male","65 years",20
"2014","Ticino","Male","66 years",27
"2014","Ticino","Male","67 years",17
"2014","Ticino","Male","68 years",11
"2014","Ticino","Male","69 years",8
"2014","Ticino","Male","70 years",12
"2014","Ticino","Male","71 years",12
"2014","Ticino","Male","72 years",6
"2014","Ticino","Male","73 years",9
"2014","Ticino","Male","74 years",11
"2014","Ticino","Male","75 years",3
"2014","Ticino","Male","76 years",9
"2014","Ticino","Male","77 years",3
"2014","Ticino","Male","78 years",1
"2014","Ticino","Male","79 years",7
"2014","Ticino","Male","80 years",2
"2014","Ticino","Male","81 years",2
"2014","Ticino","Male","82 years",2
"2014","Ticino","Male","83 years",2
"2014","Ticino","Male","84 years",0
"2014","Ticino","Male","85 years",1
"2014","Ticino","Male","86 years",2
"2014","Ticino","Male","87 years",3
"2014","Ticino","Male","88 years",0
"2014","Ticino","Male","89 years",0
"2014","Ticino","Male","90 years",3
"2014","Ticino","Male","91 years",1
"2014","Ticino","Male","92 years",0
"2014","Ticino","Male","93 years",0
"2014","Ticino","Male","94 years",1
"2014","Ticino","Male","95 years",1
"2014","Ticino","Male","96 years",0
"2014","Ticino","Male","97 years",0
"2014","Ticino","Male","98 years",0
"2014","Ticino","Male","99 years",0
"2014","Ticino","Male","100 years or older",0
"2014","Ticino","Female","0 years",10
"2014","Ticino","Female","1 year",20
"2014","Ticino","Female","2 years",22
"2014","Ticino","Female","3 years",17
"2014","Ticino","Female","4 years",12
"2014","Ticino","Female","5 years",20
"2014","Ticino","Female","6 years",21
"2014","Ticino","Female","7 years",13
"2014","Ticino","Female","8 years",14
"2014","Ticino","Female","9 years",11
"2014","Ticino","Female","10 years",9
"2014","Ticino","Female","11 years",10
"2014","Ticino","Female","12 years",8
"2014","Ticino","Female","13 years",11
"2014","Ticino","Female","14 years",8
"2014","Ticino","Female","15 years",10
"2014","Ticino","Female","16 years",20
"2014","Ticino","Female","17 years",35
"2014","Ticino","Female","18 years",53
"2014","Ticino","Female","19 years",53
"2014","Ticino","Female","20 years",79
"2014","Ticino","Female","21 years",101
"2014","Ticino","Female","22 years",86
"2014","Ticino","Female","23 years",91
"2014","Ticino","Female","24 years",122
"2014","Ticino","Female","25 years",137
"2014","Ticino","Female","26 years",109
"2014","Ticino","Female","27 years",122
"2014","Ticino","Female","28 years",115
"2014","Ticino","Female","29 years",91
"2014","Ticino","Female","30 years",78
"2014","Ticino","Female","31 years",65
"2014","Ticino","Female","32 years",59
"2014","Ticino","Female","33 years",56
"2014","Ticino","Female","34 years",44
"2014","Ticino","Female","35 years",57
"2014","Ticino","Female","36 years",44
"2014","Ticino","Female","37 years",43
"2014","Ticino","Female","38 years",30
"2014","Ticino","Female","39 years",28
"2014","Ticino","Female","40 years",41
"2014","Ticino","Female","41 years",37
"2014","Ticino","Female","42 years",33
"2014","Ticino","Female","43 years",27
"2014","Ticino","Female","44 years",30
"2014","Ticino","Female","45 years",30
"2014","Ticino","Female","46 years",31
"2014","Ticino","Female","47 years",21
"2014","Ticino","Female","48 years",23
"2014","Ticino","Female","49 years",28
"2014","Ticino","Female","50 years",18
"2014","Ticino","Female","51 years",23
"2014","Ticino","Female","52 years",22
"2014","Ticino","Female","53 years",22
"2014","Ticino","Female","54 years",20
"2014","Ticino","Female","55 years",16
"2014","Ticino","Female","56 years",20
"2014","Ticino","Female","57 years",14
"2014","Ticino","Female","58 years",14
"2014","Ticino","Female","59 years",18
"2014","Ticino","Female","60 years",14
"2014","Ticino","Female","61 years",22
"2014","Ticino","Female","62 years",10
"2014","Ticino","Female","63 years",10
"2014","Ticino","Female","64 years",11
"2014","Ticino","Female","65 years",15
"2014","Ticino","Female","66 years",13
"2014","Ticino","Female","67 years",9
"2014","Ticino","Female","68 years",8
"2014","Ticino","Female","69 years",6
"2014","Ticino","Female","70 years",11
"2014","Ticino","Female","71 years",5
"2014","Ticino","Female","72 years",8
"2014","Ticino","Female","73 years",7
"2014","Ticino","Female","74 years",3
"2014","Ticino","Female","75 years",5
"2014","Ticino","Female","76 years",4
"2014","Ticino","Female","77 years",4
"2014","Ticino","Female","78 years",2
"2014","Ticino","Female","79 years",5
"2014","Ticino","Female","80 years",5
"2014","Ticino","Female","81 years",5
"2014","Ticino","Female","82 years",3
"2014","Ticino","Female","83 years",2
"2014","Ticino","Female","84 years",6
"2014","Ticino","Female","85 years",4
"2014","Ticino","Female","86 years",3
"2014","Ticino","Female","87 years",2
"2014","Ticino","Female","88 years",1
"2014","Ticino","Female","89 years",5
"2014","Ticino","Female","90 years",3
"2014","Ticino","Female","91 years",2
"2014","Ticino","Female","92 years",1
"2014","Ticino","Female","93 years",0
"2014","Ticino","Female","94 years",1
"2014","Ticino","Female","95 years",1
"2014","Ticino","Female","96 years",0
"2014","Ticino","Female","97 years",0
"2014","Ticino","Female","98 years",0
"2014","Ticino","Female","99 years",0
"2014","Ticino","Female","100 years or older",1
"2014","Vaud","Male","0 years",26
"2014","Vaud","Male","1 year",98
"2014","Vaud","Male","2 years",107
"2014","Vaud","Male","3 years",98
"2014","Vaud","Male","4 years",87
"2014","Vaud","Male","5 years",87
"2014","Vaud","Male","6 years",86
"2014","Vaud","Male","7 years",67
"2014","Vaud","Male","8 years",64
"2014","Vaud","Male","9 years",67
"2014","Vaud","Male","10 years",68
"2014","Vaud","Male","11 years",61
"2014","Vaud","Male","12 years",47
"2014","Vaud","Male","13 years",64
"2014","Vaud","Male","14 years",57
"2014","Vaud","Male","15 years",46
"2014","Vaud","Male","16 years",65
"2014","Vaud","Male","17 years",55
"2014","Vaud","Male","18 years",147
"2014","Vaud","Male","19 years",271
"2014","Vaud","Male","20 years",297
"2014","Vaud","Male","21 years",324
"2014","Vaud","Male","22 years",358
"2014","Vaud","Male","23 years",414
"2014","Vaud","Male","24 years",388
"2014","Vaud","Male","25 years",341
"2014","Vaud","Male","26 years",315
"2014","Vaud","Male","27 years",262
"2014","Vaud","Male","28 years",222
"2014","Vaud","Male","29 years",229
"2014","Vaud","Male","30 years",264
"2014","Vaud","Male","31 years",229
"2014","Vaud","Male","32 years",227
"2014","Vaud","Male","33 years",209
"2014","Vaud","Male","34 years",212
"2014","Vaud","Male","35 years",188
"2014","Vaud","Male","36 years",173
"2014","Vaud","Male","37 years",180
"2014","Vaud","Male","38 years",156
"2014","Vaud","Male","39 years",157
"2014","Vaud","Male","40 years",124
"2014","Vaud","Male","41 years",138
"2014","Vaud","Male","42 years",135
"2014","Vaud","Male","43 years",137
"2014","Vaud","Male","44 years",136
"2014","Vaud","Male","45 years",140
"2014","Vaud","Male","46 years",108
"2014","Vaud","Male","47 years",116
"2014","Vaud","Male","48 years",111
"2014","Vaud","Male","49 years",107
"2014","Vaud","Male","50 years",79
"2014","Vaud","Male","51 years",88
"2014","Vaud","Male","52 years",70
"2014","Vaud","Male","53 years",72
"2014","Vaud","Male","54 years",67
"2014","Vaud","Male","55 years",67
"2014","Vaud","Male","56 years",64
"2014","Vaud","Male","57 years",65
"2014","Vaud","Male","58 years",63
"2014","Vaud","Male","59 years",49
"2014","Vaud","Male","60 years",84
"2014","Vaud","Male","61 years",62
"2014","Vaud","Male","62 years",65
"2014","Vaud","Male","63 years",59
"2014","Vaud","Male","64 years",49
"2014","Vaud","Male","65 years",67
"2014","Vaud","Male","66 years",56
"2014","Vaud","Male","67 years",33
"2014","Vaud","Male","68 years",26
"2014","Vaud","Male","69 years",23
"2014","Vaud","Male","70 years",12
"2014","Vaud","Male","71 years",19
"2014","Vaud","Male","72 years",20
"2014","Vaud","Male","73 years",9
"2014","Vaud","Male","74 years",8
"2014","Vaud","Male","75 years",7
"2014","Vaud","Male","76 years",14
"2014","Vaud","Male","77 years",13
"2014","Vaud","Male","78 years",5
"2014","Vaud","Male","79 years",7
"2014","Vaud","Male","80 years",8
"2014","Vaud","Male","81 years",5
"2014","Vaud","Male","82 years",4
"2014","Vaud","Male","83 years",4
"2014","Vaud","Male","84 years",4
"2014","Vaud","Male","85 years",4
"2014","Vaud","Male","86 years",2
"2014","Vaud","Male","87 years",2
"2014","Vaud","Male","88 years",2
"2014","Vaud","Male","89 years",1
"2014","Vaud","Male","90 years",0
"2014","Vaud","Male","91 years",1
"2014","Vaud","Male","92 years",0
"2014","Vaud","Male","93 years",1
"2014","Vaud","Male","94 years",1
"2014","Vaud","Male","95 years",1
"2014","Vaud","Male","96 years",0
"2014","Vaud","Male","97 years",0
"2014","Vaud","Male","98 years",0
"2014","Vaud","Male","99 years",0
"2014","Vaud","Male","100 years or older",0
"2014","Vaud","Female","0 years",32
"2014","Vaud","Female","1 year",84
"2014","Vaud","Female","2 years",87
"2014","Vaud","Female","3 years",114
"2014","Vaud","Female","4 years",95
"2014","Vaud","Female","5 years",74
"2014","Vaud","Female","6 years",74
"2014","Vaud","Female","7 years",67
"2014","Vaud","Female","8 years",68
"2014","Vaud","Female","9 years",62
"2014","Vaud","Female","10 years",52
"2014","Vaud","Female","11 years",59
"2014","Vaud","Female","12 years",62
"2014","Vaud","Female","13 years",62
"2014","Vaud","Female","14 years",70
"2014","Vaud","Female","15 years",71
"2014","Vaud","Female","16 years",80
"2014","Vaud","Female","17 years",67
"2014","Vaud","Female","18 years",163
"2014","Vaud","Female","19 years",269
"2014","Vaud","Female","20 years",212
"2014","Vaud","Female","21 years",291
"2014","Vaud","Female","22 years",364
"2014","Vaud","Female","23 years",397
"2014","Vaud","Female","24 years",446
"2014","Vaud","Female","25 years",323
"2014","Vaud","Female","26 years",279
"2014","Vaud","Female","27 years",222
"2014","Vaud","Female","28 years",214
"2014","Vaud","Female","29 years",204
"2014","Vaud","Female","30 years",204
"2014","Vaud","Female","31 years",182
"2014","Vaud","Female","32 years",187
"2014","Vaud","Female","33 years",159
"2014","Vaud","Female","34 years",157
"2014","Vaud","Female","35 years",145
"2014","Vaud","Female","36 years",125
"2014","Vaud","Female","37 years",127
"2014","Vaud","Female","38 years",117
"2014","Vaud","Female","39 years",128
"2014","Vaud","Female","40 years",125
"2014","Vaud","Female","41 years",108
"2014","Vaud","Female","42 years",112
"2014","Vaud","Female","43 years",98
"2014","Vaud","Female","44 years",79
"2014","Vaud","Female","45 years",86
"2014","Vaud","Female","46 years",84
"2014","Vaud","Female","47 years",74
"2014","Vaud","Female","48 years",72
"2014","Vaud","Female","49 years",82
"2014","Vaud","Female","50 years",61
"2014","Vaud","Female","51 years",68
"2014","Vaud","Female","52 years",50
"2014","Vaud","Female","53 years",60
"2014","Vaud","Female","54 years",57
"2014","Vaud","Female","55 years",58
"2014","Vaud","Female","56 years",47
"2014","Vaud","Female","57 years",43
"2014","Vaud","Female","58 years",42
"2014","Vaud","Female","59 years",40
"2014","Vaud","Female","60 years",47
"2014","Vaud","Female","61 years",43
"2014","Vaud","Female","62 years",50
"2014","Vaud","Female","63 years",33
"2014","Vaud","Female","64 years",51
"2014","Vaud","Female","65 years",44
"2014","Vaud","Female","66 years",26
"2014","Vaud","Female","67 years",15
"2014","Vaud","Female","68 years",26
"2014","Vaud","Female","69 years",12
"2014","Vaud","Female","70 years",19
"2014","Vaud","Female","71 years",14
"2014","Vaud","Female","72 years",10
"2014","Vaud","Female","73 years",10
"2014","Vaud","Female","74 years",12
"2014","Vaud","Female","75 years",3
"2014","Vaud","Female","76 years",5
"2014","Vaud","Female","77 years",5
"2014","Vaud","Female","78 years",8
"2014","Vaud","Female","79 years",5
"2014","Vaud","Female","80 years",5
"2014","Vaud","Female","81 years",2
"2014","Vaud","Female","82 years",4
"2014","Vaud","Female","83 years",2
"2014","Vaud","Female","84 years",4
"2014","Vaud","Female","85 years",6
"2014","Vaud","Female","86 years",4
"2014","Vaud","Female","87 years",1
"2014","Vaud","Female","88 years",2
"2014","Vaud","Female","89 years",4
"2014","Vaud","Female","90 years",5
"2014","Vaud","Female","91 years",4
"2014","Vaud","Female","92 years",4
"2014","Vaud","Female","93 years",0
"2014","Vaud","Female","94 years",0
"2014","Vaud","Female","95 years",1
"2014","Vaud","Female","96 years",1
"2014","Vaud","Female","97 years",0
"2014","Vaud","Female","98 years",0
"2014","Vaud","Female","99 years",0
"2014","Vaud","Female","100 years or older",0
"2014","Valais / Wallis","Male","0 years",2
"2014","Valais / Wallis","Male","1 year",12
"2014","Valais / Wallis","Male","2 years",16
"2014","Valais / Wallis","Male","3 years",30
"2014","Valais / Wallis","Male","4 years",12
"2014","Valais / Wallis","Male","5 years",12
"2014","Valais / Wallis","Male","6 years",19
"2014","Valais / Wallis","Male","7 years",21
"2014","Valais / Wallis","Male","8 years",9
"2014","Valais / Wallis","Male","9 years",10
"2014","Valais / Wallis","Male","10 years",4
"2014","Valais / Wallis","Male","11 years",5
