"Year","Canton","Sex","Age","Emigration of the permanent resident population"
"2019","Genève","Female","30 years",233
"2019","Genève","Female","31 years",229
"2019","Genève","Female","32 years",227
"2019","Genève","Female","33 years",202
"2019","Genève","Female","34 years",210
"2019","Genève","Female","35 years",201
"2019","Genève","Female","36 years",177
"2019","Genève","Female","37 years",174
"2019","Genève","Female","38 years",166
"2019","Genève","Female","39 years",134
"2019","Genève","Female","40 years",143
"2019","Genève","Female","41 years",111
"2019","Genève","Female","42 years",118
"2019","Genève","Female","43 years",129
"2019","Genève","Female","44 years",128
"2019","Genève","Female","45 years",104
"2019","Genève","Female","46 years",98
"2019","Genève","Female","47 years",81
"2019","Genève","Female","48 years",94
"2019","Genève","Female","49 years",81
"2019","Genève","Female","50 years",90
"2019","Genève","Female","51 years",80
"2019","Genève","Female","52 years",90
"2019","Genève","Female","53 years",58
"2019","Genève","Female","54 years",76
"2019","Genève","Female","55 years",80
"2019","Genève","Female","56 years",83
"2019","Genève","Female","57 years",78
"2019","Genève","Female","58 years",67
"2019","Genève","Female","59 years",73
"2019","Genève","Female","60 years",77
"2019","Genève","Female","61 years",74
"2019","Genève","Female","62 years",79
"2019","Genève","Female","63 years",66
"2019","Genève","Female","64 years",72
"2019","Genève","Female","65 years",64
"2019","Genève","Female","66 years",45
"2019","Genève","Female","67 years",39
"2019","Genève","Female","68 years",34
"2019","Genève","Female","69 years",28
"2019","Genève","Female","70 years",32
"2019","Genève","Female","71 years",24
"2019","Genève","Female","72 years",16
"2019","Genève","Female","73 years",14
"2019","Genève","Female","74 years",12
"2019","Genève","Female","75 years",9
"2019","Genève","Female","76 years",12
"2019","Genève","Female","77 years",10
"2019","Genève","Female","78 years",7
"2019","Genève","Female","79 years",9
"2019","Genève","Female","80 years",6
"2019","Genève","Female","81 years",7
"2019","Genève","Female","82 years",4
"2019","Genève","Female","83 years",6
"2019","Genève","Female","84 years",5
"2019","Genève","Female","85 years",7
"2019","Genève","Female","86 years",5
"2019","Genève","Female","87 years",5
"2019","Genève","Female","88 years",2
"2019","Genève","Female","89 years",4
"2019","Genève","Female","90 years",2
"2019","Genève","Female","91 years",3
"2019","Genève","Female","92 years",3
"2019","Genève","Female","93 years",3
"2019","Genève","Female","94 years",0
"2019","Genève","Female","95 years",0
"2019","Genève","Female","96 years",2
"2019","Genève","Female","97 years",0
"2019","Genève","Female","98 years",0
"2019","Genève","Female","99 years",0
"2019","Genève","Female","100 years or older",0
"2019","Jura","Male","0 years",0
"2019","Jura","Male","1 year",1
"2019","Jura","Male","2 years",1
"2019","Jura","Male","3 years",5
"2019","Jura","Male","4 years",1
"2019","Jura","Male","5 years",3
"2019","Jura","Male","6 years",2
"2019","Jura","Male","7 years",2
"2019","Jura","Male","8 years",0
"2019","Jura","Male","9 years",8
"2019","Jura","Male","10 years",1
"2019","Jura","Male","11 years",2
"2019","Jura","Male","12 years",1
"2019","Jura","Male","13 years",0
"2019","Jura","Male","14 years",1
"2019","Jura","Male","15 years",0
"2019","Jura","Male","16 years",3
"2019","Jura","Male","17 years",3
"2019","Jura","Male","18 years",3
"2019","Jura","Male","19 years",4
"2019","Jura","Male","20 years",3
"2019","Jura","Male","21 years",5
"2019","Jura","Male","22 years",5
"2019","Jura","Male","23 years",7
"2019","Jura","Male","24 years",9
"2019","Jura","Male","25 years",9
"2019","Jura","Male","26 years",8
"2019","Jura","Male","27 years",6
"2019","Jura","Male","28 years",7
"2019","Jura","Male","29 years",5
"2019","Jura","Male","30 years",5
"2019","Jura","Male","31 years",8
"2019","Jura","Male","32 years",6
"2019","Jura","Male","33 years",9
"2019","Jura","Male","34 years",6
"2019","Jura","Male","35 years",4
"2019","Jura","Male","36 years",7
"2019","Jura","Male","37 years",6
"2019","Jura","Male","38 years",4
"2019","Jura","Male","39 years",6
"2019","Jura","Male","40 years",3
"2019","Jura","Male","41 years",1
"2019","Jura","Male","42 years",6
"2019","Jura","Male","43 years",1
"2019","Jura","Male","44 years",3
"2019","Jura","Male","45 years",6
"2019","Jura","Male","46 years",8
"2019","Jura","Male","47 years",3
"2019","Jura","Male","48 years",2
"2019","Jura","Male","49 years",1
"2019","Jura","Male","50 years",4
"2019","Jura","Male","51 years",1
"2019","Jura","Male","52 years",2
"2019","Jura","Male","53 years",3
"2019","Jura","Male","54 years",5
"2019","Jura","Male","55 years",0
"2019","Jura","Male","56 years",4
"2019","Jura","Male","57 years",3
"2019","Jura","Male","58 years",4
"2019","Jura","Male","59 years",4
"2019","Jura","Male","60 years",7
"2019","Jura","Male","61 years",3
"2019","Jura","Male","62 years",5
"2019","Jura","Male","63 years",3
"2019","Jura","Male","64 years",7
"2019","Jura","Male","65 years",6
"2019","Jura","Male","66 years",9
"2019","Jura","Male","67 years",2
"2019","Jura","Male","68 years",1
"2019","Jura","Male","69 years",0
"2019","Jura","Male","70 years",1
"2019","Jura","Male","71 years",0
"2019","Jura","Male","72 years",2
"2019","Jura","Male","73 years",0
"2019","Jura","Male","74 years",0
"2019","Jura","Male","75 years",2
"2019","Jura","Male","76 years",1
"2019","Jura","Male","77 years",0
"2019","Jura","Male","78 years",0
"2019","Jura","Male","79 years",1
"2019","Jura","Male","80 years",1
"2019","Jura","Male","81 years",0
"2019","Jura","Male","82 years",0
"2019","Jura","Male","83 years",0
"2019","Jura","Male","84 years",0
"2019","Jura","Male","85 years",0
"2019","Jura","Male","86 years",1
"2019","Jura","Male","87 years",0
"2019","Jura","Male","88 years",0
"2019","Jura","Male","89 years",0
"2019","Jura","Male","90 years",0
"2019","Jura","Male","91 years",0
"2019","Jura","Male","92 years",1
"2019","Jura","Male","93 years",0
"2019","Jura","Male","94 years",0
"2019","Jura","Male","95 years",0
"2019","Jura","Male","96 years",0
"2019","Jura","Male","97 years",0
"2019","Jura","Male","98 years",0
"2019","Jura","Male","99 years",0
"2019","Jura","Male","100 years or older",0
"2019","Jura","Female","0 years",2
"2019","Jura","Female","1 year",3
"2019","Jura","Female","2 years",5
"2019","Jura","Female","3 years",3
"2019","Jura","Female","4 years",2
"2019","Jura","Female","5 years",2
"2019","Jura","Female","6 years",1
"2019","Jura","Female","7 years",0
"2019","Jura","Female","8 years",5
"2019","Jura","Female","9 years",1
"2019","Jura","Female","10 years",3
"2019","Jura","Female","11 years",2
"2019","Jura","Female","12 years",3
"2019","Jura","Female","13 years",2
"2019","Jura","Female","14 years",1
"2019","Jura","Female","15 years",1
"2019","Jura","Female","16 years",0
"2019","Jura","Female","17 years",0
"2019","Jura","Female","18 years",0
"2019","Jura","Female","19 years",1
"2019","Jura","Female","20 years",5
"2019","Jura","Female","21 years",6
"2019","Jura","Female","22 years",3
"2019","Jura","Female","23 years",4
"2019","Jura","Female","24 years",11
"2019","Jura","Female","25 years",6
"2019","Jura","Female","26 years",6
"2019","Jura","Female","27 years",4
"2019","Jura","Female","28 years",13
"2019","Jura","Female","29 years",6
"2019","Jura","Female","30 years",5
"2019","Jura","Female","31 years",2
"2019","Jura","Female","32 years",4
"2019","Jura","Female","33 years",2
"2019","Jura","Female","34 years",4
"2019","Jura","Female","35 years",4
"2019","Jura","Female","36 years",3
"2019","Jura","Female","37 years",3
"2019","Jura","Female","38 years",2
"2019","Jura","Female","39 years",3
"2019","Jura","Female","40 years",3
"2019","Jura","Female","41 years",0
"2019","Jura","Female","42 years",2
"2019","Jura","Female","43 years",0
"2019","Jura","Female","44 years",2
"2019","Jura","Female","45 years",7
"2019","Jura","Female","46 years",3
"2019","Jura","Female","47 years",0
"2019","Jura","Female","48 years",1
"2019","Jura","Female","49 years",4
"2019","Jura","Female","50 years",1
"2019","Jura","Female","51 years",3
"2019","Jura","Female","52 years",5
"2019","Jura","Female","53 years",3
"2019","Jura","Female","54 years",5
"2019","Jura","Female","55 years",3
"2019","Jura","Female","56 years",0
"2019","Jura","Female","57 years",2
"2019","Jura","Female","58 years",6
"2019","Jura","Female","59 years",3
"2019","Jura","Female","60 years",2
"2019","Jura","Female","61 years",1
"2019","Jura","Female","62 years",4
"2019","Jura","Female","63 years",1
"2019","Jura","Female","64 years",5
"2019","Jura","Female","65 years",4
"2019","Jura","Female","66 years",1
"2019","Jura","Female","67 years",1
"2019","Jura","Female","68 years",0
"2019","Jura","Female","69 years",2
"2019","Jura","Female","70 years",0
"2019","Jura","Female","71 years",0
"2019","Jura","Female","72 years",2
"2019","Jura","Female","73 years",0
"2019","Jura","Female","74 years",0
"2019","Jura","Female","75 years",0
"2019","Jura","Female","76 years",0
"2019","Jura","Female","77 years",0
"2019","Jura","Female","78 years",0
"2019","Jura","Female","79 years",0
"2019","Jura","Female","80 years",2
"2019","Jura","Female","81 years",0
"2019","Jura","Female","82 years",0
"2019","Jura","Female","83 years",1
"2019","Jura","Female","84 years",0
"2019","Jura","Female","85 years",0
"2019","Jura","Female","86 years",0
"2019","Jura","Female","87 years",0
"2019","Jura","Female","88 years",1
"2019","Jura","Female","89 years",1
"2019","Jura","Female","90 years",0
"2019","Jura","Female","91 years",0
"2019","Jura","Female","92 years",0
"2019","Jura","Female","93 years",0
"2019","Jura","Female","94 years",0
"2019","Jura","Female","95 years",0
"2019","Jura","Female","96 years",0
"2019","Jura","Female","97 years",0
"2019","Jura","Female","98 years",0
"2019","Jura","Female","99 years",0
"2019","Jura","Female","100 years or older",0
"2020","Zürich","Male","0 years",56
"2020","Zürich","Male","1 year",131
"2020","Zürich","Male","2 years",111
"2020","Zürich","Male","3 years",133
"2020","Zürich","Male","4 years",107
"2020","Zürich","Male","5 years",103
"2020","Zürich","Male","6 years",84
"2020","Zürich","Male","7 years",78
"2020","Zürich","Male","8 years",55
"2020","Zürich","Male","9 years",68
"2020","Zürich","Male","10 years",80
"2020","Zürich","Male","11 years",50
"2020","Zürich","Male","12 years",60
"2020","Zürich","Male","13 years",54
"2020","Zürich","Male","14 years",50
"2020","Zürich","Male","15 years",56
"2020","Zürich","Male","16 years",50
"2020","Zürich","Male","17 years",35
"2020","Zürich","Male","18 years",64
"2020","Zürich","Male","19 years",99
"2020","Zürich","Male","20 years",113
"2020","Zürich","Male","21 years",145
"2020","Zürich","Male","22 years",181
"2020","Zürich","Male","23 years",274
"2020","Zürich","Male","24 years",314
"2020","Zürich","Male","25 years",342
"2020","Zürich","Male","26 years",284
"2020","Zürich","Male","27 years",312
"2020","Zürich","Male","28 years",360
"2020","Zürich","Male","29 years",331
"2020","Zürich","Male","30 years",337
"2020","Zürich","Male","31 years",332
"2020","Zürich","Male","32 years",332
"2020","Zürich","Male","33 years",301
"2020","Zürich","Male","34 years",293
"2020","Zürich","Male","35 years",280
"2020","Zürich","Male","36 years",282
"2020","Zürich","Male","37 years",249
"2020","Zürich","Male","38 years",258
"2020","Zürich","Male","39 years",221
"2020","Zürich","Male","40 years",218
"2020","Zürich","Male","41 years",187
"2020","Zürich","Male","42 years",208
"2020","Zürich","Male","43 years",185
"2020","Zürich","Male","44 years",187
"2020","Zürich","Male","45 years",174
"2020","Zürich","Male","46 years",159
"2020","Zürich","Male","47 years",140
"2020","Zürich","Male","48 years",154
"2020","Zürich","Male","49 years",151
"2020","Zürich","Male","50 years",130
"2020","Zürich","Male","51 years",144
"2020","Zürich","Male","52 years",114
"2020","Zürich","Male","53 years",118
"2020","Zürich","Male","54 years",111
"2020","Zürich","Male","55 years",102
"2020","Zürich","Male","56 years",138
"2020","Zürich","Male","57 years",110
"2020","Zürich","Male","58 years",100
"2020","Zürich","Male","59 years",102
"2020","Zürich","Male","60 years",170
"2020","Zürich","Male","61 years",115
"2020","Zürich","Male","62 years",89
"2020","Zürich","Male","63 years",119
"2020","Zürich","Male","64 years",123
"2020","Zürich","Male","65 years",156
"2020","Zürich","Male","66 years",104
"2020","Zürich","Male","67 years",49
"2020","Zürich","Male","68 years",50
"2020","Zürich","Male","69 years",48
"2020","Zürich","Male","70 years",39
"2020","Zürich","Male","71 years",31
"2020","Zürich","Male","72 years",29
"2020","Zürich","Male","73 years",23
"2020","Zürich","Male","74 years",21
"2020","Zürich","Male","75 years",16
"2020","Zürich","Male","76 years",11
"2020","Zürich","Male","77 years",20
"2020","Zürich","Male","78 years",15
"2020","Zürich","Male","79 years",7
"2020","Zürich","Male","80 years",11
"2020","Zürich","Male","81 years",10
"2020","Zürich","Male","82 years",7
"2020","Zürich","Male","83 years",7
"2020","Zürich","Male","84 years",10
"2020","Zürich","Male","85 years",3
"2020","Zürich","Male","86 years",9
"2020","Zürich","Male","87 years",3
"2020","Zürich","Male","88 years",2
"2020","Zürich","Male","89 years",4
"2020","Zürich","Male","90 years",2
"2020","Zürich","Male","91 years",0
"2020","Zürich","Male","92 years",2
"2020","Zürich","Male","93 years",0
"2020","Zürich","Male","94 years",0
"2020","Zürich","Male","95 years",0
"2020","Zürich","Male","96 years",0
"2020","Zürich","Male","97 years",0
"2020","Zürich","Male","98 years",0
"2020","Zürich","Male","99 years",0
"2020","Zürich","Male","100 years or older",0
"2020","Zürich","Female","0 years",58
"2020","Zürich","Female","1 year",126
"2020","Zürich","Female","2 years",115
"2020","Zürich","Female","3 years",137
"2020","Zürich","Female","4 years",105
"2020","Zürich","Female","5 years",101
"2020","Zürich","Female","6 years",101
"2020","Zürich","Female","7 years",71
"2020","Zürich","Female","8 years",68
"2020","Zürich","Female","9 years",54
"2020","Zürich","Female","10 years",61
"2020","Zürich","Female","11 years",57
"2020","Zürich","Female","12 years",49
"2020","Zürich","Female","13 years",46
"2020","Zürich","Female","14 years",41
"2020","Zürich","Female","15 years",40
"2020","Zürich","Female","16 years",39
"2020","Zürich","Female","17 years",42
"2020","Zürich","Female","18 years",44
"2020","Zürich","Female","19 years",88
"2020","Zürich","Female","20 years",123
"2020","Zürich","Female","21 years",151
"2020","Zürich","Female","22 years",169
"2020","Zürich","Female","23 years",192
"2020","Zürich","Female","24 years",282
"2020","Zürich","Female","25 years",235
"2020","Zürich","Female","26 years",261
"2020","Zürich","Female","27 years",244
"2020","Zürich","Female","28 years",280
"2020","Zürich","Female","29 years",255
"2020","Zürich","Female","30 years",277
"2020","Zürich","Female","31 years",284
"2020","Zürich","Female","32 years",277
"2020","Zürich","Female","33 years",256
"2020","Zürich","Female","34 years",241
"2020","Zürich","Female","35 years",219
"2020","Zürich","Female","36 years",208
"2020","Zürich","Female","37 years",191
"2020","Zürich","Female","38 years",186
"2020","Zürich","Female","39 years",163
"2020","Zürich","Female","40 years",146
"2020","Zürich","Female","41 years",132
"2020","Zürich","Female","42 years",131
"2020","Zürich","Female","43 years",105
"2020","Zürich","Female","44 years",128
"2020","Zürich","Female","45 years",109
"2020","Zürich","Female","46 years",93
"2020","Zürich","Female","47 years",85
"2020","Zürich","Female","48 years",98
"2020","Zürich","Female","49 years",113
"2020","Zürich","Female","50 years",104
"2020","Zürich","Female","51 years",83
"2020","Zürich","Female","52 years",87
"2020","Zürich","Female","53 years",85
"2020","Zürich","Female","54 years",100
"2020","Zürich","Female","55 years",95
"2020","Zürich","Female","56 years",104
"2020","Zürich","Female","57 years",90
"2020","Zürich","Female","58 years",107
"2020","Zürich","Female","59 years",78
"2020","Zürich","Female","60 years",89
"2020","Zürich","Female","61 years",77
"2020","Zürich","Female","62 years",73
"2020","Zürich","Female","63 years",77
"2020","Zürich","Female","64 years",98
"2020","Zürich","Female","65 years",68
"2020","Zürich","Female","66 years",55
"2020","Zürich","Female","67 years",38
"2020","Zürich","Female","68 years",36
"2020","Zürich","Female","69 years",30
"2020","Zürich","Female","70 years",23
"2020","Zürich","Female","71 years",23
"2020","Zürich","Female","72 years",17
"2020","Zürich","Female","73 years",15
"2020","Zürich","Female","74 years",15
"2020","Zürich","Female","75 years",16
"2020","Zürich","Female","76 years",5
"2020","Zürich","Female","77 years",7
"2020","Zürich","Female","78 years",13
"2020","Zürich","Female","79 years",11
"2020","Zürich","Female","80 years",13
"2020","Zürich","Female","81 years",12
"2020","Zürich","Female","82 years",7
"2020","Zürich","Female","83 years",5
"2020","Zürich","Female","84 years",4
"2020","Zürich","Female","85 years",10
"2020","Zürich","Female","86 years",9
"2020","Zürich","Female","87 years",6
"2020","Zürich","Female","88 years",3
"2020","Zürich","Female","89 years",6
"2020","Zürich","Female","90 years",4
"2020","Zürich","Female","91 years",1
"2020","Zürich","Female","92 years",2
"2020","Zürich","Female","93 years",0
"2020","Zürich","Female","94 years",2
"2020","Zürich","Female","95 years",1
"2020","Zürich","Female","96 years",0
"2020","Zürich","Female","97 years",0
"2020","Zürich","Female","98 years",1
"2020","Zürich","Female","99 years",0
"2020","Zürich","Female","100 years or older",1
"2020","Bern / Berne","Male","0 years",24
"2020","Bern / Berne","Male","1 year",45
"2020","Bern / Berne","Male","2 years",45
"2020","Bern / Berne","Male","3 years",39
"2020","Bern / Berne","Male","4 years",43
"2020","Bern / Berne","Male","5 years",44
"2020","Bern / Berne","Male","6 years",31
"2020","Bern / Berne","Male","7 years",28
"2020","Bern / Berne","Male","8 years",20
"2020","Bern / Berne","Male","9 years",24
"2020","Bern / Berne","Male","10 years",23
"2020","Bern / Berne","Male","11 years",23
"2020","Bern / Berne","Male","12 years",28
"2020","Bern / Berne","Male","13 years",23
"2020","Bern / Berne","Male","14 years",18
"2020","Bern / Berne","Male","15 years",13
"2020","Bern / Berne","Male","16 years",22
"2020","Bern / Berne","Male","17 years",20
"2020","Bern / Berne","Male","18 years",20
"2020","Bern / Berne","Male","19 years",35
"2020","Bern / Berne","Male","20 years",42
"2020","Bern / Berne","Male","21 years",47
"2020","Bern / Berne","Male","22 years",68
"2020","Bern / Berne","Male","23 years",93
"2020","Bern / Berne","Male","24 years",92
"2020","Bern / Berne","Male","25 years",128
"2020","Bern / Berne","Male","26 years",111
"2020","Bern / Berne","Male","27 years",110
"2020","Bern / Berne","Male","28 years",114
"2020","Bern / Berne","Male","29 years",117
"2020","Bern / Berne","Male","30 years",136
"2020","Bern / Berne","Male","31 years",108
"2020","Bern / Berne","Male","32 years",112
"2020","Bern / Berne","Male","33 years",130
"2020","Bern / Berne","Male","34 years",94
"2020","Bern / Berne","Male","35 years",105
"2020","Bern / Berne","Male","36 years",96
"2020","Bern / Berne","Male","37 years",106
"2020","Bern / Berne","Male","38 years",113
"2020","Bern / Berne","Male","39 years",107
"2020","Bern / Berne","Male","40 years",104
"2020","Bern / Berne","Male","41 years",84
"2020","Bern / Berne","Male","42 years",68
"2020","Bern / Berne","Male","43 years",73
"2020","Bern / Berne","Male","44 years",73
"2020","Bern / Berne","Male","45 years",68
"2020","Bern / Berne","Male","46 years",51
"2020","Bern / Berne","Male","47 years",80
"2020","Bern / Berne","Male","48 years",68
"2020","Bern / Berne","Male","49 years",61
"2020","Bern / Berne","Male","50 years",55
"2020","Bern / Berne","Male","51 years",47
"2020","Bern / Berne","Male","52 years",62
"2020","Bern / Berne","Male","53 years",52
"2020","Bern / Berne","Male","54 years",65
"2020","Bern / Berne","Male","55 years",58
"2020","Bern / Berne","Male","56 years",64
"2020","Bern / Berne","Male","57 years",44
"2020","Bern / Berne","Male","58 years",49
"2020","Bern / Berne","Male","59 years",48
"2020","Bern / Berne","Male","60 years",73
"2020","Bern / Berne","Male","61 years",60
"2020","Bern / Berne","Male","62 years",49
"2020","Bern / Berne","Male","63 years",61
"2020","Bern / Berne","Male","64 years",53
"2020","Bern / Berne","Male","65 years",75
"2020","Bern / Berne","Male","66 years",54
"2020","Bern / Berne","Male","67 years",39
"2020","Bern / Berne","Male","68 years",25
"2020","Bern / Berne","Male","69 years",16
"2020","Bern / Berne","Male","70 years",20
"2020","Bern / Berne","Male","71 years",19
"2020","Bern / Berne","Male","72 years",5
"2020","Bern / Berne","Male","73 years",16
"2020","Bern / Berne","Male","74 years",11
"2020","Bern / Berne","Male","75 years",2
"2020","Bern / Berne","Male","76 years",4
"2020","Bern / Berne","Male","77 years",6
"2020","Bern / Berne","Male","78 years",9
"2020","Bern / Berne","Male","79 years",5
"2020","Bern / Berne","Male","80 years",4
"2020","Bern / Berne","Male","81 years",2
"2020","Bern / Berne","Male","82 years",3
"2020","Bern / Berne","Male","83 years",1
"2020","Bern / Berne","Male","84 years",4
"2020","Bern / Berne","Male","85 years",0
"2020","Bern / Berne","Male","86 years",1
"2020","Bern / Berne","Male","87 years",3
"2020","Bern / Berne","Male","88 years",1
"2020","Bern / Berne","Male","89 years",1
"2020","Bern / Berne","Male","90 years",1
"2020","Bern / Berne","Male","91 years",0
"2020","Bern / Berne","Male","92 years",1
"2020","Bern / Berne","Male","93 years",1
"2020","Bern / Berne","Male","94 years",0
"2020","Bern / Berne","Male","95 years",0
"2020","Bern / Berne","Male","96 years",0
"2020","Bern / Berne","Male","97 years",0
"2020","Bern / Berne","Male","98 years",0
"2020","Bern / Berne","Male","99 years",0
"2020","Bern / Berne","Male","100 years or older",1
"2020","Bern / Berne","Female","0 years",19
"2020","Bern / Berne","Female","1 year",54
"2020","Bern / Berne","Female","2 years",53
"2020","Bern / Berne","Female","3 years",40
"2020","Bern / Berne","Female","4 years",32
"2020","Bern / Berne","Female","5 years",39
"2020","Bern / Berne","Female","6 years",38
"2020","Bern / Berne","Female","7 years",31
"2020","Bern / Berne","Female","8 years",26
"2020","Bern / Berne","Female","9 years",24
"2020","Bern / Berne","Female","10 years",26
"2020","Bern / Berne","Female","11 years",27
"2020","Bern / Berne","Female","12 years",24
"2020","Bern / Berne","Female","13 years",27
"2020","Bern / Berne","Female","14 years",29
"2020","Bern / Berne","Female","15 years",20
"2020","Bern / Berne","Female","16 years",20
"2020","Bern / Berne","Female","17 years",18
"2020","Bern / Berne","Female","18 years",27
"2020","Bern / Berne","Female","19 years",33
"2020","Bern / Berne","Female","20 years",45
"2020","Bern / Berne","Female","21 years",70
"2020","Bern / Berne","Female","22 years",85
"2020","Bern / Berne","Female","23 years",84
"2020","Bern / Berne","Female","24 years",92
"2020","Bern / Berne","Female","25 years",96
"2020","Bern / Berne","Female","26 years",123
"2020","Bern / Berne","Female","27 years",91
"2020","Bern / Berne","Female","28 years",100
"2020","Bern / Berne","Female","29 years",131
"2020","Bern / Berne","Female","30 years",116
"2020","Bern / Berne","Female","31 years",102
"2020","Bern / Berne","Female","32 years",104
"2020","Bern / Berne","Female","33 years",96
"2020","Bern / Berne","Female","34 years",99
"2020","Bern / Berne","Female","35 years",78
"2020","Bern / Berne","Female","36 years",76
"2020","Bern / Berne","Female","37 years",71
"2020","Bern / Berne","Female","38 years",61
"2020","Bern / Berne","Female","39 years",73
"2020","Bern / Berne","Female","40 years",55
"2020","Bern / Berne","Female","41 years",57
"2020","Bern / Berne","Female","42 years",59
"2020","Bern / Berne","Female","43 years",36
"2020","Bern / Berne","Female","44 years",40
"2020","Bern / Berne","Female","45 years",42
"2020","Bern / Berne","Female","46 years",36
"2020","Bern / Berne","Female","47 years",51
"2020","Bern / Berne","Female","48 years",40
"2020","Bern / Berne","Female","49 years",37
"2020","Bern / Berne","Female","50 years",37
"2020","Bern / Berne","Female","51 years",42
"2020","Bern / Berne","Female","52 years",35
"2020","Bern / Berne","Female","53 years",39
"2020","Bern / Berne","Female","54 years",47
"2020","Bern / Berne","Female","55 years",48
"2020","Bern / Berne","Female","56 years",32
"2020","Bern / Berne","Female","57 years",56
"2020","Bern / Berne","Female","58 years",57
"2020","Bern / Berne","Female","59 years",36
"2020","Bern / Berne","Female","60 years",39
"2020","Bern / Berne","Female","61 years",34
"2020","Bern / Berne","Female","62 years",46
"2020","Bern / Berne","Female","63 years",38
"2020","Bern / Berne","Female","64 years",47
"2020","Bern / Berne","Female","65 years",31
"2020","Bern / Berne","Female","66 years",17
"2020","Bern / Berne","Female","67 years",23
"2020","Bern / Berne","Female","68 years",19
"2020","Bern / Berne","Female","69 years",12
"2020","Bern / Berne","Female","70 years",7
"2020","Bern / Berne","Female","71 years",10
"2020","Bern / Berne","Female","72 years",10
"2020","Bern / Berne","Female","73 years",2
"2020","Bern / Berne","Female","74 years",8
"2020","Bern / Berne","Female","75 years",7
"2020","Bern / Berne","Female","76 years",2
"2020","Bern / Berne","Female","77 years",4
"2020","Bern / Berne","Female","78 years",4
"2020","Bern / Berne","Female","79 years",2
"2020","Bern / Berne","Female","80 years",4
"2020","Bern / Berne","Female","81 years",4
"2020","Bern / Berne","Female","82 years",4
"2020","Bern / Berne","Female","83 years",2
"2020","Bern / Berne","Female","84 years",4
"2020","Bern / Berne","Female","85 years",0
"2020","Bern / Berne","Female","86 years",2
"2020","Bern / Berne","Female","87 years",2
"2020","Bern / Berne","Female","88 years",1
"2020","Bern / Berne","Female","89 years",0
"2020","Bern / Berne","Female","90 years",0
"2020","Bern / Berne","Female","91 years",2
"2020","Bern / Berne","Female","92 years",2
"2020","Bern / Berne","Female","93 years",1
"2020","Bern / Berne","Female","94 years",2
"2020","Bern / Berne","Female","95 years",0
"2020","Bern / Berne","Female","96 years",2
"2020","Bern / Berne","Female","97 years",1
"2020","Bern / Berne","Female","98 years",0
"2020","Bern / Berne","Female","99 years",0
"2020","Bern / Berne","Female","100 years or older",0
"2020","Luzern","Male","0 years",11
"2020","Luzern","Male","1 year",15
"2020","Luzern","Male","2 years",27
"2020","Luzern","Male","3 years",18
"2020","Luzern","Male","4 years",14
"2020","Luzern","Male","5 years",16
"2020","Luzern","Male","6 years",17
"2020","Luzern","Male","7 years",4
"2020","Luzern","Male","8 years",8
"2020","Luzern","Male","9 years",10
"2020","Luzern","Male","10 years",8
"2020","Luzern","Male","11 years",11
"2020","Luzern","Male","12 years",10
"2020","Luzern","Male","13 years",10
"2020","Luzern","Male","14 years",2
"2020","Luzern","Male","15 years",10
"2020","Luzern","Male","16 years",9
"2020","Luzern","Male","17 years",7
"2020","Luzern","Male","18 years",18
"2020","Luzern","Male","19 years",56
"2020","Luzern","Male","20 years",81
"2020","Luzern","Male","21 years",83
"2020","Luzern","Male","22 years",89
"2020","Luzern","Male","23 years",107
"2020","Luzern","Male","24 years",81
"2020","Luzern","Male","25 years",74
"2020","Luzern","Male","26 years",55
"2020","Luzern","Male","27 years",73
"2020","Luzern","Male","28 years",54
"2020","Luzern","Male","29 years",48
"2020","Luzern","Male","30 years",59
"2020","Luzern","Male","31 years",44
"2020","Luzern","Male","32 years",47
"2020","Luzern","Male","33 years",51
"2020","Luzern","Male","34 years",43
"2020","Luzern","Male","35 years",41
"2020","Luzern","Male","36 years",36
"2020","Luzern","Male","37 years",44
"2020","Luzern","Male","38 years",46
"2020","Luzern","Male","39 years",36
"2020","Luzern","Male","40 years",36
"2020","Luzern","Male","41 years",31
"2020","Luzern","Male","42 years",32
"2020","Luzern","Male","43 years",47
"2020","Luzern","Male","44 years",25
"2020","Luzern","Male","45 years",20
"2020","Luzern","Male","46 years",28
"2020","Luzern","Male","47 years",37
"2020","Luzern","Male","48 years",36
"2020","Luzern","Male","49 years",25
"2020","Luzern","Male","50 years",27
"2020","Luzern","Male","51 years",15
"2020","Luzern","Male","52 years",22
"2020","Luzern","Male","53 years",32
"2020","Luzern","Male","54 years",23
"2020","Luzern","Male","55 years",23
"2020","Luzern","Male","56 years",23
"2020","Luzern","Male","57 years",15
"2020","Luzern","Male","58 years",25
"2020","Luzern","Male","59 years",21
"2020","Luzern","Male","60 years",38
"2020","Luzern","Male","61 years",29
"2020","Luzern","Male","62 years",22
"2020","Luzern","Male","63 years",29
"2020","Luzern","Male","64 years",13
"2020","Luzern","Male","65 years",41
"2020","Luzern","Male","66 years",22
"2020","Luzern","Male","67 years",8
"2020","Luzern","Male","68 years",6
"2020","Luzern","Male","69 years",7
"2020","Luzern","Male","70 years",6
"2020","Luzern","Male","71 years",9
"2020","Luzern","Male","72 years",7
"2020","Luzern","Male","73 years",3
"2020","Luzern","Male","74 years",4
"2020","Luzern","Male","75 years",2
"2020","Luzern","Male","76 years",0
"2020","Luzern","Male","77 years",1
"2020","Luzern","Male","78 years",2
