Year,Canton,Age Group,marriages
1989,St. Gallen,30-39,254
1989,St. Gallen,40-49,59
1989,St. Gallen,50-59,18
1989,St. Gallen,60-69,1
1989,St. Gallen,70-79,0
1989,St. Gallen,80-89,0
1989,Thurgau,10-19,3
1989,Thurgau,20-29,655
1989,Thurgau,30-39,143
1989,Thurgau,40-49,24
1989,Thurgau,50-59,6
1989,Thurgau,60-69,1
1989,Thurgau,70-79,1
1989,Thurgau,80-89,0
1989,Ticino,10-19,1
1989,Ticino,20-29,744
1989,Ticino,30-39,218
1989,Ticino,40-49,38
1989,Ticino,50-59,10
1989,Ticino,60-69,3
1989,Ticino,70-79,1
1989,Ticino,80-89,0
1989,Uri,10-19,0
1989,Uri,20-29,118
1989,Uri,30-39,21
1989,Uri,40-49,4
1989,Uri,50-59,1
1989,Uri,60-69,0
1989,Uri,70-79,0
1989,Uri,80-89,0
1989,Valais / Wallis,10-19,2
1989,Valais / Wallis,20-29,922
1989,Valais / Wallis,30-39,126
1989,Valais / Wallis,40-49,22
1989,Valais / Wallis,50-59,4
1989,Valais / Wallis,60-69,1
1989,Valais / Wallis,70-79,0
1989,Valais / Wallis,80-89,0
1989,Vaud,10-19,2
1989,Vaud,20-29,1800
1989,Vaud,30-39,525
1989,Vaud,40-49,130
1989,Vaud,50-59,47
1989,Vaud,60-69,5
1989,Vaud,70-79,3
1989,Vaud,80-89,0
1989,Zug,10-19,0
1989,Zug,20-29,253
1989,Zug,30-39,93
1989,Zug,40-49,8
1989,Zug,50-59,3
1989,Zug,60-69,1
1989,Zug,70-79,1
1989,Zug,80-89,0
1989,Zürich,10-19,11
1989,Zürich,20-29,3072
1989,Zürich,30-39,1246
1989,Zürich,40-49,308
1989,Zürich,50-59,72
1989,Zürich,60-69,16
1989,Zürich,70-79,4
1989,Zürich,80-89,1
1990,Aargau,10-19,5
1990,Aargau,20-29,1559
1990,Aargau,30-39,508
1990,Aargau,40-49,102
1990,Aargau,50-59,26
1990,Aargau,60-69,8
1990,Aargau,70-79,0
1990,Aargau,80-89,0
1990,Appenzell Ausserrhoden,10-19,0
1990,Appenzell Ausserrhoden,20-29,154
1990,Appenzell Ausserrhoden,30-39,40
1990,Appenzell Ausserrhoden,40-49,9
1990,Appenzell Ausserrhoden,50-59,1
1990,Appenzell Ausserrhoden,60-69,0
1990,Appenzell Ausserrhoden,70-79,0
1990,Appenzell Ausserrhoden,80-89,0
1990,Appenzell Innerrhoden,10-19,0
1990,Appenzell Innerrhoden,20-29,56
1990,Appenzell Innerrhoden,30-39,9
1990,Appenzell Innerrhoden,40-49,1
1990,Appenzell Innerrhoden,50-59,0
1990,Appenzell Innerrhoden,60-69,0
1990,Appenzell Innerrhoden,70-79,0
1990,Appenzell Innerrhoden,80-89,0
1990,Basel-Landschaft,10-19,2
1990,Basel-Landschaft,20-29,714
1990,Basel-Landschaft,30-39,202
1990,Basel-Landschaft,40-49,63
1990,Basel-Landschaft,50-59,10
1990,Basel-Landschaft,60-69,3
1990,Basel-Landschaft,70-79,0
1990,Basel-Landschaft,80-89,0
1990,Basel-Stadt,10-19,0
1990,Basel-Stadt,20-29,447
1990,Basel-Stadt,30-39,212
1990,Basel-Stadt,40-49,50
1990,Basel-Stadt,50-59,15
1990,Basel-Stadt,60-69,0
1990,Basel-Stadt,70-79,0
1990,Basel-Stadt,80-89,0
1990,Bern / Berne,10-19,4
1990,Bern / Berne,20-29,2848
1990,Bern / Berne,30-39,843
1990,Bern / Berne,40-49,152
1990,Bern / Berne,50-59,64
1990,Bern / Berne,60-69,18
1990,Bern / Berne,70-79,2
1990,Bern / Berne,80-89,0
1990,Fribourg / Freiburg,10-19,0
1990,Fribourg / Freiburg,20-29,752
1990,Fribourg / Freiburg,30-39,132
1990,Fribourg / Freiburg,40-49,23
1990,Fribourg / Freiburg,50-59,9
1990,Fribourg / Freiburg,60-69,4
1990,Fribourg / Freiburg,70-79,0
1990,Fribourg / Freiburg,80-89,0
1990,Genève,10-19,0
1990,Genève,20-29,908
1990,Genève,30-39,341
1990,Genève,40-49,96
1990,Genève,50-59,32
1990,Genève,60-69,9
1990,Genève,70-79,1
1990,Genève,80-89,0
1990,Glarus,10-19,0
1990,Glarus,20-29,123
1990,Glarus,30-39,24
1990,Glarus,40-49,4
1990,Glarus,50-59,3
1990,Glarus,60-69,0
1990,Glarus,70-79,0
1990,Glarus,80-89,0
1990,Graubünden / Grigioni / Grischun,10-19,0
1990,Graubünden / Grigioni / Grischun,20-29,599
1990,Graubünden / Grigioni / Grischun,30-39,139
1990,Graubünden / Grigioni / Grischun,40-49,16
1990,Graubünden / Grigioni / Grischun,50-59,6
1990,Graubünden / Grigioni / Grischun,60-69,1
1990,Graubünden / Grigioni / Grischun,70-79,0
1990,Graubünden / Grigioni / Grischun,80-89,0
1990,Jura,10-19,0
1990,Jura,20-29,212
1990,Jura,30-39,40
1990,Jura,40-49,6
1990,Jura,50-59,4
1990,Jura,60-69,0
1990,Jura,70-79,0
1990,Jura,80-89,0
1990,Luzern,10-19,1
1990,Luzern,20-29,1044
1990,Luzern,30-39,279
1990,Luzern,40-49,41
1990,Luzern,50-59,10
1990,Luzern,60-69,2
1990,Luzern,70-79,1
1990,Luzern,80-89,0
1990,Neuchâtel,10-19,0
1990,Neuchâtel,20-29,545
1990,Neuchâtel,30-39,134
1990,Neuchâtel,40-49,41
1990,Neuchâtel,50-59,8
1990,Neuchâtel,60-69,5
1990,Neuchâtel,70-79,0
1990,Neuchâtel,80-89,0
1990,Nidwalden,10-19,0
1990,Nidwalden,20-29,103
1990,Nidwalden,30-39,37
1990,Nidwalden,40-49,7
1990,Nidwalden,50-59,1
1990,Nidwalden,60-69,0
1990,Nidwalden,70-79,0
1990,Nidwalden,80-89,0
1990,Obwalden,10-19,0
1990,Obwalden,20-29,81
1990,Obwalden,30-39,12
1990,Obwalden,40-49,2
1990,Obwalden,50-59,3
1990,Obwalden,60-69,0
1990,Obwalden,70-79,0
1990,Obwalden,80-89,0
1990,Schaffhausen,10-19,1
1990,Schaffhausen,20-29,198
1990,Schaffhausen,30-39,45
1990,Schaffhausen,40-49,14
1990,Schaffhausen,50-59,4
1990,Schaffhausen,60-69,0
1990,Schaffhausen,70-79,1
1990,Schaffhausen,80-89,0
1990,Schwyz,10-19,0
1990,Schwyz,20-29,362
1990,Schwyz,30-39,78
1990,Schwyz,40-49,19
1990,Schwyz,50-59,3
1990,Schwyz,60-69,0
1990,Schwyz,70-79,1
1990,Schwyz,80-89,0
1990,Solothurn,10-19,0
1990,Solothurn,20-29,671
1990,Solothurn,30-39,194
1990,Solothurn,40-49,50
1990,Solothurn,50-59,8
1990,Solothurn,60-69,2
1990,Solothurn,70-79,0
1990,Solothurn,80-89,0
1990,St. Gallen,10-19,1
1990,St. Gallen,20-29,1421
1990,St. Gallen,30-39,309
1990,St. Gallen,40-49,54
1990,St. Gallen,50-59,18
1990,St. Gallen,60-69,4
1990,St. Gallen,70-79,1
1990,St. Gallen,80-89,0
1990,Thurgau,10-19,0
1990,Thurgau,20-29,640
1990,Thurgau,30-39,148
1990,Thurgau,40-49,34
1990,Thurgau,50-59,12
1990,Thurgau,60-69,2
1990,Thurgau,70-79,1
1990,Thurgau,80-89,0
1990,Ticino,10-19,1
1990,Ticino,20-29,726
1990,Ticino,30-39,202
1990,Ticino,40-49,40
1990,Ticino,50-59,14
1990,Ticino,60-69,2
1990,Ticino,70-79,2
1990,Ticino,80-89,0
1990,Uri,10-19,0
1990,Uri,20-29,107
1990,Uri,30-39,14
1990,Uri,40-49,4
1990,Uri,50-59,0
1990,Uri,60-69,0
1990,Uri,70-79,0
1990,Uri,80-89,0
1990,Valais / Wallis,10-19,0
1990,Valais / Wallis,20-29,925
1990,Valais / Wallis,30-39,148
1990,Valais / Wallis,40-49,20
1990,Valais / Wallis,50-59,6
1990,Valais / Wallis,60-69,2
1990,Valais / Wallis,70-79,0
1990,Valais / Wallis,80-89,0
1990,Vaud,10-19,1
1990,Vaud,20-29,1746
1990,Vaud,30-39,504
1990,Vaud,40-49,142
1990,Vaud,50-59,49
1990,Vaud,60-69,10
1990,Vaud,70-79,0
1990,Vaud,80-89,1
1990,Zug,10-19,0
1990,Zug,20-29,273
1990,Zug,30-39,89
1990,Zug,40-49,13
1990,Zug,50-59,6
1990,Zug,60-69,0
1990,Zug,70-79,0
1990,Zug,80-89,0
1990,Zürich,10-19,11
1990,Zürich,20-29,3269
1990,Zürich,30-39,1277
1990,Zürich,40-49,296
1990,Zürich,50-59,73
1990,Zürich,60-69,19
1990,Zürich,70-79,6
1990,Zürich,80-89,0
1991,Aargau,10-19,3
1991,Aargau,20-29,1495
1991,Aargau,30-39,571
1991,Aargau,40-49,111
1991,Aargau,50-59,32
1991,Aargau,60-69,5
1991,Aargau,70-79,2
1991,Aargau,80-89,0
1991,Appenzell Ausserrhoden,10-19,0
1991,Appenzell Ausserrhoden,20-29,151
1991,Appenzell Ausserrhoden,30-39,47
1991,Appenzell Ausserrhoden,40-49,8
1991,Appenzell Ausserrhoden,50-59,2
1991,Appenzell Ausserrhoden,60-69,0
1991,Appenzell Ausserrhoden,70-79,0
1991,Appenzell Ausserrhoden,80-89,0
1991,Appenzell Innerrhoden,10-19,0
1991,Appenzell Innerrhoden,20-29,55
1991,Appenzell Innerrhoden,30-39,5
1991,Appenzell Innerrhoden,40-49,0
1991,Appenzell Innerrhoden,50-59,0
1991,Appenzell Innerrhoden,60-69,0
1991,Appenzell Innerrhoden,70-79,0
1991,Appenzell Innerrhoden,80-89,0
1991,Basel-Landschaft,10-19,0
1991,Basel-Landschaft,20-29,627
1991,Basel-Landschaft,30-39,240
1991,Basel-Landschaft,40-49,75
1991,Basel-Landschaft,50-59,21
1991,Basel-Landschaft,60-69,2
1991,Basel-Landschaft,70-79,1
1991,Basel-Landschaft,80-89,0
1991,Basel-Stadt,10-19,0
1991,Basel-Stadt,20-29,455
1991,Basel-Stadt,30-39,220
1991,Basel-Stadt,40-49,50
1991,Basel-Stadt,50-59,17
1991,Basel-Stadt,60-69,3
1991,Basel-Stadt,70-79,1
1991,Basel-Stadt,80-89,0
1991,Bern / Berne,10-19,2
1991,Bern / Berne,20-29,2842
1991,Bern / Berne,30-39,904
1991,Bern / Berne,40-49,187
1991,Bern / Berne,50-59,60
1991,Bern / Berne,60-69,12
1991,Bern / Berne,70-79,1
1991,Bern / Berne,80-89,0
1991,Fribourg / Freiburg,10-19,0
1991,Fribourg / Freiburg,20-29,749
1991,Fribourg / Freiburg,30-39,148
1991,Fribourg / Freiburg,40-49,36
1991,Fribourg / Freiburg,50-59,11
1991,Fribourg / Freiburg,60-69,4
1991,Fribourg / Freiburg,70-79,0
1991,Fribourg / Freiburg,80-89,0
1991,Genève,10-19,1
1991,Genève,20-29,954
1991,Genève,30-39,365
1991,Genève,40-49,90
1991,Genève,50-59,34
1991,Genève,60-69,3
1991,Genève,70-79,0
1991,Genève,80-89,2
1991,Glarus,10-19,0
1991,Glarus,20-29,140
1991,Glarus,30-39,30
1991,Glarus,40-49,5
1991,Glarus,50-59,2
1991,Glarus,60-69,0
1991,Glarus,70-79,0
1991,Glarus,80-89,0
1991,Graubünden / Grigioni / Grischun,10-19,0
1991,Graubünden / Grigioni / Grischun,20-29,552
1991,Graubünden / Grigioni / Grischun,30-39,143
1991,Graubünden / Grigioni / Grischun,40-49,27
1991,Graubünden / Grigioni / Grischun,50-59,11
1991,Graubünden / Grigioni / Grischun,60-69,3
1991,Graubünden / Grigioni / Grischun,70-79,1
1991,Graubünden / Grigioni / Grischun,80-89,0
1991,Jura,10-19,1
1991,Jura,20-29,222
1991,Jura,30-39,46
1991,Jura,40-49,9
1991,Jura,50-59,0
1991,Jura,60-69,0
1991,Jura,70-79,0
1991,Jura,80-89,0
1991,Luzern,10-19,1
1991,Luzern,20-29,993
1991,Luzern,30-39,297
1991,Luzern,40-49,36
1991,Luzern,50-59,19
1991,Luzern,60-69,2
1991,Luzern,70-79,0
1991,Luzern,80-89,0
1991,Neuchâtel,10-19,2
1991,Neuchâtel,20-29,499
1991,Neuchâtel,30-39,112
1991,Neuchâtel,40-49,39
1991,Neuchâtel,50-59,15
1991,Neuchâtel,60-69,0
1991,Neuchâtel,70-79,0
1991,Neuchâtel,80-89,0
1991,Nidwalden,10-19,0
1991,Nidwalden,20-29,101
1991,Nidwalden,30-39,43
1991,Nidwalden,40-49,7
1991,Nidwalden,50-59,2
1991,Nidwalden,60-69,0
1991,Nidwalden,70-79,0
1991,Nidwalden,80-89,0
1991,Obwalden,10-19,0
1991,Obwalden,20-29,88
1991,Obwalden,30-39,17
1991,Obwalden,40-49,3
1991,Obwalden,50-59,0
1991,Obwalden,60-69,0
1991,Obwalden,70-79,0
1991,Obwalden,80-89,0
1991,Schaffhausen,10-19,0
1991,Schaffhausen,20-29,211
1991,Schaffhausen,30-39,58
1991,Schaffhausen,40-49,10
1991,Schaffhausen,50-59,6
1991,Schaffhausen,60-69,0
1991,Schaffhausen,70-79,0
1991,Schaffhausen,80-89,0
1991,Schwyz,10-19,0
1991,Schwyz,20-29,365
1991,Schwyz,30-39,100
1991,Schwyz,40-49,13
1991,Schwyz,50-59,4
1991,Schwyz,60-69,1
1991,Schwyz,70-79,1
1991,Schwyz,80-89,0
1991,Solothurn,10-19,1
1991,Solothurn,20-29,684
1991,Solothurn,30-39,202
1991,Solothurn,40-49,53
1991,Solothurn,50-59,13
1991,Solothurn,60-69,1
1991,Solothurn,70-79,1
1991,Solothurn,80-89,0
1991,St. Gallen,10-19,2
1991,St. Gallen,20-29,1415
1991,St. Gallen,30-39,311
1991,St. Gallen,40-49,58
1991,St. Gallen,50-59,12
1991,St. Gallen,60-69,1
1991,St. Gallen,70-79,1
1991,St. Gallen,80-89,0
1991,Thurgau,10-19,0
1991,Thurgau,20-29,666
1991,Thurgau,30-39,161
1991,Thurgau,40-49,28
1991,Thurgau,50-59,9
1991,Thurgau,60-69,5
1991,Thurgau,70-79,0
1991,Thurgau,80-89,0
1991,Ticino,10-19,1
1991,Ticino,20-29,670
1991,Ticino,30-39,214
1991,Ticino,40-49,41
1991,Ticino,50-59,17
1991,Ticino,60-69,4
1991,Ticino,70-79,1
1991,Ticino,80-89,0
1991,Uri,10-19,0
1991,Uri,20-29,102
1991,Uri,30-39,22
1991,Uri,40-49,2
1991,Uri,50-59,0
1991,Uri,60-69,0
1991,Uri,70-79,0
1991,Uri,80-89,0
1991,Valais / Wallis,10-19,0
1991,Valais / Wallis,20-29,921
1991,Valais / Wallis,30-39,159
1991,Valais / Wallis,40-49,28
1991,Valais / Wallis,50-59,5
1991,Valais / Wallis,60-69,1
1991,Valais / Wallis,70-79,1
1991,Valais / Wallis,80-89,0
1991,Vaud,10-19,4
1991,Vaud,20-29,1790
1991,Vaud,30-39,581
1991,Vaud,40-49,152
1991,Vaud,50-59,39
1991,Vaud,60-69,7
1991,Vaud,70-79,1
1991,Vaud,80-89,0
1991,Zug,10-19,0
1991,Zug,20-29,254
1991,Zug,30-39,90
1991,Zug,40-49,18
1991,Zug,50-59,4
1991,Zug,60-69,0
1991,Zug,70-79,0
1991,Zug,80-89,0
1991,Zürich,10-19,16
1991,Zürich,20-29,3189
1991,Zürich,30-39,1380
1991,Zürich,40-49,322
1991,Zürich,50-59,89
1991,Zürich,60-69,20
1991,Zürich,70-79,1
1991,Zürich,80-89,1
1992,Aargau,10-19,2
1992,Aargau,20-29,1411
1992,Aargau,30-39,506
1992,Aargau,40-49,89
1992,Aargau,50-59,25
1992,Aargau,60-69,1
1992,Aargau,70-79,0
1992,Aargau,80-89,0
1992,Appenzell Ausserrhoden,10-19,0
1992,Appenzell Ausserrhoden,20-29,136
1992,Appenzell Ausserrhoden,30-39,40
1992,Appenzell Ausserrhoden,40-49,5
1992,Appenzell Ausserrhoden,50-59,3
1992,Appenzell Ausserrhoden,60-69,1
1992,Appenzell Ausserrhoden,70-79,0
1992,Appenzell Ausserrhoden,80-89,0
1992,Appenzell Innerrhoden,10-19,0
1992,Appenzell Innerrhoden,20-29,57
1992,Appenzell Innerrhoden,30-39,12
1992,Appenzell Innerrhoden,40-49,1
1992,Appenzell Innerrhoden,50-59,0
1992,Appenzell Innerrhoden,60-69,0
1992,Appenzell Innerrhoden,70-79,0
1992,Appenzell Innerrhoden,80-89,0
1992,Basel-Landschaft,10-19,1
1992,Basel-Landschaft,20-29,614
1992,Basel-Landschaft,30-39,234
1992,Basel-Landschaft,40-49,55
1992,Basel-Landschaft,50-59,18
1992,Basel-Landschaft,60-69,3
1992,Basel-Landschaft,70-79,1
1992,Basel-Landschaft,80-89,0
1992,Basel-Stadt,10-19,0
1992,Basel-Stadt,20-29,402
1992,Basel-Stadt,30-39,209
1992,Basel-Stadt,40-49,35
1992,Basel-Stadt,50-59,21
1992,Basel-Stadt,60-69,4
1992,Basel-Stadt,70-79,0
1992,Basel-Stadt,80-89,0
1992,Bern / Berne,10-19,7
1992,Bern / Berne,20-29,2682
1992,Bern / Berne,30-39,945
1992,Bern / Berne,40-49,157
1992,Bern / Berne,50-59,55
1992,Bern / Berne,60-69,6
1992,Bern / Berne,70-79,1
1992,Bern / Berne,80-89,0
1992,Fribourg / Freiburg,10-19,2
1992,Fribourg / Freiburg,20-29,728
1992,Fribourg / Freiburg,30-39,165
1992,Fribourg / Freiburg,40-49,23
1992,Fribourg / Freiburg,50-59,6
1992,Fribourg / Freiburg,60-69,3
1992,Fribourg / Freiburg,70-79,0
1992,Fribourg / Freiburg,80-89,0
1992,Genève,10-19,0
1992,Genève,20-29,846
1992,Genève,30-39,352
1992,Genève,40-49,70
1992,Genève,50-59,23
1992,Genève,60-69,7
1992,Genève,70-79,0
1992,Genève,80-89,0
1992,Glarus,10-19,0
1992,Glarus,20-29,102
1992,Glarus,30-39,24
1992,Glarus,40-49,4
1992,Glarus,50-59,0
1992,Glarus,60-69,1
1992,Glarus,70-79,0
1992,Glarus,80-89,0
1992,Graubünden / Grigioni / Grischun,10-19,1
1992,Graubünden / Grigioni / Grischun,20-29,531
1992,Graubünden / Grigioni / Grischun,30-39,159
1992,Graubünden / Grigioni / Grischun,40-49,28
1992,Graubünden / Grigioni / Grischun,50-59,9
1992,Graubünden / Grigioni / Grischun,60-69,0
1992,Graubünden / Grigioni / Grischun,70-79,1
1992,Graubünden / Grigioni / Grischun,80-89,1
1992,Jura,10-19,1
1992,Jura,20-29,221
1992,Jura,30-39,38
1992,Jura,40-49,7
1992,Jura,50-59,0
1992,Jura,60-69,0
1992,Jura,70-79,0
1992,Jura,80-89,0
1992,Luzern,10-19,2
1992,Luzern,20-29,931
1992,Luzern,30-39,299
1992,Luzern,40-49,37
1992,Luzern,50-59,13
1992,Luzern,60-69,0
1992,Luzern,70-79,0
1992,Luzern,80-89,0
1992,Neuchâtel,10-19,3
1992,Neuchâtel,20-29,501
1992,Neuchâtel,30-39,124
1992,Neuchâtel,40-49,33
1992,Neuchâtel,50-59,11
1992,Neuchâtel,60-69,4
1992,Neuchâtel,70-79,1
1992,Neuchâtel,80-89,0
1992,Nidwalden,10-19,0
1992,Nidwalden,20-29,96
1992,Nidwalden,30-39,40
1992,Nidwalden,40-49,2
1992,Nidwalden,50-59,2
1992,Nidwalden,60-69,0
1992,Nidwalden,70-79,0
1992,Nidwalden,80-89,0
1992,Obwalden,10-19,0
1992,Obwalden,20-29,74
1992,Obwalden,30-39,27
1992,Obwalden,40-49,3
1992,Obwalden,50-59,0
1992,Obwalden,60-69,0
1992,Obwalden,70-79,0
1992,Obwalden,80-89,0
1992,Schaffhausen,10-19,1
1992,Schaffhausen,20-29,194
1992,Schaffhausen,30-39,53
1992,Schaffhausen,40-49,15
1992,Schaffhausen,50-59,11
1992,Schaffhausen,60-69,0
1992,Schaffhausen,70-79,1
1992,Schaffhausen,80-89,0
1992,Schwyz,10-19,2
1992,Schwyz,20-29,396
1992,Schwyz,30-39,81
1992,Schwyz,40-49,14
1992,Schwyz,50-59,3
1992,Schwyz,60-69,1
1992,Schwyz,70-79,0
1992,Schwyz,80-89,0
1992,Solothurn,10-19,2
1992,Solothurn,20-29,591
1992,Solothurn,30-39,224
1992,Solothurn,40-49,37
1992,Solothurn,50-59,23
1992,Solothurn,60-69,1
1992,Solothurn,70-79,0
1992,Solothurn,80-89,0
1992,St. Gallen,10-19,4
1992,St. Gallen,20-29,1267
1992,St. Gallen,30-39,328
1992,St. Gallen,40-49,55
1992,St. Gallen,50-59,26
1992,St. Gallen,60-69,2
1992,St. Gallen,70-79,0
1992,St. Gallen,80-89,0
1992,Thurgau,10-19,1
1992,Thurgau,20-29,592
1992,Thurgau,30-39,169
1992,Thurgau,40-49,20
1992,Thurgau,50-59,12
1992,Thurgau,60-69,3
1992,Thurgau,70-79,0
1992,Thurgau,80-89,0
1992,Ticino,10-19,0
1992,Ticino,20-29,688
1992,Ticino,30-39,221
1992,Ticino,40-49,39
1992,Ticino,50-59,12
1992,Ticino,60-69,1
1992,Ticino,70-79,1
1992,Ticino,80-89,0
1992,Uri,10-19,1
1992,Uri,20-29,129
1992,Uri,30-39,23
1992,Uri,40-49,4
1992,Uri,50-59,0
1992,Uri,60-69,0
1992,Uri,70-79,0
1992,Uri,80-89,0
1992,Valais / Wallis,10-19,0
1992,Valais / Wallis,20-29,924
1992,Valais / Wallis,30-39,170
1992,Valais / Wallis,40-49,29
1992,Valais / Wallis,50-59,11
1992,Valais / Wallis,60-69,0
1992,Valais / Wallis,70-79,0
1992,Valais / Wallis,80-89,0
1992,Vaud,10-19,5
1992,Vaud,20-29,1638
1992,Vaud,30-39,520
1992,Vaud,40-49,118
1992,Vaud,50-59,51
1992,Vaud,60-69,4
1992,Vaud,70-79,2
1992,Vaud,80-89,0
1992,Zug,10-19,0
1992,Zug,20-29,254
1992,Zug,30-39,82
1992,Zug,40-49,12
1992,Zug,50-59,5
1992,Zug,60-69,0
1992,Zug,70-79,0
1992,Zug,80-89,0
1992,Zürich,10-19,14
1992,Zürich,20-29,2970
1992,Zürich,30-39,1363
1992,Zürich,40-49,287
1992,Zürich,50-59,77
1992,Zürich,60-69,18
1992,Zürich,70-79,2
1992,Zürich,80-89,0
1993,Aargau,10-19,3
1993,Aargau,20-29,1240
1993,Aargau,30-39,493
1993,Aargau,40-49,81
1993,Aargau,50-59,33
1993,Aargau,60-69,2
1993,Aargau,70-79,0
1993,Aargau,80-89,0
1993,Appenzell Ausserrhoden,10-19,0
1993,Appenzell Ausserrhoden,20-29,137
1993,Appenzell Ausserrhoden,30-39,45
1993,Appenzell Ausserrhoden,40-49,4
1993,Appenzell Ausserrhoden,50-59,6
1993,Appenzell Ausserrhoden,60-69,0
1993,Appenzell Ausserrhoden,70-79,0
1993,Appenzell Ausserrhoden,80-89,0
1993,Appenzell Innerrhoden,10-19,0
1993,Appenzell Innerrhoden,20-29,40
1993,Appenzell Innerrhoden,30-39,11
1993,Appenzell Innerrhoden,40-49,1
1993,Appenzell Innerrhoden,50-59,1
1993,Appenzell Innerrhoden,60-69,0
1993,Appenzell Innerrhoden,70-79,0
1993,Appenzell Innerrhoden,80-89,0
1993,Basel-Landschaft,10-19,1
1993,Basel-Landschaft,20-29,585
1993,Basel-Landschaft,30-39,258
1993,Basel-Landschaft,40-49,65
1993,Basel-Landschaft,50-59,19
1993,Basel-Landschaft,60-69,3
1993,Basel-Landschaft,70-79,0
1993,Basel-Landschaft,80-89,0
1993,Basel-Stadt,10-19,3
1993,Basel-Stadt,20-29,344
1993,Basel-Stadt,30-39,206
1993,Basel-Stadt,40-49,45
1993,Basel-Stadt,50-59,19
1993,Basel-Stadt,60-69,3
1993,Basel-Stadt,70-79,2
1993,Basel-Stadt,80-89,0
1993,Bern / Berne,10-19,0
1993,Bern / Berne,20-29,2419
1993,Bern / Berne,30-39,935
1993,Bern / Berne,40-49,146
1993,Bern / Berne,50-59,69
1993,Bern / Berne,60-69,12
1993,Bern / Berne,70-79,6
1993,Bern / Berne,80-89,0
1993,Fribourg / Freiburg,10-19,1
1993,Fribourg / Freiburg,20-29,701
1993,Fribourg / Freiburg,30-39,170
1993,Fribourg / Freiburg,40-49,27
1993,Fribourg / Freiburg,50-59,8
1993,Fribourg / Freiburg,60-69,3
1993,Fribourg / Freiburg,70-79,2
1993,Fribourg / Freiburg,80-89,0
1993,Genève,10-19,1
1993,Genève,20-29,778
1993,Genève,30-39,347
1993,Genève,40-49,85
1993,Genève,50-59,38
1993,Genève,60-69,7
1993,Genève,70-79,0
1993,Genève,80-89,0
1993,Glarus,10-19,0
1993,Glarus,20-29,96
1993,Glarus,30-39,27
1993,Glarus,40-49,6
1993,Glarus,50-59,2
1993,Glarus,60-69,0
1993,Glarus,70-79,0
1993,Glarus,80-89,0
1993,Graubünden / Grigioni / Grischun,10-19,0
1993,Graubünden / Grigioni / Grischun,20-29,489
1993,Graubünden / Grigioni / Grischun,30-39,153
1993,Graubünden / Grigioni / Grischun,40-49,15
1993,Graubünden / Grigioni / Grischun,50-59,8
1993,Graubünden / Grigioni / Grischun,60-69,2
1993,Graubünden / Grigioni / Grischun,70-79,0
1993,Graubünden / Grigioni / Grischun,80-89,0
1993,Jura,10-19,0
1993,Jura,20-29,198
1993,Jura,30-39,36
1993,Jura,40-49,6
1993,Jura,50-59,1
1993,Jura,60-69,0
1993,Jura,70-79,0
1993,Jura,80-89,0
1993,Luzern,10-19,0
1993,Luzern,20-29,885
1993,Luzern,30-39,326
1993,Luzern,40-49,33
1993,Luzern,50-59,15
1993,Luzern,60-69,0
1993,Luzern,70-79,0
1993,Luzern,80-89,0
1993,Neuchâtel,10-19,0
1993,Neuchâtel,20-29,487
1993,Neuchâtel,30-39,131
1993,Neuchâtel,40-49,32
1993,Neuchâtel,50-59,5
1993,Neuchâtel,60-69,1
1993,Neuchâtel,70-79,0
1993,Neuchâtel,80-89,0
1993,Nidwalden,10-19,0
1993,Nidwalden,20-29,84
1993,Nidwalden,30-39,29
1993,Nidwalden,40-49,4
1993,Nidwalden,50-59,1
1993,Nidwalden,60-69,0
1993,Nidwalden,70-79,0
1993,Nidwalden,80-89,0
1993,Obwalden,10-19,0
1993,Obwalden,20-29,60
1993,Obwalden,30-39,30
1993,Obwalden,40-49,2
1993,Obwalden,50-59,3
1993,Obwalden,60-69,0
1993,Obwalden,70-79,0
1993,Obwalden,80-89,0
1993,Schaffhausen,10-19,0
1993,Schaffhausen,20-29,180
1993,Schaffhausen,30-39,67
1993,Schaffhausen,40-49,13
1993,Schaffhausen,50-59,7
1993,Schaffhausen,60-69,2
1993,Schaffhausen,70-79,0
1993,Schaffhausen,80-89,0
1993,Schwyz,10-19,0
1993,Schwyz,20-29,323
1993,Schwyz,30-39,117
1993,Schwyz,40-49,11
1993,Schwyz,50-59,6
1993,Schwyz,60-69,0
1993,Schwyz,70-79,0
1993,Schwyz,80-89,1
1993,Solothurn,10-19,0
1993,Solothurn,20-29,575
1993,Solothurn,30-39,223
1993,Solothurn,40-49,35
1993,Solothurn,50-59,20
1993,Solothurn,60-69,3
1993,Solothurn,70-79,0
1993,Solothurn,80-89,0
1993,St. Gallen,10-19,1
1993,St. Gallen,20-29,1117
1993,St. Gallen,30-39,301
1993,St. Gallen,40-49,45
1993,St. Gallen,50-59,19
1993,St. Gallen,60-69,4
1993,St. Gallen,70-79,1
1993,St. Gallen,80-89,1
1993,Thurgau,10-19,2
1993,Thurgau,20-29,583
1993,Thurgau,30-39,149
1993,Thurgau,40-49,33
1993,Thurgau,50-59,13
1993,Thurgau,60-69,3
1993,Thurgau,70-79,0
1993,Thurgau,80-89,0
1993,Ticino,10-19,1
1993,Ticino,20-29,613
1993,Ticino,30-39,232
1993,Ticino,40-49,35
1993,Ticino,50-59,11
1993,Ticino,60-69,2
1993,Ticino,70-79,0
