Year,Canton,Age Group,marriages
2013,Ticino,80-89,0
2013,Uri,10-19,0
2013,Uri,20-29,36
2013,Uri,30-39,43
2013,Uri,40-49,6
2013,Uri,50-59,1
2013,Uri,60-69,0
2013,Uri,70-79,0
2013,Uri,80-89,0
2013,Valais / Wallis,10-19,1
2013,Valais / Wallis,20-29,414
2013,Valais / Wallis,30-39,366
2013,Valais / Wallis,40-49,77
2013,Valais / Wallis,50-59,31
2013,Valais / Wallis,60-69,10
2013,Valais / Wallis,70-79,1
2013,Valais / Wallis,80-89,0
2013,Vaud,10-19,3
2013,Vaud,20-29,771
2013,Vaud,30-39,836
2013,Vaud,40-49,160
2013,Vaud,50-59,66
2013,Vaud,60-69,25
2013,Vaud,70-79,5
2013,Vaud,80-89,0
2013,Zug,10-19,0
2013,Zug,20-29,107
2013,Zug,30-39,185
2013,Zug,40-49,31
2013,Zug,50-59,19
2013,Zug,60-69,2
2013,Zug,70-79,1
2013,Zug,80-89,0
2013,Zürich,10-19,6
2013,Zürich,20-29,1463
2013,Zürich,30-39,2438
2013,Zürich,40-49,444
2013,Zürich,50-59,175
2013,Zürich,60-69,65
2013,Zürich,70-79,7
2013,Zürich,80-89,0
2014,Aargau,10-19,2
2014,Aargau,20-29,745
2014,Aargau,30-39,890
2014,Aargau,40-49,179
2014,Aargau,50-59,111
2014,Aargau,60-69,18
2014,Aargau,70-79,3
2014,Aargau,80-89,0
2014,Appenzell Ausserrhoden,10-19,0
2014,Appenzell Ausserrhoden,20-29,85
2014,Appenzell Ausserrhoden,30-39,69
2014,Appenzell Ausserrhoden,40-49,16
2014,Appenzell Ausserrhoden,50-59,9
2014,Appenzell Ausserrhoden,60-69,1
2014,Appenzell Ausserrhoden,70-79,1
2014,Appenzell Ausserrhoden,80-89,0
2014,Appenzell Innerrhoden,10-19,0
2014,Appenzell Innerrhoden,20-29,25
2014,Appenzell Innerrhoden,30-39,17
2014,Appenzell Innerrhoden,40-49,2
2014,Appenzell Innerrhoden,50-59,3
2014,Appenzell Innerrhoden,60-69,1
2014,Appenzell Innerrhoden,70-79,0
2014,Appenzell Innerrhoden,80-89,1
2014,Basel-Landschaft,10-19,0
2014,Basel-Landschaft,20-29,302
2014,Basel-Landschaft,30-39,333
2014,Basel-Landschaft,40-49,76
2014,Basel-Landschaft,50-59,41
2014,Basel-Landschaft,60-69,13
2014,Basel-Landschaft,70-79,2
2014,Basel-Landschaft,80-89,0
2014,Basel-Stadt,10-19,0
2014,Basel-Stadt,20-29,203
2014,Basel-Stadt,30-39,271
2014,Basel-Stadt,40-49,45
2014,Basel-Stadt,50-59,35
2014,Basel-Stadt,60-69,9
2014,Basel-Stadt,70-79,2
2014,Basel-Stadt,80-89,0
2014,Bern / Berne,10-19,5
2014,Bern / Berne,20-29,1220
2014,Bern / Berne,30-39,1392
2014,Bern / Berne,40-49,261
2014,Bern / Berne,50-59,133
2014,Bern / Berne,60-69,17
2014,Bern / Berne,70-79,7
2014,Bern / Berne,80-89,0
2014,Fribourg / Freiburg,10-19,1
2014,Fribourg / Freiburg,20-29,361
2014,Fribourg / Freiburg,30-39,327
2014,Fribourg / Freiburg,40-49,59
2014,Fribourg / Freiburg,50-59,30
2014,Fribourg / Freiburg,60-69,6
2014,Fribourg / Freiburg,70-79,0
2014,Fribourg / Freiburg,80-89,0
2014,Genève,10-19,1
2014,Genève,20-29,440
2014,Genève,30-39,622
2014,Genève,40-49,135
2014,Genève,50-59,52
2014,Genève,60-69,13
2014,Genève,70-79,3
2014,Genève,80-89,0
2014,Glarus,10-19,0
2014,Glarus,20-29,47
2014,Glarus,30-39,44
2014,Glarus,40-49,8
2014,Glarus,50-59,5
2014,Glarus,60-69,0
2014,Glarus,70-79,1
2014,Glarus,80-89,0
2014,Graubünden / Grigioni / Grischun,10-19,0
2014,Graubünden / Grigioni / Grischun,20-29,183
2014,Graubünden / Grigioni / Grischun,30-39,252
2014,Graubünden / Grigioni / Grischun,40-49,44
2014,Graubünden / Grigioni / Grischun,50-59,19
2014,Graubünden / Grigioni / Grischun,60-69,4
2014,Graubünden / Grigioni / Grischun,70-79,1
2014,Graubünden / Grigioni / Grischun,80-89,0
2014,Jura,10-19,0
2014,Jura,20-29,85
2014,Jura,30-39,51
2014,Jura,40-49,16
2014,Jura,50-59,15
2014,Jura,60-69,3
2014,Jura,70-79,0
2014,Jura,80-89,0
2014,Luzern,10-19,0
2014,Luzern,20-29,472
2014,Luzern,30-39,640
2014,Luzern,40-49,80
2014,Luzern,50-59,37
2014,Luzern,60-69,8
2014,Luzern,70-79,1
2014,Luzern,80-89,0
2014,Neuchâtel,10-19,0
2014,Neuchâtel,20-29,207
2014,Neuchâtel,30-39,158
2014,Neuchâtel,40-49,42
2014,Neuchâtel,50-59,13
2014,Neuchâtel,60-69,3
2014,Neuchâtel,70-79,0
2014,Neuchâtel,80-89,0
2014,Nidwalden,10-19,0
2014,Nidwalden,20-29,31
2014,Nidwalden,30-39,56
2014,Nidwalden,40-49,12
2014,Nidwalden,50-59,7
2014,Nidwalden,60-69,1
2014,Nidwalden,70-79,0
2014,Nidwalden,80-89,0
2014,Obwalden,10-19,0
2014,Obwalden,20-29,27
2014,Obwalden,30-39,55
2014,Obwalden,40-49,14
2014,Obwalden,50-59,6
2014,Obwalden,60-69,0
2014,Obwalden,70-79,0
2014,Obwalden,80-89,0
2014,Schaffhausen,10-19,2
2014,Schaffhausen,20-29,89
2014,Schaffhausen,30-39,88
2014,Schaffhausen,40-49,26
2014,Schaffhausen,50-59,12
2014,Schaffhausen,60-69,3
2014,Schaffhausen,70-79,1
2014,Schaffhausen,80-89,0
2014,Schwyz,10-19,0
2014,Schwyz,20-29,161
2014,Schwyz,30-39,220
2014,Schwyz,40-49,35
2014,Schwyz,50-59,17
2014,Schwyz,60-69,4
2014,Schwyz,70-79,0
2014,Schwyz,80-89,1
2014,Solothurn,10-19,0
2014,Solothurn,20-29,285
2014,Solothurn,30-39,342
2014,Solothurn,40-49,62
2014,Solothurn,50-59,62
2014,Solothurn,60-69,4
2014,Solothurn,70-79,1
2014,Solothurn,80-89,0
2014,St. Gallen,10-19,3
2014,St. Gallen,20-29,704
2014,St. Gallen,30-39,659
2014,St. Gallen,40-49,118
2014,St. Gallen,50-59,84
2014,St. Gallen,60-69,7
2014,St. Gallen,70-79,3
2014,St. Gallen,80-89,0
2014,Thurgau,10-19,1
2014,Thurgau,20-29,336
2014,Thurgau,30-39,336
2014,Thurgau,40-49,62
2014,Thurgau,50-59,44
2014,Thurgau,60-69,8
2014,Thurgau,70-79,3
2014,Thurgau,80-89,0
2014,Ticino,10-19,2
2014,Ticino,20-29,277
2014,Ticino,30-39,367
2014,Ticino,40-49,95
2014,Ticino,50-59,37
2014,Ticino,60-69,18
2014,Ticino,70-79,3
2014,Ticino,80-89,2
2014,Uri,10-19,0
2014,Uri,20-29,51
2014,Uri,30-39,41
2014,Uri,40-49,9
2014,Uri,50-59,4
2014,Uri,60-69,1
2014,Uri,70-79,0
2014,Uri,80-89,0
2014,Valais / Wallis,10-19,0
2014,Valais / Wallis,20-29,422
2014,Valais / Wallis,30-39,371
2014,Valais / Wallis,40-49,71
2014,Valais / Wallis,50-59,34
2014,Valais / Wallis,60-69,8
2014,Valais / Wallis,70-79,4
2014,Valais / Wallis,80-89,0
2014,Vaud,10-19,2
2014,Vaud,20-29,822
2014,Vaud,30-39,921
2014,Vaud,40-49,207
2014,Vaud,50-59,79
2014,Vaud,60-69,21
2014,Vaud,70-79,3
2014,Vaud,80-89,0
2014,Zug,10-19,0
2014,Zug,20-29,116
2014,Zug,30-39,200
2014,Zug,40-49,31
2014,Zug,50-59,17
2014,Zug,60-69,4
2014,Zug,70-79,1
2014,Zug,80-89,0
2014,Zürich,10-19,11
2014,Zürich,20-29,1624
2014,Zürich,30-39,2619
2014,Zürich,40-49,458
2014,Zürich,50-59,214
2014,Zürich,60-69,57
2014,Zürich,70-79,20
2014,Zürich,80-89,4
2015,Aargau,10-19,3
2015,Aargau,20-29,759
2015,Aargau,30-39,874
2015,Aargau,40-49,182
2015,Aargau,50-59,112
2015,Aargau,60-69,22
2015,Aargau,70-79,4
2015,Aargau,80-89,0
2015,Appenzell Ausserrhoden,10-19,0
2015,Appenzell Ausserrhoden,20-29,72
2015,Appenzell Ausserrhoden,30-39,76
2015,Appenzell Ausserrhoden,40-49,13
2015,Appenzell Ausserrhoden,50-59,8
2015,Appenzell Ausserrhoden,60-69,3
2015,Appenzell Ausserrhoden,70-79,0
2015,Appenzell Ausserrhoden,80-89,0
2015,Appenzell Innerrhoden,10-19,0
2015,Appenzell Innerrhoden,20-29,18
2015,Appenzell Innerrhoden,30-39,22
2015,Appenzell Innerrhoden,40-49,1
2015,Appenzell Innerrhoden,50-59,4
2015,Appenzell Innerrhoden,60-69,0
2015,Appenzell Innerrhoden,70-79,0
2015,Appenzell Innerrhoden,80-89,0
2015,Basel-Landschaft,10-19,0
2015,Basel-Landschaft,20-29,235
2015,Basel-Landschaft,30-39,318
2015,Basel-Landschaft,40-49,68
2015,Basel-Landschaft,50-59,62
2015,Basel-Landschaft,60-69,9
2015,Basel-Landschaft,70-79,2
2015,Basel-Landschaft,80-89,0
2015,Basel-Stadt,10-19,1
2015,Basel-Stadt,20-29,186
2015,Basel-Stadt,30-39,280
2015,Basel-Stadt,40-49,53
2015,Basel-Stadt,50-59,28
2015,Basel-Stadt,60-69,6
2015,Basel-Stadt,70-79,0
2015,Basel-Stadt,80-89,0
2015,Bern / Berne,10-19,3
2015,Bern / Berne,20-29,1119
2015,Bern / Berne,30-39,1415
2015,Bern / Berne,40-49,243
2015,Bern / Berne,50-59,122
2015,Bern / Berne,60-69,22
2015,Bern / Berne,70-79,5
2015,Bern / Berne,80-89,1
2015,Fribourg / Freiburg,10-19,1
2015,Fribourg / Freiburg,20-29,329
2015,Fribourg / Freiburg,30-39,350
2015,Fribourg / Freiburg,40-49,73
2015,Fribourg / Freiburg,50-59,25
2015,Fribourg / Freiburg,60-69,10
2015,Fribourg / Freiburg,70-79,3
2015,Fribourg / Freiburg,80-89,0
2015,Genève,10-19,1
2015,Genève,20-29,452
2015,Genève,30-39,612
2015,Genève,40-49,129
2015,Genève,50-59,49
2015,Genève,60-69,18
2015,Genève,70-79,7
2015,Genève,80-89,2
2015,Glarus,10-19,0
2015,Glarus,20-29,54
2015,Glarus,30-39,41
2015,Glarus,40-49,8
2015,Glarus,50-59,2
2015,Glarus,60-69,4
2015,Glarus,70-79,0
2015,Glarus,80-89,0
2015,Graubünden / Grigioni / Grischun,10-19,0
2015,Graubünden / Grigioni / Grischun,20-29,182
2015,Graubünden / Grigioni / Grischun,30-39,257
2015,Graubünden / Grigioni / Grischun,40-49,44
2015,Graubünden / Grigioni / Grischun,50-59,27
2015,Graubünden / Grigioni / Grischun,60-69,6
2015,Graubünden / Grigioni / Grischun,70-79,1
2015,Graubünden / Grigioni / Grischun,80-89,0
2015,Jura,10-19,0
2015,Jura,20-29,90
2015,Jura,30-39,52
2015,Jura,40-49,13
2015,Jura,50-59,7
2015,Jura,60-69,4
2015,Jura,70-79,0
2015,Jura,80-89,0
2015,Luzern,10-19,1
2015,Luzern,20-29,497
2015,Luzern,30-39,646
2015,Luzern,40-49,101
2015,Luzern,50-59,53
2015,Luzern,60-69,9
2015,Luzern,70-79,1
2015,Luzern,80-89,0
2015,Neuchâtel,10-19,1
2015,Neuchâtel,20-29,191
2015,Neuchâtel,30-39,150
2015,Neuchâtel,40-49,35
2015,Neuchâtel,50-59,16
2015,Neuchâtel,60-69,4
2015,Neuchâtel,70-79,1
2015,Neuchâtel,80-89,0
2015,Nidwalden,10-19,0
2015,Nidwalden,20-29,25
2015,Nidwalden,30-39,58
2015,Nidwalden,40-49,11
2015,Nidwalden,50-59,5
2015,Nidwalden,60-69,2
2015,Nidwalden,70-79,0
2015,Nidwalden,80-89,0
2015,Obwalden,10-19,0
2015,Obwalden,20-29,33
2015,Obwalden,30-39,53
2015,Obwalden,40-49,7
2015,Obwalden,50-59,3
2015,Obwalden,60-69,0
2015,Obwalden,70-79,0
2015,Obwalden,80-89,0
2015,Schaffhausen,10-19,0
2015,Schaffhausen,20-29,97
2015,Schaffhausen,30-39,73
2015,Schaffhausen,40-49,18
2015,Schaffhausen,50-59,15
2015,Schaffhausen,60-69,3
2015,Schaffhausen,70-79,1
2015,Schaffhausen,80-89,0
2015,Schwyz,10-19,0
2015,Schwyz,20-29,184
2015,Schwyz,30-39,215
2015,Schwyz,40-49,44
2015,Schwyz,50-59,17
2015,Schwyz,60-69,3
2015,Schwyz,70-79,1
2015,Schwyz,80-89,1
2015,Solothurn,10-19,3
2015,Solothurn,20-29,286
2015,Solothurn,30-39,306
2015,Solothurn,40-49,76
2015,Solothurn,50-59,50
2015,Solothurn,60-69,4
2015,Solothurn,70-79,3
2015,Solothurn,80-89,0
2015,St. Gallen,10-19,2
2015,St. Gallen,20-29,660
2015,St. Gallen,30-39,627
2015,St. Gallen,40-49,116
2015,St. Gallen,50-59,77
2015,St. Gallen,60-69,15
2015,St. Gallen,70-79,1
2015,St. Gallen,80-89,1
2015,Thurgau,10-19,2
2015,Thurgau,20-29,365
2015,Thurgau,30-39,317
2015,Thurgau,40-49,64
2015,Thurgau,50-59,50
2015,Thurgau,60-69,10
2015,Thurgau,70-79,2
2015,Thurgau,80-89,1
2015,Ticino,10-19,0
2015,Ticino,20-29,226
2015,Ticino,30-39,369
2015,Ticino,40-49,140
2015,Ticino,50-59,52
2015,Ticino,60-69,13
2015,Ticino,70-79,6
2015,Ticino,80-89,1
2015,Uri,10-19,0
2015,Uri,20-29,44
2015,Uri,30-39,51
2015,Uri,40-49,7
2015,Uri,50-59,5
2015,Uri,60-69,1
2015,Uri,70-79,0
2015,Uri,80-89,0
2015,Valais / Wallis,10-19,1
2015,Valais / Wallis,20-29,390
2015,Valais / Wallis,30-39,360
2015,Valais / Wallis,40-49,72
2015,Valais / Wallis,50-59,47
2015,Valais / Wallis,60-69,6
2015,Valais / Wallis,70-79,3
2015,Valais / Wallis,80-89,0
2015,Vaud,10-19,3
2015,Vaud,20-29,845
2015,Vaud,30-39,801
2015,Vaud,40-49,173
2015,Vaud,50-59,85
2015,Vaud,60-69,18
2015,Vaud,70-79,11
2015,Vaud,80-89,2
2015,Zug,10-19,1
2015,Zug,20-29,119
2015,Zug,30-39,220
2015,Zug,40-49,28
2015,Zug,50-59,17
2015,Zug,60-69,3
2015,Zug,70-79,1
2015,Zug,80-89,0
2015,Zürich,10-19,8
2015,Zürich,20-29,1704
2015,Zürich,30-39,2609
2015,Zürich,40-49,435
2015,Zürich,50-59,230
2015,Zürich,60-69,43
2015,Zürich,70-79,8
2015,Zürich,80-89,2
2016,Aargau,10-19,2
2016,Aargau,20-29,764
2016,Aargau,30-39,938
2016,Aargau,40-49,156
2016,Aargau,50-59,95
2016,Aargau,60-69,14
2016,Aargau,70-79,2
2016,Aargau,80-89,1
2016,Appenzell Ausserrhoden,10-19,0
2016,Appenzell Ausserrhoden,20-29,68
2016,Appenzell Ausserrhoden,30-39,78
2016,Appenzell Ausserrhoden,40-49,11
2016,Appenzell Ausserrhoden,50-59,14
2016,Appenzell Ausserrhoden,60-69,2
2016,Appenzell Ausserrhoden,70-79,0
2016,Appenzell Ausserrhoden,80-89,0
2016,Appenzell Innerrhoden,10-19,0
2016,Appenzell Innerrhoden,20-29,23
2016,Appenzell Innerrhoden,30-39,12
2016,Appenzell Innerrhoden,40-49,5
2016,Appenzell Innerrhoden,50-59,1
2016,Appenzell Innerrhoden,60-69,0
2016,Appenzell Innerrhoden,70-79,0
2016,Appenzell Innerrhoden,80-89,0
2016,Basel-Landschaft,10-19,2
2016,Basel-Landschaft,20-29,286
2016,Basel-Landschaft,30-39,334
2016,Basel-Landschaft,40-49,72
2016,Basel-Landschaft,50-59,61
2016,Basel-Landschaft,60-69,10
2016,Basel-Landschaft,70-79,0
2016,Basel-Landschaft,80-89,1
2016,Basel-Stadt,10-19,0
2016,Basel-Stadt,20-29,184
2016,Basel-Stadt,30-39,290
2016,Basel-Stadt,40-49,50
2016,Basel-Stadt,50-59,19
2016,Basel-Stadt,60-69,5
2016,Basel-Stadt,70-79,2
2016,Basel-Stadt,80-89,0
2016,Bern / Berne,10-19,6
2016,Bern / Berne,20-29,1113
2016,Bern / Berne,30-39,1416
2016,Bern / Berne,40-49,234
2016,Bern / Berne,50-59,128
2016,Bern / Berne,60-69,27
2016,Bern / Berne,70-79,7
2016,Bern / Berne,80-89,0
2016,Fribourg / Freiburg,10-19,0
2016,Fribourg / Freiburg,20-29,345
2016,Fribourg / Freiburg,30-39,335
2016,Fribourg / Freiburg,40-49,57
2016,Fribourg / Freiburg,50-59,38
2016,Fribourg / Freiburg,60-69,5
2016,Fribourg / Freiburg,70-79,0
2016,Fribourg / Freiburg,80-89,0
2016,Genève,10-19,0
2016,Genève,20-29,441
2016,Genève,30-39,631
2016,Genève,40-49,146
2016,Genève,50-59,58
2016,Genève,60-69,19
2016,Genève,70-79,4
2016,Genève,80-89,3
2016,Glarus,10-19,0
2016,Glarus,20-29,41
2016,Glarus,30-39,41
2016,Glarus,40-49,8
2016,Glarus,50-59,5
2016,Glarus,60-69,2
2016,Glarus,70-79,0
2016,Glarus,80-89,0
2016,Graubünden / Grigioni / Grischun,10-19,0
2016,Graubünden / Grigioni / Grischun,20-29,186
2016,Graubünden / Grigioni / Grischun,30-39,275
2016,Graubünden / Grigioni / Grischun,40-49,45
2016,Graubünden / Grigioni / Grischun,50-59,26
2016,Graubünden / Grigioni / Grischun,60-69,5
2016,Graubünden / Grigioni / Grischun,70-79,1
2016,Graubünden / Grigioni / Grischun,80-89,0
2016,Jura,10-19,0
2016,Jura,20-29,83
2016,Jura,30-39,41
2016,Jura,40-49,12
2016,Jura,50-59,11
2016,Jura,60-69,1
2016,Jura,70-79,0
2016,Jura,80-89,0
2016,Luzern,10-19,0
2016,Luzern,20-29,460
2016,Luzern,30-39,655
2016,Luzern,40-49,83
2016,Luzern,50-59,58
2016,Luzern,60-69,8
2016,Luzern,70-79,0
2016,Luzern,80-89,0
2016,Neuchâtel,10-19,0
2016,Neuchâtel,20-29,194
2016,Neuchâtel,30-39,132
2016,Neuchâtel,40-49,32
2016,Neuchâtel,50-59,13
2016,Neuchâtel,60-69,6
2016,Neuchâtel,70-79,1
2016,Neuchâtel,80-89,0
2016,Nidwalden,10-19,0
2016,Nidwalden,20-29,35
2016,Nidwalden,30-39,79
2016,Nidwalden,40-49,7
2016,Nidwalden,50-59,3
2016,Nidwalden,60-69,1
2016,Nidwalden,70-79,0
2016,Nidwalden,80-89,0
2016,Obwalden,10-19,0
2016,Obwalden,20-29,27
2016,Obwalden,30-39,50
2016,Obwalden,40-49,9
2016,Obwalden,50-59,2
2016,Obwalden,60-69,1
2016,Obwalden,70-79,0
2016,Obwalden,80-89,0
2016,Schaffhausen,10-19,0
2016,Schaffhausen,20-29,91
2016,Schaffhausen,30-39,105
2016,Schaffhausen,40-49,19
2016,Schaffhausen,50-59,12
2016,Schaffhausen,60-69,1
2016,Schaffhausen,70-79,1
2016,Schaffhausen,80-89,0
2016,Schwyz,10-19,1
2016,Schwyz,20-29,151
2016,Schwyz,30-39,243
2016,Schwyz,40-49,42
2016,Schwyz,50-59,20
2016,Schwyz,60-69,4
2016,Schwyz,70-79,1
2016,Schwyz,80-89,0
2016,Solothurn,10-19,1
2016,Solothurn,20-29,304
2016,Solothurn,30-39,345
2016,Solothurn,40-49,67
2016,Solothurn,50-59,52
2016,Solothurn,60-69,8
2016,Solothurn,70-79,0
2016,Solothurn,80-89,2
2016,St. Gallen,10-19,1
2016,St. Gallen,20-29,675
2016,St. Gallen,30-39,714
2016,St. Gallen,40-49,119
2016,St. Gallen,50-59,71
2016,St. Gallen,60-69,19
2016,St. Gallen,70-79,5
2016,St. Gallen,80-89,1
2016,Thurgau,10-19,1
2016,Thurgau,20-29,337
2016,Thurgau,30-39,364
2016,Thurgau,40-49,71
2016,Thurgau,50-59,54
2016,Thurgau,60-69,8
2016,Thurgau,70-79,2
2016,Thurgau,80-89,0
2016,Ticino,10-19,0
2016,Ticino,20-29,228
2016,Ticino,30-39,366
2016,Ticino,40-49,116
2016,Ticino,50-59,50
2016,Ticino,60-69,11
2016,Ticino,70-79,3
2016,Ticino,80-89,0
2016,Uri,10-19,0
2016,Uri,20-29,35
2016,Uri,30-39,43
2016,Uri,40-49,6
2016,Uri,50-59,7
2016,Uri,60-69,0
2016,Uri,70-79,0
2016,Uri,80-89,0
2016,Valais / Wallis,10-19,1
2016,Valais / Wallis,20-29,387
2016,Valais / Wallis,30-39,364
2016,Valais / Wallis,40-49,59
2016,Valais / Wallis,50-59,40
2016,Valais / Wallis,60-69,9
2016,Valais / Wallis,70-79,0
2016,Valais / Wallis,80-89,0
2016,Vaud,10-19,3
2016,Vaud,20-29,809
2016,Vaud,30-39,935
2016,Vaud,40-49,190
2016,Vaud,50-59,93
2016,Vaud,60-69,22
2016,Vaud,70-79,5
2016,Vaud,80-89,1
2016,Zug,10-19,0
2016,Zug,20-29,94
2016,Zug,30-39,219
2016,Zug,40-49,39
2016,Zug,50-59,24
2016,Zug,60-69,2
2016,Zug,70-79,1
2016,Zug,80-89,0
2016,Zürich,10-19,8
2016,Zürich,20-29,1633
2016,Zürich,30-39,2616
2016,Zürich,40-49,434
2016,Zürich,50-59,245
2016,Zürich,60-69,58
2016,Zürich,70-79,13
2016,Zürich,80-89,3
2017,Aargau,10-19,0
2017,Aargau,20-29,811
2017,Aargau,30-39,924
2017,Aargau,40-49,180
2017,Aargau,50-59,105
2017,Aargau,60-69,20
2017,Aargau,70-79,4
2017,Aargau,80-89,0
2017,Appenzell Ausserrhoden,10-19,0
2017,Appenzell Ausserrhoden,20-29,57
2017,Appenzell Ausserrhoden,30-39,83
2017,Appenzell Ausserrhoden,40-49,13
2017,Appenzell Ausserrhoden,50-59,12
2017,Appenzell Ausserrhoden,60-69,2
2017,Appenzell Ausserrhoden,70-79,2
2017,Appenzell Ausserrhoden,80-89,0
2017,Appenzell Innerrhoden,10-19,0
2017,Appenzell Innerrhoden,20-29,17
2017,Appenzell Innerrhoden,30-39,20
2017,Appenzell Innerrhoden,40-49,3
2017,Appenzell Innerrhoden,50-59,2
2017,Appenzell Innerrhoden,60-69,0
2017,Appenzell Innerrhoden,70-79,0
2017,Appenzell Innerrhoden,80-89,0
2017,Basel-Landschaft,10-19,0
2017,Basel-Landschaft,20-29,239
2017,Basel-Landschaft,30-39,342
2017,Basel-Landschaft,40-49,72
2017,Basel-Landschaft,50-59,62
2017,Basel-Landschaft,60-69,12
2017,Basel-Landschaft,70-79,3
2017,Basel-Landschaft,80-89,0
2017,Basel-Stadt,10-19,0
2017,Basel-Stadt,20-29,185
2017,Basel-Stadt,30-39,315
2017,Basel-Stadt,40-49,57
2017,Basel-Stadt,50-59,34
2017,Basel-Stadt,60-69,9
2017,Basel-Stadt,70-79,1
2017,Basel-Stadt,80-89,0
2017,Bern / Berne,10-19,3
2017,Bern / Berne,20-29,1109
2017,Bern / Berne,30-39,1417
2017,Bern / Berne,40-49,261
2017,Bern / Berne,50-59,141
2017,Bern / Berne,60-69,36
2017,Bern / Berne,70-79,3
2017,Bern / Berne,80-89,2
2017,Fribourg / Freiburg,10-19,1
2017,Fribourg / Freiburg,20-29,328
2017,Fribourg / Freiburg,30-39,332
2017,Fribourg / Freiburg,40-49,66
2017,Fribourg / Freiburg,50-59,32
2017,Fribourg / Freiburg,60-69,6
2017,Fribourg / Freiburg,70-79,1
2017,Fribourg / Freiburg,80-89,0
2017,Genève,10-19,3
2017,Genève,20-29,450
2017,Genève,30-39,568
2017,Genève,40-49,124
2017,Genève,50-59,64
2017,Genève,60-69,18
2017,Genève,70-79,8
2017,Genève,80-89,1
2017,Glarus,10-19,0
2017,Glarus,20-29,45
2017,Glarus,30-39,46
2017,Glarus,40-49,8
2017,Glarus,50-59,5
2017,Glarus,60-69,2
2017,Glarus,70-79,0
2017,Glarus,80-89,0
2017,Graubünden / Grigioni / Grischun,10-19,1
2017,Graubünden / Grigioni / Grischun,20-29,169
2017,Graubünden / Grigioni / Grischun,30-39,274
2017,Graubünden / Grigioni / Grischun,40-49,31
2017,Graubünden / Grigioni / Grischun,50-59,30
2017,Graubünden / Grigioni / Grischun,60-69,7
2017,Graubünden / Grigioni / Grischun,70-79,2
2017,Graubünden / Grigioni / Grischun,80-89,0
2017,Jura,10-19,2
2017,Jura,20-29,93
2017,Jura,30-39,60
2017,Jura,40-49,10
2017,Jura,50-59,12
2017,Jura,60-69,2
2017,Jura,70-79,0
2017,Jura,80-89,0
2017,Luzern,10-19,0
2017,Luzern,20-29,427
2017,Luzern,30-39,677
2017,Luzern,40-49,71
2017,Luzern,50-59,44
2017,Luzern,60-69,12
2017,Luzern,70-79,2
2017,Luzern,80-89,1
2017,Neuchâtel,10-19,1
2017,Neuchâtel,20-29,190
2017,Neuchâtel,30-39,162
2017,Neuchâtel,40-49,33
2017,Neuchâtel,50-59,13
2017,Neuchâtel,60-69,3
2017,Neuchâtel,70-79,1
2017,Neuchâtel,80-89,0
2017,Nidwalden,10-19,0
2017,Nidwalden,20-29,55
2017,Nidwalden,30-39,65
2017,Nidwalden,40-49,4
2017,Nidwalden,50-59,7
2017,Nidwalden,60-69,1
2017,Nidwalden,70-79,0
2017,Nidwalden,80-89,0
2017,Obwalden,10-19,0
2017,Obwalden,20-29,42
2017,Obwalden,30-39,48
2017,Obwalden,40-49,8
2017,Obwalden,50-59,2
2017,Obwalden,60-69,3
2017,Obwalden,70-79,0
2017,Obwalden,80-89,0
2017,Schaffhausen,10-19,1
2017,Schaffhausen,20-29,83
2017,Schaffhausen,30-39,82
2017,Schaffhausen,40-49,20
2017,Schaffhausen,50-59,23
2017,Schaffhausen,60-69,4
2017,Schaffhausen,70-79,0
2017,Schaffhausen,80-89,0
2017,Schwyz,10-19,0
2017,Schwyz,20-29,156
2017,Schwyz,30-39,208
2017,Schwyz,40-49,46
2017,Schwyz,50-59,22
2017,Schwyz,60-69,3
2017,Schwyz,70-79,2
2017,Schwyz,80-89,0
2017,Solothurn,10-19,2
2017,Solothurn,20-29,311
2017,Solothurn,30-39,320
2017,Solothurn,40-49,62
2017,Solothurn,50-59,48
2017,Solothurn,60-69,10
2017,Solothurn,70-79,1
2017,Solothurn,80-89,0
2017,St. Gallen,10-19,3
2017,St. Gallen,20-29,642
2017,St. Gallen,30-39,640
2017,St. Gallen,40-49,112
2017,St. Gallen,50-59,60
2017,St. Gallen,60-69,17
2017,St. Gallen,70-79,3
2017,St. Gallen,80-89,0
2017,Thurgau,10-19,1
2017,Thurgau,20-29,353
2017,Thurgau,30-39,352
2017,Thurgau,40-49,62
2017,Thurgau,50-59,51
2017,Thurgau,60-69,10
2017,Thurgau,70-79,5
2017,Thurgau,80-89,1
2017,Ticino,10-19,0
2017,Ticino,20-29,222
2017,Ticino,30-39,328
2017,Ticino,40-49,104
2017,Ticino,50-59,52
2017,Ticino,60-69,12
2017,Ticino,70-79,5
2017,Ticino,80-89,4
2017,Uri,10-19,0
2017,Uri,20-29,39
2017,Uri,30-39,54
2017,Uri,40-49,7
2017,Uri,50-59,7
2017,Uri,60-69,0
2017,Uri,70-79,0
2017,Uri,80-89,0
2017,Valais / Wallis,10-19,0
2017,Valais / Wallis,20-29,365
2017,Valais / Wallis,30-39,375
2017,Valais / Wallis,40-49,60
2017,Valais / Wallis,50-59,35
2017,Valais / Wallis,60-69,8
2017,Valais / Wallis,70-79,0
2017,Valais / Wallis,80-89,1
2017,Vaud,10-19,0
2017,Vaud,20-29,770
2017,Vaud,30-39,893
2017,Vaud,40-49,182
2017,Vaud,50-59,83
