Year,Canton,unemployment
1994,Thurgau,3.0056114398422094
1994,Ticino,6.632534516765286
1994,Uri,1.0179191321499022
1994,Valais / Wallis,4.163303747534517
1994,Vaud,6.4756114398422095
1994,Zug,3.0517652859960562
1994,Zürich,3.4279191321499014
1995,Aargau,2.71561143984221
1995,Appenzell Ausserrhoden,1.8486883629191335
1995,Appenzell Innerrhoden,1.5890729783037485
1995,Basel-Landschaft,3.0879191321499024
1995,Basel-Stadt,4.939457593688363
1995,Bern / Berne,2.2502268244575943
1995,Fribourg / Freiburg,3.6040729783037473
1995,Genève,9.3179191321499
1995,Glarus,1.9517652859960561
1995,Graubünden / Grigioni / Grischun,1.0602268244575943
1995,Jura,4.386380670611439
1995,Luzern,1.7709960552268251
1995,Neuchâtel,6.204072978303747
1995,Nidwalden,0.7425345167652866
1995,Obwalden,0.8624063116370815
1995,Schaffhausen,3.1786883629191336
1995,Schwyz,1.5286883629191332
1995,Solothurn,2.744842209072979
1995,St. Gallen,2.5417652859960556
1995,Thurgau,2.5056114398422094
1995,Ticino,6.132534516765286
1995,Uri,0.5179191321499022
1995,Valais / Wallis,3.6633037475345174
1995,Vaud,5.9756114398422095
1995,Zug,2.5517652859960562
1995,Zürich,2.9279191321499014
1996,Aargau,3.3156114398422103
1996,Appenzell Ausserrhoden,2.4486883629191336
1996,Appenzell Innerrhoden,2.1890729783037486
1996,Basel-Landschaft,3.6879191321499025
1996,Basel-Stadt,5.539457593688363
1996,Bern / Berne,2.8502268244575943
1996,Fribourg / Freiburg,4.204072978303747
1996,Genève,9.9179191321499
1996,Glarus,2.5517652859960562
1996,Graubünden / Grigioni / Grischun,1.6602268244575944
1996,Jura,4.98638067061144
1996,Luzern,2.370996055226825
1996,Neuchâtel,6.804072978303748
1996,Nidwalden,1.3425345167652867
1996,Obwalden,1.4624063116370816
1996,Schaffhausen,3.7786883629191337
1996,Schwyz,2.1286883629191333
1996,Solothurn,3.3448422090729792
1996,St. Gallen,3.1417652859960556
1996,Thurgau,3.1056114398422094
1996,Ticino,6.732534516765287
1996,Uri,1.1179191321499022
1996,Valais / Wallis,4.2633037475345175
1996,Vaud,6.57561143984221
1996,Zug,3.1517652859960563
1996,Zürich,3.5279191321499015
1997,Aargau,3.7156114398422098
1997,Appenzell Ausserrhoden,2.848688362919133
1997,Appenzell Innerrhoden,2.589072978303748
1997,Basel-Landschaft,4.087919132149902
1997,Basel-Stadt,5.9394575936883625
1997,Bern / Berne,3.250226824457594
1997,Fribourg / Freiburg,4.604072978303747
1997,Genève,10.3179191321499
1997,Glarus,2.9517652859960557
1997,Graubünden / Grigioni / Grischun,2.060226824457594
1997,Jura,5.386380670611439
1997,Luzern,2.7709960552268247
1997,Neuchâtel,7.204072978303747
1997,Nidwalden,1.7425345167652861
1997,Obwalden,1.862406311637081
1997,Schaffhausen,4.178688362919133
1997,Schwyz,2.528688362919133
1997,Solothurn,3.7448422090729787
1997,St. Gallen,3.541765285996055
1997,Thurgau,3.505611439842209
1997,Ticino,7.132534516765286
1997,Uri,1.5179191321499017
1997,Valais / Wallis,4.663303747534517
1997,Vaud,6.9756114398422095
1997,Zug,3.551765285996056
1997,Zürich,3.927919132149901
1998,Aargau,3.21561143984221
1998,Appenzell Ausserrhoden,2.3486883629191335
1998,Appenzell Innerrhoden,2.0890729783037485
1998,Basel-Landschaft,3.5879191321499024
1998,Basel-Stadt,5.439457593688363
1998,Bern / Berne,2.7502268244575943
1998,Fribourg / Freiburg,4.104072978303748
1998,Genève,9.8179191321499
1998,Glarus,2.451765285996056
1998,Graubünden / Grigioni / Grischun,1.5602268244575943
1998,Jura,4.886380670611439
1998,Luzern,2.270996055226825
1998,Neuchâtel,6.704072978303747
1998,Nidwalden,1.2425345167652866
1998,Obwalden,1.3624063116370815
1998,Schaffhausen,3.6786883629191336
1998,Schwyz,2.0286883629191332
1998,Solothurn,3.244842209072979
1998,St. Gallen,3.0417652859960556
1998,Thurgau,3.0056114398422094
1998,Ticino,6.632534516765286
1998,Uri,1.0179191321499022
1998,Valais / Wallis,4.163303747534517
1998,Vaud,6.4756114398422095
1998,Zug,3.0517652859960562
1998,Zürich,3.4279191321499014
1999,Aargau,2.71561143984221
1999,Appenzell Ausserrhoden,1.8486883629191335
1999,Appenzell Innerrhoden,1.5890729783037485
1999,Basel-Landschaft,3.0879191321499024
1999,Basel-Stadt,4.939457593688363
1999,Bern / Berne,2.2502268244575943
1999,Fribourg / Freiburg,3.6040729783037473
1999,Genève,9.3179191321499
1999,Glarus,1.9517652859960561
1999,Graubünden / Grigioni / Grischun,1.0602268244575943
1999,Jura,4.386380670611439
1999,Luzern,1.7709960552268251
1999,Neuchâtel,6.204072978303747
1999,Nidwalden,0.7425345167652866
1999,Obwalden,0.8624063116370815
1999,Schaffhausen,3.1786883629191336
1999,Schwyz,1.5286883629191332
1999,Solothurn,2.744842209072979
1999,St. Gallen,2.5417652859960556
1999,Thurgau,2.5056114398422094
1999,Ticino,6.132534516765286
1999,Uri,0.5179191321499022
1999,Valais / Wallis,3.6633037475345174
1999,Vaud,5.9756114398422095
1999,Zug,2.5517652859960562
1999,Zürich,2.9279191321499014
2000,Aargau,2.3156114398422103
2000,Appenzell Ausserrhoden,1.4486883629191336
2000,Appenzell Innerrhoden,1.1890729783037486
2000,Basel-Landschaft,2.6879191321499025
2000,Basel-Stadt,4.539457593688363
2000,Bern / Berne,1.8502268244575943
2000,Fribourg / Freiburg,3.2040729783037474
2000,Genève,8.9179191321499
2000,Glarus,1.5517652859960562
2000,Graubünden / Grigioni / Grischun,0.6602268244575944
2000,Jura,3.9863806706114397
2000,Luzern,1.3709960552268252
2000,Neuchâtel,5.804072978303748
2000,Nidwalden,0.3425345167652867
2000,Obwalden,0.46240631163708157
2000,Schaffhausen,2.7786883629191337
2000,Schwyz,1.1286883629191333
2000,Solothurn,2.3448422090729792
2000,St. Gallen,2.1417652859960556
2000,Thurgau,2.1056114398422094
2000,Ticino,5.732534516765287
2000,Uri,0.11791913214990224
2000,Valais / Wallis,3.2633037475345175
2000,Vaud,5.57561143984221
2000,Zug,2.1517652859960563
2000,Zürich,2.5279191321499015
2001,Aargau,2.11561143984221
2001,Appenzell Ausserrhoden,1.2486883629191334
2001,Appenzell Innerrhoden,0.9890729783037484
2001,Basel-Landschaft,2.4879191321499023
2001,Basel-Stadt,4.339457593688363
2001,Bern / Berne,1.6502268244575942
2001,Fribourg / Freiburg,3.004072978303747
2001,Genève,8.717919132149898
2001,Glarus,1.351765285996056
2001,Graubünden / Grigioni / Grischun,0.4602268244575942
2001,Jura,3.7863806706114396
2001,Luzern,1.170996055226825
2001,Neuchâtel,5.604072978303748
2001,Nidwalden,0.1425345167652865
2001,Obwalden,0.2624063116370814
2001,Schaffhausen,2.5786883629191335
2001,Schwyz,0.9286883629191331
2001,Solothurn,2.144842209072979
2001,St. Gallen,1.9417652859960555
2001,Thurgau,1.9056114398422093
2001,Ticino,5.532534516765287
2001,Uri,0.1
2001,Valais / Wallis,3.0633037475345173
2001,Vaud,5.37561143984221
2001,Zug,1.9517652859960561
2001,Zürich,2.3279191321499013
2002,Aargau,2.51561143984221
2002,Appenzell Ausserrhoden,1.6486883629191333
2002,Appenzell Innerrhoden,1.3890729783037483
2002,Basel-Landschaft,2.8879191321499023
2002,Basel-Stadt,4.739457593688362
2002,Bern / Berne,2.050226824457594
2002,Fribourg / Freiburg,3.404072978303747
2002,Genève,9.117919132149899
2002,Glarus,1.751765285996056
2002,Graubünden / Grigioni / Grischun,0.8602268244575941
2002,Jura,4.18638067061144
2002,Luzern,1.570996055226825
2002,Neuchâtel,6.004072978303748
2002,Nidwalden,0.5425345167652864
2002,Obwalden,0.6624063116370813
2002,Schaffhausen,2.9786883629191334
2002,Schwyz,1.328688362919133
2002,Solothurn,2.544842209072979
2002,St. Gallen,2.3417652859960554
2002,Thurgau,2.305611439842209
2002,Ticino,5.932534516765287
2002,Uri,0.317919132149902
2002,Valais / Wallis,3.463303747534517
2002,Vaud,5.77561143984221
2002,Zug,2.351765285996056
2002,Zürich,2.7279191321499012
2003,Aargau,3.7156114398422098
2003,Appenzell Ausserrhoden,2.848688362919133
2003,Appenzell Innerrhoden,2.589072978303748
2003,Basel-Landschaft,4.087919132149902
2003,Basel-Stadt,5.9394575936883625
2003,Bern / Berne,3.250226824457594
2003,Fribourg / Freiburg,4.604072978303747
2003,Genève,10.3179191321499
2003,Glarus,2.9517652859960557
2003,Graubünden / Grigioni / Grischun,2.060226824457594
2003,Jura,5.386380670611439
2003,Luzern,2.7709960552268247
2003,Neuchâtel,7.204072978303747
2003,Nidwalden,1.7425345167652861
2003,Obwalden,1.862406311637081
2003,Schaffhausen,4.178688362919133
2003,Schwyz,2.528688362919133
2003,Solothurn,3.7448422090729787
2003,St. Gallen,3.541765285996055
2003,Thurgau,3.505611439842209
2003,Ticino,7.132534516765286
2003,Uri,1.5179191321499017
2003,Valais / Wallis,4.663303747534517
2003,Vaud,6.9756114398422095
2003,Zug,3.551765285996056
2003,Zürich,3.927919132149901
2004,Aargau,3.91561143984221
2004,Appenzell Ausserrhoden,3.0486883629191333
2004,Appenzell Innerrhoden,2.7890729783037482
2004,Basel-Landschaft,4.287919132149902
2004,Basel-Stadt,6.139457593688363
2004,Bern / Berne,3.450226824457594
2004,Fribourg / Freiburg,4.804072978303747
2004,Genève,10.517919132149899
2004,Glarus,3.151765285996056
2004,Graubünden / Grigioni / Grischun,2.260226824457594
2004,Jura,5.586380670611439
2004,Luzern,2.970996055226825
2004,Neuchâtel,7.4040729783037476
2004,Nidwalden,1.9425345167652863
2004,Obwalden,2.062406311637081
2004,Schaffhausen,4.378688362919133
2004,Schwyz,2.728688362919133
2004,Solothurn,3.944842209072979
2004,St. Gallen,3.7417652859960553
2004,Thurgau,3.705611439842209
2004,Ticino,7.3325345167652864
2004,Uri,1.7179191321499019
2004,Valais / Wallis,4.863303747534517
2004,Vaud,7.17561143984221
2004,Zug,3.751765285996056
2004,Zürich,4.127919132149901
2005,Aargau,4.0156114398422105
2005,Appenzell Ausserrhoden,3.148688362919134
2005,Appenzell Innerrhoden,2.8890729783037488
2005,Basel-Landschaft,4.387919132149903
2005,Basel-Stadt,6.239457593688363
2005,Bern / Berne,3.5502268244575945
2005,Fribourg / Freiburg,4.9040729783037476
2005,Genève,10.6179191321499
2005,Glarus,3.2517652859960564
2005,Graubünden / Grigioni / Grischun,2.3602268244575946
2005,Jura,5.68638067061144
2005,Luzern,3.0709960552268254
2005,Neuchâtel,7.504072978303748
2005,Nidwalden,2.042534516765287
2005,Obwalden,2.1624063116370817
2005,Schaffhausen,4.478688362919134
2005,Schwyz,2.8286883629191335
2005,Solothurn,4.044842209072979
2005,St. Gallen,3.841765285996056
2005,Thurgau,3.8056114398422096
2005,Ticino,7.432534516765287
2005,Uri,1.8179191321499024
2005,Valais / Wallis,4.963303747534518
2005,Vaud,7.27561143984221
2005,Zug,3.8517652859960565
2005,Zürich,4.227919132149902
2006,Aargau,3.61561143984221
2006,Appenzell Ausserrhoden,2.7486883629191334
2006,Appenzell Innerrhoden,2.4890729783037484
2006,Basel-Landschaft,3.9879191321499023
2006,Basel-Stadt,5.839457593688363
2006,Bern / Berne,3.150226824457594
2006,Fribourg / Freiburg,4.504072978303747
2006,Genève,10.217919132149898
2006,Glarus,2.851765285996056
2006,Graubünden / Grigioni / Grischun,1.9602268244575942
2006,Jura,5.28638067061144
2006,Luzern,2.670996055226825
2006,Neuchâtel,7.104072978303748
2006,Nidwalden,1.6425345167652865
2006,Obwalden,1.7624063116370814
2006,Schaffhausen,4.0786883629191335
2006,Schwyz,2.428688362919133
2006,Solothurn,3.644842209072979
2006,St. Gallen,3.4417652859960555
2006,Thurgau,3.4056114398422093
2006,Ticino,7.032534516765287
2006,Uri,1.417919132149902
2006,Valais / Wallis,4.563303747534517
2006,Vaud,6.87561143984221
2006,Zug,3.451765285996056
2006,Zürich,3.8279191321499013
2007,Aargau,3.21561143984221
2007,Appenzell Ausserrhoden,2.3486883629191335
2007,Appenzell Innerrhoden,2.0890729783037485
2007,Basel-Landschaft,3.5879191321499024
2007,Basel-Stadt,5.439457593688363
2007,Bern / Berne,2.7502268244575943
2007,Fribourg / Freiburg,4.104072978303748
2007,Genève,9.8179191321499
2007,Glarus,2.451765285996056
2007,Graubünden / Grigioni / Grischun,1.5602268244575943
2007,Jura,4.886380670611439
2007,Luzern,2.270996055226825
2007,Neuchâtel,6.704072978303747
2007,Nidwalden,1.2425345167652866
2007,Obwalden,1.3624063116370815
2007,Schaffhausen,3.6786883629191336
2007,Schwyz,2.0286883629191332
2007,Solothurn,3.244842209072979
2007,St. Gallen,3.0417652859960556
2007,Thurgau,3.0056114398422094
2007,Ticino,6.632534516765286
2007,Uri,1.0179191321499022
2007,Valais / Wallis,4.163303747534517
2007,Vaud,6.4756114398422095
2007,Zug,3.0517652859960562
2007,Zürich,3.4279191321499014
2008,Aargau,3.01561143984221
2008,Appenzell Ausserrhoden,2.1486883629191333
2008,Appenzell Innerrhoden,1.8890729783037483
2008,Basel-Landschaft,3.3879191321499023
2008,Basel-Stadt,5.239457593688362
2008,Bern / Berne,2.550226824457594
2008,Fribourg / Freiburg,3.904072978303747
2008,Genève,9.617919132149899
2008,Glarus,2.251765285996056
2008,Graubünden / Grigioni / Grischun,1.3602268244575941
2008,Jura,4.68638067061144
2008,Luzern,2.070996055226825
2008,Neuchâtel,6.504072978303748
2008,Nidwalden,1.0425345167652864
2008,Obwalden,1.1624063116370813
2008,Schaffhausen,3.4786883629191334
2008,Schwyz,1.828688362919133
2008,Solothurn,3.044842209072979
2008,St. Gallen,2.8417652859960554
2008,Thurgau,2.805611439842209
2008,Ticino,6.432534516765287
2008,Uri,0.817919132149902
2008,Valais / Wallis,3.963303747534517
2008,Vaud,6.27561143984221
2008,Zug,2.851765285996056
2008,Zürich,3.2279191321499012
2009,Aargau,3.7156114398422098
2009,Appenzell Ausserrhoden,2.848688362919133
2009,Appenzell Innerrhoden,2.589072978303748
2009,Basel-Landschaft,4.087919132149902
2009,Basel-Stadt,5.9394575936883625
2009,Bern / Berne,3.250226824457594
2009,Fribourg / Freiburg,4.604072978303747
2009,Genève,10.3179191321499
2009,Glarus,2.9517652859960557
2009,Graubünden / Grigioni / Grischun,2.060226824457594
2009,Jura,5.386380670611439
2009,Luzern,2.7709960552268247
2009,Neuchâtel,7.204072978303747
2009,Nidwalden,1.7425345167652861
2009,Obwalden,1.862406311637081
2009,Schaffhausen,4.178688362919133
2009,Schwyz,2.528688362919133
2009,Solothurn,3.7448422090729787
2009,St. Gallen,3.541765285996055
2009,Thurgau,3.505611439842209
2009,Ticino,7.132534516765286
2009,Uri,1.5179191321499017
2009,Valais / Wallis,4.663303747534517
2009,Vaud,6.9756114398422095
2009,Zug,3.551765285996056
2009,Zürich,3.927919132149901
2010,Aargau,3.42
2010,Appenzell Ausserrhoden,3.65
2010,Basel-Landschaft,3.73
2010,Basel-Stadt,7.04
2010,Bern / Berne,3.54
2010,Fribourg / Freiburg,3.65
2010,Genève,9.71
2010,Glarus,1.96
2010,Graubünden / Grigioni / Grischun,2.5
2010,Jura,5.39
2010,Luzern,3.22
2010,Neuchâtel,7.28
2010,Nidwalden,2.43
2010,Obwalden,1.76
2010,Schaffhausen,4.55
2010,Schwyz,2.88
