"Year","Canton","Less than 20 years Less than 20 years","Less than 20 years 20-29 years","Less than 20 years 30-39 years","Less than 20 years 40-49 years","Less than 20 years 50-59 years","Less than 20 years 60-69 years","Less than 20 years 70-79 years","Less than 20 years 80-89 years","Less than 20 years 90 years or more","20-29 years Less than 20 years","20-29 years 20-29 years","20-29 years 30-39 years","20-29 years 40-49 years","20-29 years 50-59 years","20-29 years 60-69 years","20-29 years 70-79 years","20-29 years 80-89 years","20-29 years 90 years or more","30-39 years Less than 20 years","30-39 years 20-29 years","30-39 years 30-39 years","30-39 years 40-49 years","30-39 years 50-59 years","30-39 years 60-69 years","30-39 years 70-79 years","30-39 years 80-89 years","30-39 years 90 years or more","40-49 years Less than 20 years","40-49 years 20-29 years","40-49 years 30-39 years","40-49 years 40-49 years","40-49 years 50-59 years","40-49 years 60-69 years","40-49 years 70-79 years","40-49 years 80-89 years","40-49 years 90 years or more","50-59 years Less than 20 years","50-59 years 20-29 years","50-59 years 30-39 years","50-59 years 40-49 years","50-59 years 50-59 years","50-59 years 60-69 years","50-59 years 70-79 years","50-59 years 80-89 years","50-59 years 90 years or more","60-69 years Less than 20 years","60-69 years 20-29 years","60-69 years 30-39 years","60-69 years 40-49 years","60-69 years 50-59 years","60-69 years 60-69 years","60-69 years 70-79 years","60-69 years 80-89 years","60-69 years 90 years or more","70-79 years Less than 20 years","70-79 years 20-29 years","70-79 years 30-39 years","70-79 years 40-49 years","70-79 years 50-59 years","70-79 years 60-69 years","70-79 years 70-79 years","70-79 years 80-89 years","70-79 years 90 years or more","80-89 years Less than 20 years","80-89 years 20-29 years","80-89 years 30-39 years","80-89 years 40-49 years","80-89 years 50-59 years","80-89 years 60-69 years","80-89 years 70-79 years","80-89 years 80-89 years","80-89 years 90 years or more","90 years or more Less than 20 years","90 years or more 20-29 years","90 years or more 30-39 years","90 years or more 40-49 years","90 years or more 50-59 years","90 years or more 60-69 years","90 years or more 70-79 years","90 years or more 80-89 years","90 years or more 90 years or more"
"1983","Valais / Wallis",0,0,0,0,0,0,0,0,0,0,44,5,0,0,0,0,0,0,0,40,65,2,0,0,0,0,0,0,2,24,36,2,0,0,0,0,0,1,1,7,13,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983","Neuchâtel",0,0,0,0,0,0,0,0,0,0,37,11,1,0,0,0,0,0,0,52,103,15,0,0,0,0,0,0,1,36,53,1,0,1,0,0,0,1,3,15,10,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1983","Genève",0,0,0,0,0,0,0,0,0,0,106,37,2,2,1,0,0,0,0,83,324,39,4,0,0,0,0,0,13,96,164,19,0,0,0,0,0,0,12,35,44,7,0,0,0,0,0,3,6,11,9,3,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1983","Jura",0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,9,31,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Zürich",0,0,0,0,0,0,0,0,0,3,267,66,7,4,1,0,0,0,0,277,653,76,2,2,0,0,0,0,24,298,430,21,1,0,0,0,0,2,32,120,107,14,2,0,0,0,0,5,18,20,25,2,0,0,0,1,0,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Bern / Berne",0,0,0,0,0,0,0,0,0,2,200,30,1,1,0,0,0,0,0,172,391,33,2,0,0,0,0,0,7,168,236,18,0,0,0,0,0,2,17,76,69,5,0,0,0,0,0,0,6,15,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Luzern",0,0,0,0,0,0,0,0,0,1,43,6,0,0,0,0,0,0,0,52,98,9,1,0,0,0,0,0,5,44,61,5,0,0,0,0,0,1,1,17,11,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Uri",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Schwyz",0,0,0,0,0,0,0,0,0,1,17,5,0,0,0,0,0,0,0,19,28,4,0,0,0,0,0,0,0,18,17,3,0,0,0,0,0,1,4,5,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Obwalden",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Nidwalden",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Glarus",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,20,1,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Zug",0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,16,30,2,0,0,0,0,0,0,3,11,17,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Fribourg / Freiburg",0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,37,77,2,1,0,0,0,0,0,4,32,32,2,0,0,0,0,0,1,4,12,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Solothurn",0,0,0,0,0,0,0,0,0,0,43,6,1,0,0,0,0,0,0,60,120,16,1,0,0,0,0,0,3,47,48,4,1,0,0,0,0,1,1,14,10,1,1,0,0,0,0,0,4,5,4,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Basel-Stadt",0,0,0,0,0,0,0,0,0,0,37,13,2,0,0,0,0,0,0,38,125,15,2,0,0,0,0,0,7,26,77,6,0,0,0,0,0,0,5,26,26,4,0,0,0,0,0,1,1,10,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Basel-Landschaft",0,0,0,0,0,0,0,0,0,1,34,7,1,0,0,0,0,0,0,39,130,8,1,0,0,0,0,0,5,50,78,2,2,0,0,0,0,0,6,28,23,2,0,0,0,0,0,0,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Schaffhausen",0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,11,34,3,0,0,0,0,0,0,1,17,23,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Appenzell Ausserrhoden",0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,9,14,2,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Appenzell Innerrhoden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","St. Gallen",0,0,0,0,0,0,0,0,0,0,90,12,3,0,0,0,0,0,0,82,150,16,3,0,0,0,0,0,6,67,92,7,0,1,0,0,0,1,5,33,26,2,0,0,0,0,1,0,2,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Graubünden / Grigioni / Grischun",0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,31,49,6,0,0,0,0,0,0,3,25,24,3,1,0,0,0,0,0,3,5,10,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Aargau",0,0,0,0,0,0,0,0,0,0,68,13,0,0,0,0,0,0,0,76,200,21,1,0,0,0,0,0,10,74,105,9,0,0,0,0,0,2,7,35,30,1,0,0,0,0,0,2,4,6,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Thurgau",0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,41,65,5,1,0,0,0,0,0,4,44,49,2,0,0,0,0,0,0,1,8,8,0,1,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Ticino",0,0,0,0,0,0,0,0,0,0,43,8,1,0,0,0,0,0,0,56,113,9,1,0,0,0,0,0,10,53,51,3,0,0,0,0,0,1,5,25,17,1,0,0,0,0,0,0,2,3,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Vaud",0,0,0,0,0,0,0,0,0,1,109,20,2,0,0,0,0,0,0,109,299,46,2,0,0,0,0,0,7,150,187,8,0,0,0,0,0,0,14,54,41,1,0,0,0,0,0,1,7,16,10,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1984","Valais / Wallis",0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,25,64,4,0,0,0,0,0,0,2,28,34,2,0,0,0,0,0,0,1,5,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Neuchâtel",1,0,0,0,0,0,0,0,0,0,44,9,0,0,0,0,0,0,0,42,92,10,0,0,0,0,0,0,5,35,51,2,0,0,0,0,0,1,4,15,17,1,0,0,0,0,0,2,2,3,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Genève",0,0,0,0,0,0,0,0,0,0,106,30,3,1,0,0,0,0,1,92,260,37,0,1,0,0,0,0,17,108,152,20,0,0,0,0,0,1,15,50,29,8,0,0,0,0,0,4,6,3,2,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1984","Jura",0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,13,19,2,0,0,0,0,0,0,1,9,10,0,0,0,0,0,0,0,1,3,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Zürich",0,1,0,0,0,0,0,0,0,4,258,78,9,3,0,0,1,0,0,279,661,66,3,1,0,0,0,0,38,280,430,24,2,0,0,0,0,6,31,132,103,10,0,0,0,0,1,3,22,36,30,4,0,0,0,1,0,1,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1985","Bern / Berne",0,0,0,0,0,0,0,0,0,0,161,37,3,0,0,0,0,0,1,152,389,40,3,1,0,0,0,0,14,182,256,18,2,0,0,0,0,1,9,84,74,4,0,0,0,0,1,1,7,19,7,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1985","Luzern",0,0,0,0,0,0,0,0,0,0,49,12,1,0,0,0,0,0,0,37,81,7,0,0,0,0,0,0,2,31,61,6,0,0,0,0,0,1,0,20,18,2,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Uri",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Schwyz",0,0,0,0,0,0,0,0,0,0,20,4,1,0,1,0,0,0,0,13,38,6,0,0,0,0,0,0,5,10,20,1,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Obwalden",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Nidwalden",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,1,1,7,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Glarus",0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,10,7,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Zug",0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,11,32,1,0,0,0,0,0,0,1,16,25,3,0,0,0,0,0,0,3,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Fribourg / Freiburg",0,0,0,0,0,0,0,0,0,0,37,5,1,0,0,0,0,0,0,36,64,5,0,0,0,0,0,0,2,29,41,1,1,0,0,0,0,0,0,9,7,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Solothurn",0,0,0,0,0,0,0,0,0,0,46,7,1,1,0,0,0,0,0,53,106,12,0,0,0,0,0,0,2,39,64,4,0,0,0,0,0,1,4,19,17,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Basel-Stadt",0,0,0,0,0,0,0,0,0,0,38,13,1,0,0,0,0,0,0,45,103,13,4,0,0,0,0,0,6,55,67,4,1,0,0,0,0,0,7,21,28,2,2,0,0,0,0,0,5,9,8,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Basel-Landschaft",0,0,0,0,0,0,0,0,0,0,50,7,2,0,0,0,0,0,0,42,124,21,2,0,0,0,0,0,4,57,92,8,0,0,0,0,0,0,3,23,25,1,1,0,0,0,0,1,5,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Schaffhausen",0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,8,28,2,0,0,0,0,0,0,3,18,17,1,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Appenzell Ausserrhoden",0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,5,16,2,0,0,0,0,0,0,0,9,13,1,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Appenzell Innerrhoden",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","St. Gallen",0,0,0,0,0,0,0,0,0,0,83,13,1,0,0,0,0,0,0,70,168,21,0,0,0,0,0,0,4,73,106,6,0,0,0,0,0,0,10,28,19,4,1,0,0,0,0,0,2,9,6,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Graubünden / Grigioni / Grischun",0,0,0,0,0,0,0,0,0,0,21,2,1,0,0,0,0,0,0,39,48,6,0,0,0,0,0,0,0,20,34,2,0,0,0,0,0,0,2,8,8,1,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Aargau",0,0,0,0,0,0,0,0,0,1,87,7,0,0,0,0,0,0,0,83,220,21,1,0,0,0,0,0,9,100,129,8,0,0,0,0,0,0,9,33,34,2,0,0,0,0,0,2,4,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Thurgau",0,0,0,0,0,0,0,0,0,0,29,12,1,0,0,0,0,0,0,38,87,8,0,0,0,0,0,0,2,30,35,4,0,0,0,0,0,1,4,13,13,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Ticino",0,0,0,0,0,0,0,0,0,0,41,10,0,0,0,1,0,0,0,42,116,14,1,0,0,0,0,0,5,47,76,6,0,0,0,0,0,1,1,23,12,2,1,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Vaud",0,0,0,0,0,0,0,0,0,1,101,18,3,0,0,0,0,0,0,118,306,32,3,0,0,0,0,0,10,123,184,12,2,0,0,0,0,2,18,64,59,1,0,0,0,0,1,0,7,13,11,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Valais / Wallis",0,0,0,0,0,0,0,0,0,0,36,6,1,0,0,0,0,0,0,33,67,6,0,0,0,0,0,0,2,17,31,3,1,0,0,0,0,0,4,6,8,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Neuchâtel",0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,0,0,0,0,36,85,16,0,0,0,0,0,1,4,39,48,1,0,0,0,0,0,0,4,17,21,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1985","Genève",0,0,0,0,0,0,0,0,0,0,120,39,3,0,0,0,0,0,0,95,245,36,4,2,0,0,0,0,15,101,116,17,0,0,0,0,0,4,11,39,38,2,1,0,0,0,0,1,6,13,16,2,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1985","Jura",0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,12,27,0,0,0,0,0,0,0,1,9,5,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1986","Zürich",0,0,0,0,0,0,0,0,0,2,260,55,6,2,0,0,0,0,0,290,615,70,6,0,0,0,0,0,37,294,443,28,3,0,0,0,0,1,31,140,132,7,1,0,0,0,0,7,22,32,29,0,1,0,0,1,0,2,1,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Bern / Berne",0,0,0,0,0,0,0,0,0,0,158,27,2,0,0,0,0,0,0,152,383,37,1,0,0,0,0,0,15,158,250,21,2,0,0,0,0,1,14,84,68,8,0,0,0,0,0,1,9,19,16,3,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Luzern",0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,38,101,10,1,0,0,0,0,0,4,34,51,9,0,0,0,0,0,0,1,21,13,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Uri",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Schwyz",0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,16,43,3,0,0,0,0,0,0,4,16,19,3,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Obwalden",0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Nidwalden",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,8,10,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Glarus",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,1,6,9,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Zug",0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,13,24,2,0,0,0,0,0,0,0,15,26,1,0,0,0,0,0,0,3,8,7,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Fribourg / Freiburg",0,0,0,0,0,0,0,0,0,0,22,5,1,0,0,0,0,0,0,35,58,10,0,0,0,0,0,0,4,33,37,2,1,0,0,0,0,1,2,8,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1986","Solothurn",0,0,0,0,0,0,0,0,0,0,43,16,0,1,0,0,0,0,1,52,100,12,3,0,0,0,0,0,9,41,56,11,0,0,0,0,0,0,1,22,24,1,0,0,0,0,0,1,2,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Basel-Stadt",0,0,0,0,0,0,0,0,0,0,50,15,1,0,0,0,0,0,0,42,109,15,1,0,0,0,0,0,6,45,73,1,0,0,0,0,0,1,5,33,15,1,0,0,0,0,0,0,2,8,7,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1986","Basel-Landschaft",0,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,0,0,0,42,130,14,2,0,0,0,0,0,2,52,97,7,0,0,0,0,0,3,3,36,26,2,0,0,0,0,0,0,4,6,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Schaffhausen",0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,0,0,0,14,42,3,0,0,0,0,0,0,1,20,31,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Appenzell Ausserrhoden",0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,12,16,1,0,0,0,0,0,0,0,3,12,2,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Appenzell Innerrhoden",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","St. Gallen",0,0,0,0,0,0,0,0,0,1,86,18,0,0,0,0,0,0,0,85,144,14,0,0,1,0,0,0,12,75,113,8,1,0,0,0,0,0,7,29,21,4,0,0,0,0,0,0,7,9,8,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","Graubünden / Grigioni / Grischun",0,0,0,0,0,0,0,0,0,0,19,2,1,0,0,0,0,0,0,21,46,2,0,0,0,0,0,0,0,24,38,3,1,0,0,0,0,0,3,12,11,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
