"Year","Canton","Less than 20 years Less than 20 years","Less than 20 years 20-29 years","Less than 20 years 30-39 years","Less than 20 years 40-49 years","Less than 20 years 50-59 years","Less than 20 years 60-69 years","Less than 20 years 70-79 years","Less than 20 years 80-89 years","Less than 20 years 90 years or more","20-29 years Less than 20 years","20-29 years 20-29 years","20-29 years 30-39 years","20-29 years 40-49 years","20-29 years 50-59 years","20-29 years 60-69 years","20-29 years 70-79 years","20-29 years 80-89 years","20-29 years 90 years or more","30-39 years Less than 20 years","30-39 years 20-29 years","30-39 years 30-39 years","30-39 years 40-49 years","30-39 years 50-59 years","30-39 years 60-69 years","30-39 years 70-79 years","30-39 years 80-89 years","30-39 years 90 years or more","40-49 years Less than 20 years","40-49 years 20-29 years","40-49 years 30-39 years","40-49 years 40-49 years","40-49 years 50-59 years","40-49 years 60-69 years","40-49 years 70-79 years","40-49 years 80-89 years","40-49 years 90 years or more","50-59 years Less than 20 years","50-59 years 20-29 years","50-59 years 30-39 years","50-59 years 40-49 years","50-59 years 50-59 years","50-59 years 60-69 years","50-59 years 70-79 years","50-59 years 80-89 years","50-59 years 90 years or more","60-69 years Less than 20 years","60-69 years 20-29 years","60-69 years 30-39 years","60-69 years 40-49 years","60-69 years 50-59 years","60-69 years 60-69 years","60-69 years 70-79 years","60-69 years 80-89 years","60-69 years 90 years or more","70-79 years Less than 20 years","70-79 years 20-29 years","70-79 years 30-39 years","70-79 years 40-49 years","70-79 years 50-59 years","70-79 years 60-69 years","70-79 years 70-79 years","70-79 years 80-89 years","70-79 years 90 years or more","80-89 years Less than 20 years","80-89 years 20-29 years","80-89 years 30-39 years","80-89 years 40-49 years","80-89 years 50-59 years","80-89 years 60-69 years","80-89 years 70-79 years","80-89 years 80-89 years","80-89 years 90 years or more","90 years or more Less than 20 years","90 years or more 20-29 years","90 years or more 30-39 years","90 years or more 40-49 years","90 years or more 50-59 years","90 years or more 60-69 years","90 years or more 70-79 years","90 years or more 80-89 years","90 years or more 90 years or more"
"1999","Zürich",0,0,0,0,0,0,0,0,0,2,216,87,22,4,0,0,0,0,0,284,932,173,50,10,0,0,0,0,41,428,596,75,10,0,0,0,0,10,82,264,274,18,2,1,0,0,2,5,30,86,66,5,0,0,0,1,2,5,4,23,14,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"1999","Bern / Berne",0,0,0,0,0,0,0,0,0,0,137,45,7,3,0,0,0,0,0,185,701,96,28,3,0,0,0,0,17,310,532,47,3,0,1,0,0,4,46,193,207,11,0,1,0,0,2,5,14,48,60,2,0,0,0,0,0,0,2,15,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1999","Luzern",0,1,0,0,0,0,0,0,0,1,29,7,0,0,0,0,0,0,0,51,182,27,4,0,0,0,0,0,5,80,116,9,2,0,0,0,0,2,11,41,51,3,0,0,0,0,0,0,6,19,8,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Uri",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,2,9,17,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Schwyz",0,0,0,0,0,0,0,0,0,0,12,5,2,0,0,0,0,0,0,31,70,14,1,0,0,0,0,0,4,36,74,6,0,0,0,0,0,2,3,12,20,1,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1999","Obwalden",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,1,10,7,2,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Nidwalden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,0,0,0,0,0,0,0,14,13,2,0,0,0,0,0,0,1,5,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Glarus",0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,9,28,1,0,0,0,0,0,0,0,15,24,2,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Zug",0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,15,65,7,0,0,0,0,0,0,4,43,55,2,0,0,0,0,0,0,5,16,31,0,0,0,0,0,0,2,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Fribourg / Freiburg",0,0,0,0,0,0,0,0,0,0,39,7,3,0,0,0,0,0,0,52,150,13,5,1,0,0,0,0,4,68,96,12,1,1,0,0,0,1,10,36,31,3,0,0,0,0,1,3,1,8,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1999","Solothurn",0,0,0,0,0,0,0,0,0,0,46,10,2,0,0,0,0,0,0,75,226,41,8,3,0,0,0,0,12,108,166,11,0,0,0,0,0,0,16,57,58,2,0,0,0,0,0,2,5,12,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Basel-Stadt",0,0,0,0,0,0,0,0,0,0,28,9,5,1,0,0,0,0,0,40,131,31,5,3,1,0,0,0,7,67,95,13,4,0,0,0,0,0,8,27,51,5,0,0,0,0,0,0,0,15,21,3,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Basel-Landschaft",0,0,0,0,0,0,0,0,0,0,41,6,1,0,0,0,0,0,0,53,199,36,2,1,0,0,0,0,3,102,151,15,1,1,0,0,0,2,19,57,84,5,1,0,0,0,0,1,1,14,11,0,0,0,0,0,1,1,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1999","Schaffhausen",0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,14,48,13,2,0,0,0,0,0,1,19,35,3,1,0,0,0,0,0,4,22,21,2,0,0,0,0,0,0,1,6,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1999","Appenzell Ausserrhoden",0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,8,46,2,0,0,0,0,0,0,0,14,22,2,0,0,0,0,0,0,4,14,6,3,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Appenzell Innerrhoden",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","St. Gallen",0,0,0,0,0,0,0,0,0,1,74,30,11,0,0,0,0,0,0,110,344,28,8,2,0,0,0,0,18,159,216,18,2,0,0,0,0,2,15,72,79,12,0,0,0,0,0,1,8,17,22,1,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1999","Graubünden / Grigioni / Grischun",0,0,0,0,0,0,0,0,0,0,24,9,1,0,0,0,0,0,0,30,89,11,2,0,0,0,0,0,8,69,79,7,0,1,0,0,0,1,5,29,29,0,0,0,0,0,0,0,5,9,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Aargau",0,0,0,0,0,0,0,0,0,0,74,19,2,3,0,0,0,0,1,113,394,39,11,0,1,0,0,0,14,179,280,18,0,0,0,0,0,1,27,91,109,5,0,0,0,0,0,5,10,25,24,3,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Thurgau",0,0,0,0,0,0,0,0,0,0,33,4,3,0,1,0,0,0,0,40,166,20,2,1,0,0,0,0,8,91,83,7,1,1,0,0,0,3,4,49,39,3,0,0,0,0,0,1,3,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1999","Ticino",0,0,0,0,0,0,0,0,0,0,48,12,2,0,0,0,0,0,0,59,225,43,5,0,0,0,0,0,10,95,112,13,0,0,0,0,0,2,16,47,61,4,0,0,0,0,0,4,3,20,20,0,0,0,0,0,2,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Vaud",0,0,0,0,0,0,0,0,0,0,116,37,4,3,0,0,0,0,1,158,536,89,16,2,0,1,0,0,22,238,349,58,4,0,0,0,0,4,47,158,183,13,0,0,0,0,0,7,20,49,40,1,0,0,0,0,0,2,5,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1999","Valais / Wallis",0,0,0,0,0,0,0,0,0,0,46,12,1,0,0,0,0,0,0,54,173,29,4,0,0,0,0,0,7,87,121,14,0,0,0,0,0,2,14,46,54,1,0,0,0,0,1,2,1,12,11,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Neuchâtel",0,0,0,0,0,0,0,0,0,0,35,7,1,1,0,0,0,0,0,46,155,23,5,2,0,0,0,0,6,60,84,13,0,1,0,0,0,0,17,37,50,3,0,0,0,0,0,1,7,8,13,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Genève",0,0,0,0,0,0,0,0,0,0,72,28,5,3,0,0,0,0,0,107,351,58,18,3,0,0,0,0,9,141,183,32,1,0,0,0,0,5,33,83,100,12,0,0,0,0,1,5,12,35,40,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1999","Jura",0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,0,0,0,0,9,45,5,1,1,0,0,0,0,3,17,28,5,0,1,0,0,0,0,2,14,16,1,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Zürich",0,0,0,0,0,0,0,0,0,1,111,42,10,2,0,0,0,0,0,158,476,121,24,6,1,0,0,0,25,227,327,27,5,1,0,0,0,6,42,112,140,13,1,0,0,0,0,6,11,26,32,4,0,0,0,0,1,1,1,4,9,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
"2000","Bern / Berne",0,0,0,0,0,0,0,0,0,0,48,18,2,0,0,0,0,0,0,51,238,42,6,2,0,0,0,0,8,126,182,22,1,0,0,0,0,3,13,58,106,11,0,0,0,0,0,2,1,21,32,3,0,0,0,0,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Luzern",0,0,0,0,0,0,0,0,0,0,17,8,1,2,0,0,0,0,0,41,127,19,0,0,0,0,0,0,2,77,97,7,1,0,0,0,0,1,7,35,32,3,0,0,0,0,0,0,6,9,8,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Uri",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Schwyz",0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,5,36,6,1,0,0,0,0,0,1,14,18,1,0,0,0,0,0,0,0,14,11,1,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Obwalden",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,7,1,1,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Nidwalden",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Glarus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Zug",0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,7,34,3,1,1,0,0,0,0,0,20,22,1,0,0,0,0,0,1,3,4,12,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Fribourg / Freiburg",0,0,0,0,0,0,0,0,0,0,28,9,3,0,0,0,0,0,0,39,111,14,3,0,0,0,0,0,3,50,75,6,0,0,0,0,0,1,11,29,35,2,0,0,0,0,0,4,2,10,5,1,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Solothurn",0,0,0,0,0,0,0,0,0,0,19,3,1,1,0,0,0,0,0,16,72,12,2,1,0,0,0,0,4,36,56,4,0,0,0,0,0,0,4,20,19,4,0,0,0,0,1,0,2,3,5,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Basel-Stadt",0,0,0,0,0,0,0,0,0,0,18,8,1,0,0,0,0,0,0,6,55,13,2,0,2,0,0,0,3,22,35,6,0,0,0,0,0,0,7,19,11,0,0,0,0,0,0,2,1,4,7,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2000","Basel-Landschaft",0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,17,58,13,0,0,0,0,0,0,6,24,39,5,0,0,0,0,0,0,4,12,19,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Schaffhausen",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,22,4,1,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,2,10,11,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Appenzell Ausserrhoden",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,17,1,0,0,0,0,0,0,1,7,13,4,0,0,0,0,0,0,2,8,11,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Appenzell Innerrhoden",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","St. Gallen",0,0,0,0,0,0,0,0,0,0,40,12,0,0,0,0,0,0,2,68,204,25,4,0,0,0,0,0,6,85,113,11,0,0,0,0,0,2,11,47,55,5,0,0,0,0,0,1,2,20,6,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Graubünden / Grigioni / Grischun",0,0,0,0,0,0,0,0,0,0,19,2,1,0,0,0,0,0,0,25,81,10,0,1,0,0,0,0,4,31,60,7,0,0,0,0,0,0,5,30,21,2,0,0,0,0,0,1,4,6,13,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Aargau",0,1,0,0,0,0,0,0,0,0,37,10,0,0,0,0,0,0,0,39,172,26,4,1,0,0,0,0,9,113,166,15,2,0,0,0,0,0,14,61,62,9,0,0,0,0,0,2,2,11,15,1,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Thurgau",0,0,0,0,0,0,0,0,0,0,24,4,2,1,0,0,0,0,0,39,112,14,1,0,0,0,0,0,3,54,72,9,1,0,0,0,0,0,7,26,19,1,0,0,0,0,0,0,1,5,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2000","Ticino",0,0,0,0,0,0,0,0,0,0,20,8,2,0,0,0,0,0,0,30,103,11,2,1,1,0,0,0,2,51,47,8,1,0,0,0,0,1,7,27,39,1,0,0,0,0,1,0,4,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Vaud",0,0,0,0,0,0,0,0,0,0,40,22,2,0,0,0,0,0,0,71,194,48,13,1,0,0,0,0,17,92,147,26,3,1,0,0,0,0,19,55,73,8,2,0,0,0,0,5,6,15,16,3,0,0,0,0,1,1,1,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2000","Valais / Wallis",0,0,0,0,0,0,0,0,0,0,18,8,0,1,0,0,0,0,0,36,99,12,2,0,0,0,0,0,2,44,78,10,0,0,0,0,0,1,9,30,24,2,0,0,0,0,0,2,0,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Neuchâtel",0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,30,79,9,7,1,0,0,0,0,3,29,47,7,1,0,0,0,0,1,5,24,25,2,0,0,0,0,1,0,1,7,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Genève",0,0,0,0,0,0,0,0,0,0,56,14,4,0,0,0,0,0,0,68,221,60,17,1,0,0,0,0,11,113,147,33,3,0,0,0,0,3,19,60,72,6,0,0,0,0,1,1,14,19,21,1,1,0,0,0,0,2,2,6,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2000","Jura",0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,5,9,1,0,0,0,0,0,0,2,5,10,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Zürich",0,0,0,0,0,0,0,0,0,2,114,49,11,2,0,0,0,0,0,181,660,136,40,1,1,0,0,0,28,323,452,44,5,0,0,0,0,14,57,189,204,18,0,0,0,0,3,12,28,45,46,6,0,0,0,0,0,2,3,14,10,2,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0
"2001","Bern / Berne",0,0,0,0,0,0,0,0,0,0,64,26,6,1,0,0,0,0,0,104,444,66,15,3,0,0,0,0,13,216,363,36,5,1,0,0,0,2,26,154,158,12,0,0,0,0,0,4,8,37,43,4,0,0,0,0,0,0,2,8,7,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"2001","Luzern",0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,44,132,16,3,0,0,0,0,0,5,73,117,5,1,0,0,0,0,2,3,39,44,7,0,0,0,0,0,4,2,15,9,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Uri",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,11,1,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Schwyz",0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,17,50,9,0,0,0,0,0,0,1,35,46,1,0,0,0,0,0,0,4,19,16,2,0,0,0,0,1,1,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Obwalden",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Nidwalden",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,15,3,0,0,0,0,0,0,1,6,15,1,0,0,0,0,0,0,5,8,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Glarus",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,19,3,0,0,0,0,0,0,1,12,15,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Zug",0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,11,62,6,1,0,0,0,0,0,3,25,43,1,0,0,0,0,0,0,4,14,22,1,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Fribourg / Freiburg",0,0,0,0,0,0,0,0,0,0,35,8,1,1,0,0,0,0,0,42,143,19,6,2,0,0,0,0,3,66,80,10,3,0,0,0,0,3,9,30,45,4,0,0,0,0,0,0,1,11,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Solothurn",0,0,0,0,0,0,0,0,0,0,19,8,1,0,0,0,0,0,0,38,141,18,2,1,0,0,0,0,8,91,94,10,0,0,1,0,0,2,12,36,37,1,0,0,0,0,0,3,1,11,6,1,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Basel-Stadt",0,0,0,0,0,0,0,0,0,0,24,9,4,0,0,0,0,0,0,28,114,30,6,4,2,0,0,0,3,56,92,15,0,0,1,0,0,0,16,40,33,3,0,0,0,0,0,1,5,6,16,4,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Basel-Landschaft",0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,40,125,18,3,1,0,0,0,0,1,58,107,8,2,0,0,0,0,1,7,37,45,2,0,0,0,0,0,2,6,7,19,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2001","Schaffhausen",0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,5,45,11,0,0,0,0,0,0,0,15,36,2,0,0,0,0,0,1,0,11,10,1,0,0,0,0,0,0,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Appenzell Ausserrhoden",0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,8,19,4,1,0,0,0,0,0,1,11,27,3,0,0,0,0,0,0,3,13,13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Appenzell Innerrhoden",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","St. Gallen",0,0,0,0,0,0,0,0,0,0,42,19,1,0,0,0,0,0,0,56,243,36,7,1,0,0,0,0,7,145,157,17,2,0,0,0,0,1,21,77,52,11,1,0,0,0,0,4,4,6,13,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Graubünden / Grigioni / Grischun",0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,18,73,15,2,2,0,0,0,0,2,52,65,7,1,0,0,0,0,0,8,26,25,1,0,0,0,0,0,2,1,4,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Aargau",0,0,0,0,0,0,0,0,0,1,46,13,3,0,0,0,0,0,0,56,282,44,6,3,0,0,0,0,4,124,224,17,0,0,0,0,0,2,25,70,88,7,0,0,0,0,0,1,6,15,18,0,0,0,0,0,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Thurgau",0,0,0,0,0,0,0,0,0,0,28,11,0,0,0,0,0,0,0,23,112,20,3,0,0,0,0,0,5,65,90,9,1,0,0,0,0,0,3,32,29,1,1,0,0,0,0,0,2,11,4,2,0,0,0,0,2,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Ticino",0,0,0,0,0,0,0,0,0,0,25,13,5,0,0,0,0,0,0,54,181,24,5,0,0,0,0,0,3,78,110,17,2,0,0,0,0,1,7,45,52,9,1,0,0,0,0,4,10,13,10,1,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001","Vaud",0,0,0,0,0,0,0,0,0,0,89,46,9,0,0,0,0,0,0,130,439,103,26,2,0,0,0,0,23,213,332,37,3,0,0,0,0,5,29,122,171,18,0,0,0,0,2,6,14,48,35,4,0,0,0,0,0,3,7,6,6,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
